Headlines,Dates,Descriptions
Circling Hong Kong on One Charge,"Mark Webb-Johnson, Roadster Owner, July 17, 2011","Any Tesla owner will tell you there are a few questions they are commonly asked about the Roadster. If someone is unfamiliar with Tesla, the first question is sure to be: “how fast does it go?” The Roadster just looks fast. I typically end my answer with: “and it’s electric!” Shocked, their response is almost always: “wow, but how far does it go?”"
Tesla Motors Announces Date for Second Quarter 2011 Results,"July 12, 2011","PALO ALTO, Calif. -- Tesla Motors, Inc. (NASDAQ: TSLA) announced today that it will post its financial results for the second quarter ended June 30, 2011, after market close on Wednesday, August 3, 2011. At that time, Tesla will issue a brief advisory release via Marketwire containing a link to the second quarter 2011 letter to shareholders with financial results on its website. Tesla management will hold a live Question & Answer (Q&A) session at 2:30pm Pacific Daylight Time (5:30pm Eastern Daylight Time) to discuss the Company's results."
Tesla Roadster Breaks Ground By Recording Race Time at Goodwood,"July 1, 2011","LONDON - Electric carmaker Tesla Motors, Inc. (Nasdaq: TSLA) today announced that the Tesla Roadster will be the first production electric car to record a time in the prestigious Hill Climb event at the Goodwood Festival of Speed, held at Goodwood Estate, Chichester, West Sussex. The car’s participation in this event marks yet another historic “first” for the Tesla Roadster."
Tesla Motors Wins Three Stevie Awards in 9th Annual American Business Awards,"June 22, 2011","PALO ALTO, Calif.– Tesla Motors (NASDAQ:TSLA) announced today teslamotors.com was awarded three Stevie awards -- Best Overall Web Design, Best Home Page, and Best in Automotive & Transport Equipment -- by the American Business Awards.Tesla was also recognized as a finalist in the Best Writing/Content category, and Tesla’s 2010 Roadster Road trip from Los Angeles to Detroit was a finalist in Communications or PR Campaign of the Year - Under $10,000."
Hong Kong's Tesla Roadster Owners to Hold Electric Endurance Rally for Charity,"June 17, 2011","HONG KONG – Hong Kong's growing number of Tesla Roadster owners have organized an all-electric endurance rally in Hong Kong on the 26th of June. The owners aim for this to be the most fuel-efficient rally ever in Hong Kong, and to demonstrate that the region's size makes it ideally suited to be a pioneer in the mass adoption of electric vehicles.Proceeds from the rally will be donated to the victims of the Northeastern Japan earthquake through Civic Force, a Japanese non-profit organization established by Tesla's first Roadster owner in Tokyo."
Tesla Launches Model S reservations in Canada,"June 8, 2011","TORONTO – Tesla Motors (NASDAQ: TSLA) is now taking reservations in Canada for Model S, the world’s first premium electric sedan. Deliveries of Model S will begin in mid-2012."
"Tesla Motors, Inc. Announces Pricing of its Follow-On Offering","June 3, 2011","PALO ALTO, Calif., – Tesla Motors, Inc. (Nasdaq: TSLA), a manufacturer of high-performance fully electric vehicles and advanced electric vehicle powertrain components, announced today that it has priced and fully allocated its follow-on offering of 5,300,000 shares of common stock at a price to the public of $28.76 per share, the closing price for Tesla shares on June 2, 2011. The closing price of Tesla’s common stock on May 24, 2011, the day before Tesla announced the offering, was $26.72 per share."
Stop In. Go Electric.,"George Blankenship, Vice President, Worldwide Sales & Ownership Experience, June 1, 2011","This weekend we open the next Tesla Store at Park Meadows Mall in Lone Tree, Colorado. Each Tesla Store opening represents a pivotal milestone on the path to putting Model S on the road; they make Tesla’s groundbreaking electric vehicle technology accessible to more people."
"Latest Tesla Store opens in Park Meadows, Colorado","June 1, 2011",   
Tesla Announces Follow-On Offering of Common Stock,"May 25, 2011","PALO ALTO, Calif.-- Tesla Motors, Inc. (Nasdaq:TSLA), a manufacturer of high-performance fully electric vehicles and advanced electric vehicle powertrain components, today announced a follow-on offering of 5,300,000 shares of its common stock. All 5,300,000 shares are being offered by the company. In addition, the company has granted the underwriter a 30-day option to purchase up to an additional 795,000 shares of common stock."
"Tesla owner drives Roadster more than 100,000 kilometers","May 19, 2011","KARLSRUHE, Germany – Hansjörg von Gemmingen, owner of the 83rd Tesla Roadster delivered in Europe, has racked up 100,000 zero-emissions kilometers – the greatest distance covered by any Tesla customer to date. Proving that the electric Roadster excels as both a supercar and daily driver, von Gemmingen drives it consistently, charging every night with a standard household outlet. "
Tesla unveils high power charging network from Lands End to John o’Groats,"May 18, 2011","LONDON – Electric carmaker Tesla Motors (NASDAQ: TSLA) announced today that it has partnered with UK hotels and tourist destinations to install a high power charging network, comprised of ten charge stations throughout Great Britain."
The Promise of Electric Vehicles,"Diarmuid O'Connell, Vice President of Business Development, May 12, 2011","On May 5, 2011, Tesla Motors, Inc."
Tesla Launches the Drive Change Electric Roadster Tour,"May 9, 2011","PALO ALTO, Calif. – Tesla Motors (NASDAQ:TSLA) kicks off its Drive Change Electric Roadster Tour on May 14 in Colorado Springs. Special test drive events will be offered from Seattle, Washington to Naples, Florida, inviting prospective customers to get behind the wheel of the car that started the electric vehicle revolution."
Tesla Motors Reports First Quarter 2011 Results,"May 4, 2011","PALO ALTO, Calif. – Tesla Motors, Inc. (NASDAQ: TSLA) today announced its preliminary unaudited financial results for the quarter ended March 31, 2011. Revenues for the first quarter of 2011 were $49.0 million, a 35% increase from the $36.3 million reported in the prior quarter. Gross margin improved to 37%, up from 31% for the prior quarter. Total revenues and gross margin were the highest in the company’s history."
Tesla Takes Auto Retail High-Tech with Digital Design Studio,"April 19, 2011","PALO ALTO, Calif. – Tesla Motors (NASDAQ: TSLA) launched the Design Studio, a tool that allows consumers to customize, view and share their own Tesla electric vehicles on the web, on their smartphones and iPads, and at Tesla stores. Using HTML 5 for cross-platform compatibility, the Design Studio makes the buying experience flexible, engaging and interactive. It is located on Tesla’s website at http://www.teslamotors.com/roadster/design."
Tesla Roadsters Reach Five New Countries on Three Continents,"April 15, 2011","PALO ALTO, Calif. - The first Tesla Roadsters have arrived in Japan, Hong Kong, Poland, Turkey and Canada in recent weeks as world's leading electric vehicle maker rapidly expands its retail footprint.Tesla Motors has sold more than 1,200 Roadsters to customers in at least 28 countries. The Roadster accelerates faster than premium sports cars that cost twice as much, yet it produces zero tailpipe emissions and is twice as energy efficient as leading hybrids. It consumes no petroleum and plugs into conventional sockets throughout North America, Europe and Asia."
Tesla Roadsters Reach Five New Countries on Three Continents,"April 15, 2011","PALO ALTO, Calif. - The first Tesla Roadsters have arrived in Japan, Hong Kong, Poland, Turkey and Canada in recent weeks as world's leading electric vehicle maker rapidly expands its retail footprint.Tesla Motors has sold more than 1,200 Roadsters to customers in at least 28 countries. The Roadster accelerates faster than premium sports cars that cost twice as much, yet it produces zero tailpipe emissions and is twice as energy efficient as leading hybrids. It consumes no petroleum and plugs into conventional sockets throughout North America, Europe and Asia."
Tesla Reinvents the Car Buying Experience,"April 13, 2011","SAN JOSE, Calif.– Today Tesla Motors (NASDAQ:TSLA) reinvents the car buying process with the grand opening of its store in the popular Santana Row retail district of San Jose, California.In preparation for the introduction of the Model S, the world’s first premium electric sedan, Tesla has designed an interactive experience to inform potential customers; allowing them to explore Tesla’s technology, learn about owning an electric car, and configure their car in the Design Studio."
Tesla Cleans Up Again at the Fifth Monte Carlo Alternative Energy Rally,"April 6, 2011","MONACO - The Tesla Roadster has reconfirmed its supremacy in the world of the alternative fuel vehicles, beating more than 100 competitors during the exciting Monte Carlo Alternative Energy Rally. Driven by former F1 driver Erik Comas, the Arctic White Roadster also scored a definitive victory in the Electric Vehicles Cup. The race, which ended Sunday, covered more than 800 km and included sprints on the Monaco F1 track."
On the Road (together) in Hong Kong,"Tesla Hong Kong, April 5, 2011","Hong Kong, often described as the ""Pearl of the Orient,"" is an incredibly vibrant Chinese city with British characteristics: the rule of Common Law, one of the world’s finest police forces, a free economy, world-renowned financial institutions and well-educated, entrepreneurial people. When you think of Hong Kong, you likely imagine a glitzy city with modern skyscrapers set on the shores of one of the world’s finest natural ports, Victoria Harbour."
"Ten Million Electric Miles and Counting: By Jove, It Does Work in the Real World","Ricardo Reyes, Vice President of Communications, March 30, 2011","Tesla Roadsters in over thirty countries have driven more than ten million real-world miles. That's 500,000 gallons of fuel that didn't burn and over 5.3 million pounds of averted carbon dioxide emissions."
Tesla vs. Top Gear,"The Tesla Team, March 29, 2011","Background

On Tuesday March 29 Tesla sued the BBC television programme “Top Gear” for libel and malicious falsehood.



When Top Gear reviewed the Tesla Roadster, the episode that aired contained lies and misinformation about the Roadster’s performance, behaviour and reliability. Tesla reluctantly took legal action after its repeated attempts to contact the BBC, over the course of months, were ignored."
Alpha Workshop Photo Tour,"Tesla Motors, March 28, 2011","Most visitors to Tesla Headquarters in Palo Alto probably don’t notice it. On the way to the front entrance, a building houses Tesla technicians and engineers busily testing and analyzing the Model S Alpha fleet."
Tesla Roadster Drives 10 Million Miles and Counting,"March 28, 2011","PALO ALTO, Calif. – Tesla Motors (NASDAQ:TSLA) announced today that electric Roadsters in over 30 countries have now covered over 10 million real-world miles, the greatest collective distance covered by any electric vehicle maker to date. Roadsters have collectively saved 500,000 gallons of fuel and over 5.3 million pounds of carbon dioxide emissions."
Report from Japan: Through the Eyes of a Tesla Owner,"Takao Ozawa, Roadster Owner, March 17, 2011","Takao Ozawa, Japan’s first Roadster owner, is a serial entrepreneur. A board member of Civic Force, a non-profit disaster response organization in Japan, below he reports on his experiences since the the earthquake and Civic Force's efforts to help victims of the disasters. In support of their efforts, Tesla Motors has donated $100,000 to Civic Force. Our thoughts and prayers are with the people of Japan."
"Tesla Launches ""Oz Goes Electric"" Tour","March 15, 2011","MELBOURNE, Australia - Tesla Motors (NASDAQ:TSLA) kicks off its Oz Goes Electric Tour to bring the Tesla Roadster – the world’s only electric sports car – to fans along Australia’s eastern coast. The Roadster will journey an unprecedented 3,000 kilometers, proving that drivers don’t have to compromise on style, performance or range to go electric."
A Quick Update on Model S,"George Blankenship, Vice President, Worldwide Sales & Ownership Experience, March 7, 2011","Over fifty Tesla Roadster owners and their guests joined us recently to celebrate the opening of the newest Tesla store in Milan, Italy. Elon and I held a “customer chat” just before the event. It was an incredible opportunity to spend time with current owners. I loved being in the same room with over 100 loyal and committed customers, spouses, and friends. It was great!"
Tesla launches first Italian store in Europe’s fashion capital,"February 16, 2011","MILAN - Electric vehicle manufacturer Tesla Motors (NASDAQ:TSLA) opened its first showroom in Italy with a spectacular gala that attracted more than 400 VIPs, including world-famous personalities in fashion, sports and music.Italiano"
Tesla Motors Reports Fourth Quarter and Full Year 2010 Results,"February 15, 2011","PALO ALTO, Calif. – Tesla Motors, Inc. (Nasdaq: TSLA) today announced its preliminary unaudited financial results for the quarter and year ended December 31, 2010. Revenues for the fourth quarter of 2010 were $36.3 million, a 16% increase from the $31.2 million reported in the prior quarter. Gross margin improved to 31%, up from 30% for the prior quarter. On a full year basis, 2010 revenues were $116.7 million as compared with revenues of $111.9 million reported in the prior year. Gross margin improved to 26% for the full year 2010, up from 9% for 2009."
"Tesla Motors Opens Washington, D.C. Showroom","February 10, 2011","WASHINGTON - Tesla Motors (NASDAQ:TSLA), maker of the Tesla Roadster, the only electric supercar on the road, opens its Washington, D.C. showroom today. Prospective customers are now welcome to visit the location for test drives of the vehicle that is leading the automotive industry toward a zero-emission future."
Tesla Motors and SpaceX Host a Night of American Innovation,"February 10, 2011","WASHINGTON - Electric vehicle maker Tesla Motors (NASDAQ: TSLA) and Space Exploration Technologies Corporation (known as SpaceX) are hosting a celebration of American Innovation on Feb. 10. The event marks the opening of Tesla’s first showroom in the nation’s capital and honors the historic flight of SpaceX’s Dragon, the first commercial spacecraft to successfully return from orbit."
Taking the High Road Home from Scotland,"David Peilow, Roadster Fan, UK Administrator of TeslaMotorsClub.com, February 4, 2011","Part Two (to read Part One, click here)



Thursday morning we found ourselves in Edinburgh, considering our next move. We had thought about escorting the BBC’s Mini-E into Edinburgh (it had to pass within half a mile of our host’s location), but decided to leave driver Brian Milligan to finish on his own. Although some made accusations that our trip the previous day was also just a PR stunt, we actually intended to continue driving."
Tesla celebrates opening of Milan store on Feb. 11,"February 1, 2011","MILAN - Electric vehicle manufacturer Tesla Motors (NASDAQ:TSLA) is celebrating the opening of its first showroom in Italy on February 11 with a VIP gala in the capital of haute couture.Tesla’s 17th worldwide store, at Via Cerva 31 (angolo Via Borgogna) in Milan, is steps from the Duomo, La Scala Opera House and the world-famous Galleria Vittorio Emanuele. The store, which is now open for business, serves Tesla owners throughout Italy and offers test drives to all prospective customers."
Tesla launches battery recycling program throughout Europe,"January 27, 2011","MAIDENHEAD, England – Tesla Motors (NASDAQ:TSLA) has launched a comprehensive strategy to recycle its industry-leading battery packs throughout Europe.DeutschAt the end of their long life, Tesla will recycle its battery packs at Umicore’s UHT facility in Belgium.  The Brussels-based materials technology company will use the expended pack material to produce an alloy that will be further refined into cobalt, nickel and other metals. "
Taking the High Road to Scotland,"David Peilow, Roadster Fan, UK Administrator of TeslaMotorsClub.com, January 25, 2011","David Peilow is a Systems Engineer at a British satellite manufacturer. A lifelong car fan, he has anticipated the arrival of EVs since reading about the GM Impact as a teenager. His dealings with SpaceX and quick chat with Elon Musk in his day job led him to follow developments at Tesla from the beginning. A 2008 discussion at a car show about the similarities between Tesla's approach to battery design and the use of 18650 form factor lithium ion cells in his satellite projects led to a test drive of a Roadster validation prototype. The rest, as they say, is history."
Alpha Hits the Road,"Tesla Motors, January 18, 2011","Model S, engineered from the ground as an EV, is meticulously designed for superior aerodynamics, stability and handling, crash safety, performance and range. Before Model S enters production it will have been thoroughly tested using both computer simulations and test vehicles. Tesla will complete two vehicle testing phases, Alpha and Beta. The Alpha phase began in 2010."
Tesla Roadster drives environmental responsibility during Berlin Fashion Week,"January 18, 2011","BERLIN, Germany –The Tesla Roadster will drive the message of environmental responsibility at Berlin Fashion Week’s “Green Avantgarde,“ which showcases some of the world’s most exciting and environmentally friendly designers.Deutsch"
"Tesla Enthusiast Drives to Edinburgh Emission-Free, Dispels BBC EV Bias","January 14, 2011","EDINBURGH, Scotland – An electric vehicle enthusiast went to great lengths -- nearly 500 miles -- to dispel myths perpetuated by a BBC correspondent who claimed it takes four days to travel from London to Edinburgh in a zero-emission car."
Tesla Motors' Model S to Feature NVIDIA Tegra Processors,"January 12, 2011","LAS VEGAS, Nev. -- 01/04/2011 ­-- NVIDIA announced today that NVIDIA® Tegra™ processors will power the infotainment, navigation and instrument-cluster systems in the Tesla Model S, the first sedan built from the ground up as an electric vehicle. Built around the driver, the Model S is the premium sedan, evolved. Its infotainment system features a 17-inch touch-screen center console -- the largest display ever in a car -- providing vivid 3D graphics. "
Tesla’s Groundbreaking Vehicle Engineering on Display in Detroit,"January 11, 2011","DETROIT - Tesla Motors has unveiled the most detailed look yet at the Model S, showcasing Tesla’s revolutionary approach to vehicle engineering. The Model S, engineered from the ground up as an EV, is meticulously designed for superior aerodynamics, stability and handling, crash safety, performance and range. The Model S expanded view on display details how Tesla engineers have created Model S to excel in all of these areas."
Tesla Roadster approved for Australian Roads,"January 11, 2011","SYDNEY – The Tesla Roadster, the world’s only electric supercar, is officially hitting the streets in Australia. Tesla Motors, its California-based maker, announced that the Roadster is now approved for Australian roads and available for purchase."
"Tesla exceeds 1,500 Roadster deliveries worldwide","Fleet of Roadsters has accumulated over 8.5 million real-world miles, January 10, 2011","Palo Alto, Calif. -- Tesla Motors (NASDAQ:TSLA) has delivered more than 1,500 Roadsters worldwide, a significant milestone as the automaker’s momentum builds in North America, Europe and Asia."
Tesla Vehicle Engineering,"Tesla Motors, January 6, 2011",Tesla is recognized as a leader in quality and innovation for its electric powertrain engineering and battery technology. Tesla design is known for its unique refusal to compromise beauty or efficiency. Not yet widely known is Tesla’s revolutionary approach to vehicle engineering.
Through the Chunnel and beyond,"Jean-Pierre Van Wingen, Tesla Roadster Owner, December 22, 2010","We’ve been driving our Tesla in Belgium for more than six months and have racked up nearly 20,000 kms. Every working day I drive it to my job and to my business appointments – no problems whatsoever. It’s perfect for our daily use in and around our home in Ghent. But we were curious to know whether it could “go the distance,” so to speak, and serve as a road trip car."
A very special Roadster owner buys a very special second car,"Lennart Hennig, Advertising Entrepreneur in Cologne, Germany, December 9, 2010","Deutsch



Milestones



Almost four years ago, while I was surfing the web, I discovered a relatively unknown startup company with the keen aim to build a fully electric sports car.   I loved that idea from the first second. When I read the key figures I was totally convinced."
Tesla delivers 100th German car during Race of Champions,"December 2, 2010","DUSSELDORF, Germany – Tesla Motors has delivered its 100th German Roadster, a significant milestone in Tesla’s largest market after the United States. The “lightning green” Tesla Roadster Sport 2.5 – raced and signed by Sebastian Vettel and other racing superstars – was delivered last weekend to Lennart Hennig, 25, an entrepreneur who founded an advertising company in Bonn, Germany. This is Hennig’s second Roadster."
Race of Champions 2010: Motorsport goes electric in RoC build-up,"November 29, 2010","DUSSELDORF, Germany - Electric power replaced the roar of an engine at the practice sessions for The Race of Champions in Düsseldorf, when the stars of world motorsport got behind the wheel of the ground-breaking Tesla Roadster. Ever the pioneer of innovative concepts in motorsport, The Race of Champions took a step into a green future with several demonstration runs featuring the electric-powered cars on the unique parallel track at the ESPRIT arena."
Tesla Opens Tokyo Aoyoma Showroom,"November 16, 2010","TOKYO - Tesla Motors (NASDAQ:TSLA) announced TESLA TOKYO AOYAMA SHOWROOM at Aoyama, Tokyo. The showroom is home to the Roadster 2.5, which is available for customers in either left or right-hand drive. On Friday afternoon Tesla Motors cofounder and CEO Elon Musk opened Tesla’s Tokyo store and delivered the first Roadster 2.5 in Japan to Toyota Motor Corporation President Akio Toyoda.Mr. Toyoda’s Roadster is based on the first Roadster Mr. Toyoda ever drove, Elon’s Signature Twilight Red Roadster."
Ein Jahr. Ein Roadster. 65.000 Kilometer.,"Hansjörg von Gemmingen, Roadster Owner - Deutschland, November 9, 2010","English



Der Devisenhändler lebt in der Nähe des Schwarzwalds. Dieser „Extremfahrer“ fuhr mit seinem letzten Auto 902.000 km und hat bereits 65.000 km mit seinem Roadster zurückgelegt."
"One year. One Roadster. 40,000 miles.","Hansjörg von Gemmingen, Roadster Owner - Germany, November 9, 2010","Deutsch



Hansjörg is a stock broker who lives near Germany’s Black Forest. This “extreme driver” drove one of his previous cars 560,000 miles and has already put about 40,000 miles on his Roadster."
Tesla Motors Reports Third Quarter Results,"November 9, 2010","PALO ALTO, Calif. – Tesla Motors, Inc. (Nasdaq: TSLA) today announced its preliminary unaudited financial results for the quarter ended September 30, 2010. Revenues for the third quarter of 2010 were $31.2 million, a 10% increase from the $28.4 million reported in the prior quarter. Gross margin improved to 30%, up from 22% for the prior quarter. Net loss for the quarter was $34.9 million as compared to $38.5 million in the prior quarter."
Panasonic Invests $30 Million in Tesla,"Companies Strengthen Collaborative Relationship, November 3, 2010","PALO ALTO, Calif. - Panasonic Corporation and Tesla Motors today announced that Panasonic has invested $30 million in Tesla. The investment was made through the purchase of Tesla common stock in a private placement at a price of $21.15 per share. The investment builds upon a multi-year collaboration of the two companies to accelerate the market expansion of the electric vehicle."
Tesla Motors Opens Tesla Factory – Home of the Model S,"October 27, 2010","FREMONT, Calif. - Tesla today unveiled the Tesla Factory where it will build the Model S and future Tesla vehicles.The former NUMMI factory closed in April 2010. Tesla purchased the factory in May. The Tesla Factory is the only auto assembly plant in California, and the first facility dedicated exclusively to the mass production of electric vehicles."
Tesla notifies SEC of Agreement with Toyota to Develop Electric Version of RAV4,"October 13, 2010","PALO ALTO, Calif. - Today Tesla Motors (NASDAQ:TSLA) filed an 8-K with the Unites States Securities and Exchange commission to disclose its agreement with Toyota Motor Corporation to develop an electric powertrain system for the electric version of the RAV4.The form can be found here, or the text is below:"
Swiss startup to lease Tesla Roadsters for corporate events and road rallies,"October 5, 2010","AIGLE, Switzerland – Formula One driver Erik Comas has launched Green Cars Challenge to promote zero-emission, high-speed fun on some of the world’s most scenic roads.His company is purchasing five Tesla Roadsters and will rent them for multiday touring excursions in the Swiss Alps and the French countryside. During the journeys, participants will experience the Roadster’s legendary torque along Europe’s most breathtaking motorways."
Tesla Initiates Voluntary Recall After Single Customer Incident,"October 1, 2010","PALO ALTO, Calif. - Tesla Motors has launched a voluntary safety recall on Roadster models 2.0 and 2.5. The recall involves the 12v low voltage auxiliary cable from a redundant back up system that provides power to various systems, including the headlamps, taillights, turn signals and hazard lights, and airbags in the unlikely event the primary 12V power fails or drops below a minimum threshold value."
Tesla Roadster arrives in Paris at conclusion of historic world tour,"September 29, 2010","PARIS – A Tesla Roadster traveling around the world will conclude its epic voyage Sept. 29 when it arrives in Paris for a spectacular gala.Sponsored by electric carmaker Tesla Motors and TAG Heuer to commemorate the Swiss watchmaker’s 150th anniversary, the Odyssey of Pioneers has traveled through hundreds of towns and 16 major cities worldwide."
Tesla Announces Go Electric Roadster Tour,"September 28, 2010","PALO ALTO, Calif. – Tesla Motors kicks off its Go Electric Roadster Tour to introduce the Tesla Roadster -- the only highway-capable electric sports car – to new cities across North America. Special test drive events will be offered from Nova Scotia to Salt Lake City to Atlanta, proving that the Roadster truly is a vehicle for all seasons."
Tesla Roadster Roars into the Lion City,"September 24, 2010","SINGAPORE – Tesla Motors (NASDAQ:TSLA), manufacturer of the only highway-capable electric sports car, the Tesla Roadster, announced today that sales have commenced in the Republic of Singapore. Tesla will directly sell and service the Roadster through a unique arrangement of wholly-owned outlets."
Outing Myself as a Tesla Fan Girl,"Camille Ricketts, Communications, September 22, 2010","I slipped into the driver’s seat of a Tesla Roadster for the first time seven months ago. As the green technology reporter for Silicon Valley blog VentureBeat, I expected to drive it for a few hours before writing a basic review. What I didn’t expect is that a) I would fall in love with the car (and its rollercoaster acceleration), and that b) this one afternoon would set me on track to where I am now: starting as the newest member of Tesla Motors’ communications team."
Tesla to open Paris store next week,"September 21, 2010"," PARIS — Electric vehicle manufacturer Tesla Motors (NASDAQ:TSLA) will open its newest showroom Sept. 30 in the heart of Paris, just in time for the 2010 Paris Motor Show.Tesla’s 14th worldwide store, at 41 Avenue Kléber, is walking distance to the Arc de Triomphe and Champs Elysées, with a view of the Eiffel Tower. The Paris store will serve Tesla owners throughout France, Belgium and the Netherlands – and offer test drives to prospective customers visiting the capital for work or pleasure. "
Tesla and Panasonic Collaborate to Develop Next-Generation Battery Cell Technology,"September 15, 2010","SAN CARLOS, Calif.--(BUSINESS WIRE)--Tesla Motors and Panasonic today announced that they will collaborate to develop next-generation battery cells for electric vehicles."
Tesla Roadster Approved for Clean Cash Rebate Program in Japan,"August 31, 2010","TOKYO -- Tesla Motors (NASDAQ:TSLA), manufacturer of the only highway-capable electric performance vehicle, the Tesla Roadster, announced today that the Roadster has been approved for the Japanese government’s Clean Energy Cash Rebate Program."
Tesla Motors Reports Second Quarter Results,"August 4, 2010","PALO ALTO, Calif. – Tesla Motors, Inc. (Nasdaq: TSLA) today announced its preliminary unaudited financial results for the quarter ended June 30, 2010. Revenues for the second quarter of 2010 were $28.4 million, a 36% increase from the $20.8 million reported in the prior quarter. Gross margin improved to 22%, up from 19% for the prior quarter, and up from 8% for the second quarter of 2009."
My Car or Our Car?,"Dave Severns, Roadster Owner, August 3, 2010","I’ve been a Corvette guy since 1988.  A 1988 C4, a 1998 C5, and finally, a 2006 C6 Z06 that I picked up at the factory in Bowling Green, Kentucky and drove home to California on what is left of the old Route 66.







I love powerful, fast, good looking, American-made muscle cars.  My wife, Sharon, on the other hand… not so much. She tolerates them. "
11 Questions for Odyssey of Pioneers Driver Luke McClure,"Tesla Motors, July 28, 2010","In early 2010, Tesla teamed up TAG Heuer to honor the premium watchmaker's 150th anniversary. Together, the companies created the Odyssey of Pioneers, an around the world journey in the one-of-a-kind TAG Heuer Tesla Roadster. The trip began in Basel, Switzerland, in March and over the past months, the car, piloted by Tesla Technician Luke McClure, has traveled over 10,318 miles through Europe, Russia, and Asia."
Tesla and TAG Heuer World Tour Arrives in Los Angeles,"July 28, 2010","LOS ANGELES - The TAG Heuer Tesla Roadster, traveling around the world on the Odyssey of Pioneers tour, has arrived in Los Angeles to begin its journey through the United States. This is the 12th stop of the Odyssey of Pioneers, the first world tour by a zero-emission vehicle."
Tesla Roadster Arrives in Australia,"July 26, 2010","SYDNEY - Tesla Motors (NASDAQ:TSLA), producer of the Roadster, the only highway-capable electric performance vehicle, announces the delivery of the first Roadster in Australia. The Tesla Roadster is now approved for Australian roadways and available for purchase."
Tesla Motors and Toyota Motor Corporation Formalize Agreement to Develop Electric Version of RAV4,"July 16, 2010","PALO ALTO, Calif. & TOKYO - TESLA MOTORS, INC. (Tesla) and TOYOTA MOTOR CORPORATION (TMC) today announced that the two companies have signed an agreement to initiate the development of an electric version of the RAV4 as announced in May of this year by Elon Musk and Akio Toyoda. With an aim to market the EV in the United States in 2012, prototypes will be made combining the Toyota RAV4 model with a Tesla electric powertrain. Tesla plans to produce and deliver a fleet of prototypes to Toyota for evaluation within this year."
Tesla Roadster goes the distance at European road rallies,"July 14, 2010",Deutsch | España
Tesla Launches New Website,"July 13, 2010","PALO ALTO, Calif. -- Tesla Motors today announced a new website at www.teslamotors.com. The rebranded teslamotors.com brings the Tesla experience online.Tesla is redefining the car buying experience through teslamotors.com with intuitive pages that lead users through Roadster innovations, a new image gallery and an in-depth look behind the Tesla’s revolutionary technology."
"Tesla Hires Apple, Gap Veteran to Revolutionize Car Buying Experience","July 8, 2010","PALO ALTO, Calif. – Tesla Motors today announced that it has hired former Apple and Gap Executive George Blankenship as Vice President of Design and Store Development. Blankenship will build Tesla's retail strategy and network."
Swiss racecar driver buys one-of-a-kind Tesla Roadster,"July 6, 2010","Klicken Sie hier für eine Deutsche VersionCliquez ici pour la version FrançaiseZURICH — Swiss racecar driver and promoter Fredy Lienhard has bought a Tesla Roadster Sport that gained fame as the record-setting winner of the Monte Carlo Alternative Energy Rally.This is the second Tesla owned by Lienhard, who has driven some of the world’s fastest cars and has competed professionally since 1968."
Tesla premiers Roadster 2.5 at Goodwood Festival of Speed,"July 2, 2010","CHICHESTER, England - Tesla Motors (NASDAQ:TSLA) will unveil its next-generation sports car to the public this weekend at the Goodwood Festival of Speed."
Tesla Opens Latest Store in Zurich,"June 30, 2010","ZURICH — Leading electric vehicle manufacturer Tesla Motors will open its newest showroom June 10 in Switzerland’s largest city.The store – located at Pelikanstrasse 10, in the heart of Zurich -- will host a media preview with Roadster test drives and executive interviews June 10th from 10 a.m. to 4 p.m."
Tesla Announces Electric Summer Roadster Tour,"June 30, 2010","PALO ALTO, Calif. - Tesla Motors today kicked off its Electric Summer Roadster Tour. The only electric convertible that accelerates from 0-60 in 3.7 seconds will appear from Omaha to Buffalo, Seattle to Dallas, answering questions and offering test drives all over the country.Customers interested in learning more about it can find the tour schedule here."
Tesla Hits the Road in Canada,"June 30, 2010","TORONTO, Canada --- Tesla Motors, producer of the Roadster, the only electric highway-capable high performance vehicle announces the delivery of the first Roadsters to Canada.Customers from Toronto to British Columbia took delivery of their Roadsters this week. New owners Vincent and Maggie Argiro rave about their first few days with their Roadster, ""It is both a personal and collective statement of optimism for a better future, as well as fun and actually practical transportation."""
Tesla Takes Center Stage at World Innovation Summit in Barcelona June 15-17,"June 30, 2010","Español



Award-winning Roadster is the only zero-emission car already on sale and will be doing test drives during Europe’s premier business innovation conference.



BARCELONA – Tesla Motors is debuting at the World Innovation Summit, and the world’s leading electric vehicle company will be offering test drives for the media and prospective customers throughout the June 15-17 conference."
Tesla Motors Announces Factory in Northern California,"June 30, 2010","PALO ALTO, Calif. - Tesla Motors has purchased the former NUMMI factory in Fremont, California, where it will build the Model S sedan and future Tesla vehicles. As recently as April of 2010, the NUMMI factory was used by Toyota to produce the Corolla and Tacoma vehicles using the industry-leading Toyota production system. It is one of the largest, most advanced and cleanest automotive production plants in the world."
"Tesla Motors and Toyota Motor Corporation Intend to Work Jointly on EV Development, TMC to Invest in Tesla","June 30, 2010","PALO ALTO, Calif. – TESLA MOTORS, INC. (Tesla) and TOYOTA MOTOR CORPORATION (TMC) today announced that they intend to cooperate on the development of electric vehicles, parts, and production system and engineering support.The two companies intend to form a specialist team to further those efforts. TMC has agreed to purchase $50 million of Tesla’s common stock issued in a private placement to close immediately subsequent to the closing of Tesla’s currently planned initial public offering."
