Headlines,Dates,Descriptions
"Tesla's Model 3 Draws Dutch Demand, Becomes Best-Selling Car",01 Oct 2019,"Dutch Demand ... Tesla's sales have rocketed in Europe since the automaker introduced the Model 3 in key markets such as the Netherlands, Norway and Germany,..."
"Stocks making the biggest moves after hours: Tesla, Bed Bath & Beyond, GoPro and more",02 Oct 2019,Check out the companies making headlines after the bell: Tesla shares dipped as much as 5% during extended trade after the electric-car maker reported...
TSLA Stock Falls as Deliveries Set Record But Miss Musk's Mark,02 Oct 2019,"The good and the bad Elon Musk were on full display Wednesday, when Tesla Inc. released its much-awaited third-quarter delivery figures."
Tesla 'Smart Summon' Draws Scrutiny From U.S. Auto Safety Regulator After Parking Lot Mishaps,02 Oct 2019,"A week after Tesla added a feature for owners to summon their cars over short distances, in parking lots and driveways, NHTSA said it's “aware” of reported..."
Tesla in-car tech review: A deep dive into the best features,03 Oct 2019,"The lower part of the touchscreen is where you find controls for the climate, heated seats and steering wheel, heated windscreens, media volume, and a shortcut..."
"Tesla Model S Performance review: 0-60 in 2.4s, but what else? Reviews 2024",03 Oct 2019,"Tesla claims 0-60mph (not 0-62mph, Euro-pedants) in 2.4 seconds. The Long Range is made to look tardy, taking 3.7secs to demolish the same sprint."
A Police Tesla Nearly Ran Out of Power During a Chase. It Wasn't the Car's Fault. (Published 2019),03 Oct 2019,"A Police Tesla Nearly Ran Out of Power During a Chase. It Wasn't the Car's Fault. Gas or electric, all cars need to be refueled in some way, the police in..."
Tesla automated parking problems seen liability of app 'driver' for now,04 Oct 2019,"Tesla Inc owners summoning their driverless cars in parking lots are likely liable for crashes, lawyers said after a series of internet videos showed..."
What Tesla’s Grab Of DeepScale Is All About,04 Oct 2019,"Operating on $18M in venture funding, DeepScale described themselves as developers of perceptual systems for semi-autonomous and autonomous vehicles, focusing..."
Tesla Battery Flaw Cover-Up Claim to Be Evaluated by NHTSA,04 Oct 2019,The National Highway Traffic Safety Administration says it's received a petition calling for an investigation of certain Tesla Inc. electric cars and is...
Tesla Model S P100D+ Plaid: Everything We Know,07 Oct 2019,"Therefore, we estimate low 800 HP range for the Tesla Plaid and an increase in battery size to 130 kWh from 100kWh in the P100D. This will result in a more..."
"Elon Musk Says Tesla Horn Sounds Will Soon Include Fart, Goat Noises",07 Oct 2019,"Future Tesla models might include unconventional horn sound effects, including goat noises and fart sounds, according to CEO Elon Musk."
Tesla launches new charging adapter bundle to make sure you always have charging options,07 Oct 2019,Tesla is releasing today a new charging adapter bundle for its mobile connector. The bundle is for people who want to make sure they will always have...
November To Remember: Tesla Truck Reveal Set For Next Month,10 Oct 2019,"The most anticipated debut of all time, the Tesla electric pickup truck, will happen in November, according to Tesla CEO Elon Musk."
Tesla’s upcoming emoji keyboard can open the way for in-car messaging feature,10 Oct 2019,"Tesla's upcoming emoji keyboard can open the way for in-car messaging feature ... For better or for worse, emojis are here to stay. And soon, an emoji keyboard..."
Electrified Handling: Tesla Model 3 Upgrades,10 Oct 2019,Bump stops must be cut down slightly to accommodate for the 1-inch front and 1.4-inch rear drop. Even on the stock tires the response from our Model 3 was...
Tesla Force is a new top-down shooter from 10tons,11 Oct 2019,"The makers of Crimsonland and Tesla Vs Lovecraft have announced a new zappy top-down shooter, Tesla Force. It's due in …"
"Mate Rimac Dismisses Elon Musk Comparison, Praises What Tesla Creator 'is Doing for Humanity'",11 Oct 2019,"Mate Rimac Dismisses Elon Musk Comparison, Praises What Tesla Creator 'is Doing for Humanity' ... Electric supercar maker Mate Rimac has said doesn't like being..."
Hydrogen power: Toyota takes on Tesla with alternative fuel,11 Oct 2019,Hydrogen power: Toyota takes on Tesla with alternative fuel. Hydrogen fuel cell motors have yet to make a dent in the market for clean energy cars.
The Reason This Tesla Model X Was Slow Is An Aerodynamic's Class,16 Oct 2019,The answer to why TFLCar's Tesla Model X was slower than Tesla said it was is stuff you'd learn in an aerodynamic's class. It just needed to lay low.
All-New Tesla Pickup Truck Cyberpunk Render Is As Real As It Gets,16 Oct 2019,"This new render of the upcoming Tesla pickup truck is easily the most accurate we've seen yet. It's cyberpunk, looks like the teaser image and is radical."
Tesla Gigafactory 3: From ‘muddy field’ to Model 3 production facility in 1 year,16 Oct 2019,"Looking at the state of Gigafactory 3's land then, it was no surprise that initial videos of the location were met with skepticism among Tesla's critics in the..."
Tesla says Gigafactory 3 production is ready and waiting for govt approval,21 Oct 2019,"CEO Elon Musk has been guiding a rapid production ramp-up in phases starting with 3,000 vehicles per week by the end of the year, which would be an even more..."
Tesla’s ‘Life with Model 3’ shows future owners the fun side of EV ownership,21 Oct 2019,"Tesla's 'Life with Model 3' shows future owners the fun side of EV ownership ... Tesla recently launched “Life with Model 3”, a portion of the company's site..."
Elon Musk's Tesla Model 3 wins Car of the Year along with three other awards,21 Oct 2019,Elon Musk's Tesla Model 3 wins Car of the Year along with three other awards ... The new Tesla Model 3 has picked up four awards - including Car of the Year - in...
Tesla 3 is Parkers Model of the Year 2020,22 Oct 2019,"The new Tesla Model 3 has picked up four awards, including Car of the Year, in a string of major industry accolades for the new electric model."
Tesla launches new 'Life with Model 3' series to promote ownership,22 Oct 2019,Tesla launches new 'Life with Model 3' series to promote ownership ... Tesla has launched a new video series called Life with Model 3 featuring videos filmed by...
Tesla’s Musk Is Overpromising Again On Self-Driving Cars,22 Oct 2019,When you analyze what self-driving capabilities Tesla currently has the company isn't anywhere close to having fully autonomous driving.
Tesla Model Y prototype spotted cruising along a California highway,31 Oct 2019,"For as often as detractors like to categorize Tesla as a flash in the pan with no long-term prospects for success, the electric automaker has made a habit..."
NYC Yellow Cab Fleet to Include Tesla Model 3,31 Oct 2019,"It's official, ladies and gents! Soon enough, you'll be able to call a Tesla Model 3 yellow cab in New York City instead of those pesky Prius hybrids."
Elon Musk Is Beefing With Top Gear Over Drag Race Between Tesla Model S And Porsche Taycan [Updated],31 Oct 2019,"Tesla CEO Elon Musk, who once failed to sue the Top Gear television program for libel over the show's review of a Tesla Roadster, is once again beefing with..."
"Tesla Model 3 Long Range AWD Gets 12 Miles More Range, Tiny Price Bump",01 Nov 2019,"Tesla Model 3 Long Range AWD: range up 4%, price up just 1% ... Tesla started November 2019 with a small change in the Tesla Model 3 offer in the U.S. as the Long..."
Tesla Model Zero And The Tesla Pickup Truck: What's The Connection?,01 Nov 2019,“A car that slots under Model 3 has a goal of making the electric lifestyle accessible to all. The Model Zero strengthens the brand image toward the entry-level...
What Does The Tesla Model 3 Have In Common With A Cheap Toyota Etios?,01 Nov 2019,"“That depends on many test factors, but it usually has 100 μm. Thickness depends on what each carmaker sets as a resistance requirement for the product..."
Tesla and Walmart settle lawsuit over issues concerning solar panel installations,05 Nov 2019,Tesla's lawsuit with American multinational retail giant Walmart has come to a close according to a joint statement made by the two companies.
Tesla Plaid Model S smashes unofficial lap record at Nürburgring by 10 seconds,05 Nov 2019,"Californian carmaker Tesla has been plugging away testing the ""Plaid"" Model S on German test track Nürburgring Nordschleife and has come away with new..."
Tesla Solar Roof tiles are now ready to hit the market,05 Nov 2019,Tesla's Solar Roof is one of the cleverest ideas in the solar panel market right now: instead of selling you bulky but efficient panels to install on your...
"The Cybertruck vs. F-150 comparison isn’t fair, Tesla tells California officials",13 Dec 2019,"One of Tesla's top executives explained the Cybertruck will enter production as a Class 2B truck, while the Ford F-150 falls into the 2A category;..."
Your Tesla could help you get cheaper insurance through data,13 Dec 2019,"A Tesla owner need only share their Tesla Account login credentials with the By Miles app, and the app will automatically read the car's mileage periodically."
"Tesla Cybertruck loved by non-truck owners, less so by truck owners, says survey",13 Dec 2019,"Tesla Cybertruck loved by non-truck owners, less so by truck owners, says survey ... The recently revealed Tesla Cybertruck is running neck-and-neck in popularity..."
"The Week in Tesla News: Holiday Updates, Stock Gets High(er), Cybertruck Competition and the Bionic Tesla Owne",24 Dec 2019,A holiday update from Tesla that provides a glimpse of the full self-driving feature the company is working toward tops our weekly look at Tesla news.
Tesla launches a new in-car music studio as Christmas gift,24 Dec 2019,"In addition to creating a visual masterpiece with the Tesla Sketchpad, you can now make audio masterpieces with TRAX. Simply add some instruments, adjust the..."
New Tesla Cybertruck Competitor Has 600 Horsepower,24 Dec 2019,The Lordstown Endurance electric pickup comes with 600 Tesla-fighting horsepower.
Feds Will Investigate Deadly Tesla Crash in Gardena,31 Dec 2019,Agency spokesman Sean Rushton wouldn't say whether the Tesla Model S was on Autopilot when it crashed on Dec. 29 in Gardena. That system is designed to...
What Lies Ahead For Tesla In 2020?,31 Dec 2019,"Tesla's vehicles already have enough range (and way more than enough performance) to satisfy most buyers, so any increase in battery capacity could translate to..."
2019 Top Stories: Elon Musk Sent Tesla Employees an Email at 1:20 in the Morning and It Taught a Major Lesson in ...,31 Dec 2019,2019 Top Stories: Elon Musk Sent Tesla Employees an Email at 1:20 in the Morning and It Taught a Major Lesson in Emotional Intelligence · Amazon Almost Killed...
NHTSA to probe fatal Tesla crash on I-70,09 Jan 2020,"NHTSA to probe fatal Tesla crash on I-70 ... Jenna Monet, 23, Prescott Valley, Ariz., died on Dec. 29 when the Tesla Model 3 in which she was riding crashed into..."
Fatal Indiana Tesla crash to be investigated by NHTSA,09 Jan 2020,"The National Highway Traffic Safety Administration will investigate a crash on Interstate 70 near Terre Haute, Indiana, that killed a 23-year-old."
Is Tesla Stock the Most Valuable Car Company in America Ever? Not Yet.,09 Jan 2020,"Using inflation data, a dollar at the end of 1955 is worth about $10 today , according to the Bureau of Labor Statistics. Prices, the way economists calculate..."
Sea of Clouds: supply of magnesium alloys to Tesla's first-tier suppliers | Shanghai Non ferrous Metals,10 Jan 2020,Yunhai Metal said it is currently supplying magnesium alloys to Tesla's first-tier suppliers and is also working to strengthen cooperation with Tesla in deep-...
"Tesla Track Mode V2 Release Notes: Third-Party Charging, Bluetooth update included",06 Mar 2020,"To access, press the lightning bolt icon on the bottom of your touchscreen, scroll down and select a Supercharger, Destination Charging or third-party charging..."
What Do The Body Shells Of Ford Mach-E And Tesla Model Y Tell Us?,06 Mar 2020,"The Mach-E body does not present any signs of revolutionary building methods. If we did not know it will be for an electric vehicle, it would look quite..."
I bought the cheapest Tesla Model X ever: $30000 electric SUV,06 Mar 2020,"I bought the cheapest Tesla Model X ever: $30,000 electric SUV ... I bought what is most likely the cheapest Tesla Model X ever – excluding salvaged vehicles..."
Tesla's Next Autopilot Feature? Traffic Light Recognition and Response (Sort Of),03 Apr 2020,"The system uses forward-facing cameras, GPS, and map data to detect traffic lights and stop signs. As the car approaches an intersection with Autopilot engaged,..."
Tesla Model Y’s front impact structure opens doors to a stellar safety rating,03 Apr 2020,The tusk is designed to collapse into the vehicle's longitudinals. This energy will then be transferred to the now-thicker front end rail in the event of a...
Tesla Model Y underbody shows zero compromises in safety and innovation,03 Apr 2020,Immediately noticeable from the Model Y's underbody was the flexible corrugated wrap Tesla used for the vehicle's 12V wires. Munro noted that the use of...
Mercedes-Benz to rival Tesla “Plaid” drivetrain with AMG flagship electric EQS,07 Apr 2020,"Another “official” source has also said that in line with Mercedes' 'Electric First' plans, an all-electric AMG drivetrain seeks to challenge the souped-up tri-..."
Mercedes-AMG Reportedly Doing a High-Performance EQS EV to Fight Tesla's Model S,07 Apr 2020,"Would you buy the electric AMG instead of the Tesla, or is that just ludicrous?"
Tesla Model Y Deep Dive Reveals A Much Better Engineered Car Than The Model 3,07 Apr 2020,"After looking at the Model Y and talking with Munro experts, I'm convinced that the Y is much improved from the Model 3 on which it is based. · The Rear Part Of..."
Here's How to Put A Bigger Motor Into A Tesla Model S 75D,22 Apr 2020,"How Do You Put a Bigger Motor in a Tesla Model S? For the conversion, Rich needed a donor vehicle for the parts. So, he picked up a Model S 100D at an auction..."
Tesla Cybertruck Will Be Smaller Than The Concept And Able To Float,22 Apr 2020,"Tesla Cybertruck will be smaller than the concept and able to float, says Elon Musk. Tesla CEO Elon Musk has shared more details about the electric carmaker's..."
Only Tesla Model X Owners Know About These Features,22 Apr 2020,"Tesla Model X owners know the secret to turn the car on, and it's actually rather simple. With the key in the car, simply press and hold on the brake pedal. The..."
Jrzy_M3P 2020 Tesla Model 3 Performance Build,03 Jun 2020,Hey everyone! I wanted to share with y'all the build of my Model 3. I have a more detailed journey of pictures on my IG: Jrzy_M3P so feel free to check...
"10 Biggest News Stories of the Week: Tesla Pricing Cuts in Front of Audi Q7, Acura TLX",03 Jun 2020,"No doubt at least some of those readers were disappointed to learn that, even after the $5,000 discount, the cheapest Model S and Model X would still cost them..."
"Real UFO History: Einstein, Tesla, Edison, and Marconi on Radio Signals from Aliens",03 Jun 2020,"Real UFO History: Einstein, Tesla, Edison, and Marconi on Radio Signals from Aliens. The Vast of Night features an alien radio signal mystery, not too..."
Tesla's Breakneck Rise Is Making Employees Rich,07 Jul 2020,"Elon Musk: chief executive billionaire. No one at Tesla is getting richer than CEO Elon Musk, who is deep into a rare entrepreneurial run. His latest disclosure..."
Tesla Solar Panels and Roof: Pricing and how to buy,07 Jul 2020,Tesla solar panel and solar roof: everything you need to know about pricing and availability of Tesla's solar products and more.
"Tesla Park should be open to Bay Area walkers, not vehicles",07 Jul 2020,The state parks department can re-designate Tesla as a non-motorized park and preserve. This decision would solve two problems at once: The department could end...
Is Tesla's share price surge an opportunity to sell?,08 Jul 2020,"That certainly applied to the brilliant Serbian-American electrical engineer Nikola Tesla, famous for his pioneering work on the alternating current (AC)..."
Tesla stock is a gigantic bubble on the verge of exploding: strategist,08 Jul 2020,"Tesla stock is a gigantic bubble on the verge of exploding: strategist ... The insane run in Tesla's stock (TSLA) could be at risk of being short-circuited soon,..."
Tesla Scores Another Victory in Virginia and Deals a Blow to Representational Standing,08 Jul 2020,"On March 3, 2020, the Virginia Court of Appeals ruled that the Virginia Automobile Dealer Association (VADA) lacked standing to appeal a determination by the..."
"Tesla's Patents, Einstein's Letters and an Enigma Machine Are Up for Auction",10 Jul 2020,"Tesla's Patents, Einstein's Letters and an Enigma Machine Are Up for Auction ... Famous scientists are often viewed only in the context of their work. But..."
Tesla and Nikola’s Race to the First Electric Pickup Truck Has a Hot New Rival,10 Jul 2020,"Amazon-backed EV startup Rivian could be the first company to deliver an electric pickup truck early 2021, far ahead of other competitors."
Elon Musk just surged past Warren Buffett on the list of the world’s richest people,10 Jul 2020,"After Tesla's stock (TSLA) jumped 11%, Elon Musk's net worth hit $70.5 billion and he passed Warren Buffett on the list of the world's richest people."
Autonomous cars: five reasons they still aren't on our roads,30 Jul 2020,"Elon Musk thinks his company Tesla will have fully autonomous cars ready by the end of 2020. “There are no fundamental challenges remaining,” he said..."
Panasonic To Boost Energy Density Of Batteries For Tesla By 20%,30 Jul 2020,"According to an exclusive Reuters' report, Panasonic aims to increase the energy density of lithium-ion batteries supplied for Tesla by 20% in 5 years."
Tesla Texas Gigafactory's Massive Size Shown In Scale Comparison,30 Jul 2020,"When Gigafactory Nevada was being constructed, it was planned to be the world's largest building. Now it appears Tesla Inc's (NASDAQ: TSLA) newest factory..."
Tesla Ditches Robots for World's Largest Casting Machine,15 Sep 2020,"Instead, molten aluminum will be injected into the Gigapress, molded, and removed by robots — effectively allowing Tesla to bypass the riveting and gluing that..."
VW comes after Tesla with detailed ID.4 and Model Y comparison,15 Sep 2020,"VW also points out that the ID.4 is 17 cm (6.6 inches) shorter than the Model Y and yet, they claim an extra 6 cm (2.3 inches) of interior space."
Tesla releases new software update enabling Autopilot to stay in passing lane if you want,15 Sep 2020,"“While Navigate on Autopilot is activated, your car can now remain in the passing lane. To adjust your passing lane preference, tap Controls > Autopilot >..."
Tesla Model 3’s 2020 sales are greater than the next five EVs combined,01 Oct 2020,"Tesla will make about 500,000 vehicles in 2020 but 2021 will see over 50% growth. It should be between 800,000 to 1,000,000 depending on how soon Berlin and..."
Is Tesla's Share Price Bonkers?,01 Oct 2020,"So, the stock price is not entirely crazy. But neither is it compelling. Morningstar's Tesla analyst, David Whiston, assigns the company's shares a fair value..."
Global EV sales: Tesla Model 3 outsells next five most popular electric cars combined,01 Oct 2020,Tesla has sold more Model 3 electric sedans worldwide in 2020 than the next five most popular all-electric cars combined.
Just How Much of a “Breakthrough” is Tesla's Tabless Battery Cell? - News,07 Oct 2020,"With the tabless design, the whole edge of the electrode is responsible for current (and heat) transfer. Heat transfer occurs through an area as large as the..."
Instant Tesla convertible,07 Oct 2020,A new Tesla Model Y is said to have lost its entire glass roof on its first journey after delivery – a short video of which has appeared on social media.
"Tesla Car Prices In 2020: How Much Model S, 3, X, & Y Cost",07 Oct 2020,"The standard model currently sits at a purchase price of $49,900, but even as a larger vehicle (room for seven with an additional $3,000 option) the Model Y..."
SpaceX 'Starman' zooms past Mars in Elon Musk's Tesla,09 Oct 2020,"SpaceX's mannequin, aptly dubbed ""Starman,"" whizzed past Mars on Musk's Tesla Roadster this past Wednesday."
Tesla electric motors to soon power V8 muscle cars with this new crate motor,09 Oct 2020,Ready for a Tesla drive in your V8 muscle car? We have you covered. Our new Revolt Tesla crate motor mounts to your small block motor mounts and attaches...
UPDATE: Tesla Making Notable Updates To Model 3: Center Console Revealed,09 Oct 2020,"We sometimes hear about Tesla making changes to models overseas, but many times those changes don't make it to our shores. According to Teslarati, the China-..."
"Rivian R1T and R1S: price, specs, release date for the Tesla Cybertruck competitor",12 Nov 2020,"Rivian R1T and R1S: price and release date · A $75,000 Launch edition will start deliveries in June 2021 for the United States, and November 2021 for Canada."
"BMW iX electric SUV revealed, to rival Tesla Model X",12 Nov 2020,The BMW iX will be powered by BMW's fifth-gen electric engine making over 500 PS of power and would complete 0 to 100 kmph sprint in less than 5 seconds.
"Of all the cars he's owned, Dave Grohl deems Tesla as the worst",12 Nov 2020,"Where most of us would cite a shitbox, early-90s Corolla, the worst car Dave Grohl has owned is the not-so-humble, modern day Tesla."
Tesla Cybertruck Hot Wheels toy ships late—just like real Tesla cars,17 Dec 2020,"The Cybertruck is scheduled to ship in late 2021, after Tesla completes work on its new factory in Austin. That means the Roadster likely won't ship before 2022..."
Why the ID5 is VW's true rival to the Tesla Model Y,17 Dec 2020,"Why the ID5 is VW's true rival to the Tesla Model Y · The ID5's streamlined design should improve aerodynamics, resulting in a drag coefficient that is closer..."
Spokane Police Will Be Forced To Buy 4 Tesla Model Y Vehicles,17 Dec 2020,"The Spokane Police Department will buy four Tesla Model Y vehicles as per the city council's orders. Despite the advice of city officials, the council voted..."
"How to Buy, Sell and Short Tesla Shares in the UK",05 Jan 2021,"Learn about Tesla, the basics of trading its stocks and how to analyse Tesla shares through fundamental analysis."
Tesla Model Y deliveries in China moved to Q2 2021 amid influx of orders,05 Jan 2021,It appears that the influx of orders for the Made-in-China Tesla Model Y is not abating anytime soon. Based on recent updates to Tesla China's online...
"Tesla charging stations coming to Haifa, Eilat, Be'er Sheva, and Tel Aviv | Ctech",05 Jan 2021,"The U.S. electric car manufacturer will be building charging stations for Tesla vehicles in Tel Aviv and Haifa, with ones coming to Eilat and Be'er Sheva..."
Tesla founder Elon Musk is now the world's richest human,07 Jan 2021,"Back in 2018, Elon Musk negotiated a controversial pay package (pdf). The Tesla CEO agreed to receive no salary or bonuses in exchange for a purely..."
Tesla chief Elon Musk passes Jeff Bezos to become world's richest person,07 Jan 2021,"Tesla chief Elon Musk has become the richest person in the world, with a net worth of more than $185bn."
Tesla Model 3 the UK's best-selling car overall in December 2020,07 Jan 2021,"In December 2020, PEVs made up 23.4% of the market share. And the Tesla Model 3 was the UK's best selling auto overall, at 5798 vehicles."
Electric car grant removed from most expensive models to end'Tesla subsidy',18 Mar 2021,"Electric cars costing more than £35000 are no longer eligible for the plug-in car grant, as the government takes aim at the wealthiest buyers of zero..."
Tesla to shut down final assembly plant in Tilburg following Model S/X refresh,18 Mar 2021,"Tesla to shut down final assembly plant in Tilburg following Model S/X refresh ... Tesla is shutting down its assembly plant in Tilburg, the Netherlands, where..."
Today's Tesla-Led Green Boom Rose From Solyndra's Ashes,18 Mar 2021,"America's new corporate darling, Tesla, bulked up on billions in government subsidies — including some of the same guarantees that helped Solyndra. And..."
Tesla Stock: Why ARK's Use Of Wright's Law Is So Wrong (NASDAQ:TSLA),26 Mar 2021,"Pioneered by Theodore Wright in 1936, Wright's Law provides a reliable framework for forecasting cost declines as a function of cumulative production."
Tesla gets ready to add new Model Y version after certifying Long Range RWD,26 Mar 2021,"On the document, it says that the Long Range Model Y with rear-wheel-drive has a driving range of 470 miles (756km).By comparison, the latest certifications of..."
"Tesla’s touchscreen-based gear selector for the new Model S is legal, confirms NHTSA",26 Mar 2021,"Tesla's touchscreen-based gear selector for the new Model S is legal, confirms NHTSA ... It appears that Tesla's touchscreen-based gear selector system for the..."
"Tesla leads global EV market again, tripling sales and beating Wuling Mini",01 Apr 2021,Tesla continues to lead the global EV market with sales of its Model 3 and Model Y and is expected to report record Q1 sales in coming days.
SolarCity: Overview And News for Tesla's Solar Business,01 Apr 2021,"An overview of SolarCity. Founded in 2006 by Peter and Lyndon Rive, SolarCity was once the leading residential solar installation company in the U.S. SolarCity..."
Here's How Jalopnik Will Describe Tesla's 'Full Self-Driving' From Now On,01 Apr 2021,Usually I send out any changes to the Jalopnik style guide in an email with the subject line “Copy Diktat.” But today I'm going to post it on the site so as...
Ghosted by Tesla: solar roof customers describe nightmare customer service,21 May 2021,"Ghosted by Tesla: Customers say Tesla's ultrasleek, expensive Solar Roofs and panels come with nightmare customer service, often leaving them with unanswered..."
Musk Claims Tesla Roadster SpaceX Will Do 0-60 MPH In 1.1 Seconds,21 May 2021,Elon Musk claims the Tesla Roadster will be able to hit 60 miles per hour in 1.1 seconds with the optional SpaceX rocket thruster package.
UPDATE: Did Tesla Stop Taking Orders For Model S Plaid+?,21 May 2021,"***UPDATE: We've been informed that an mail from Tesla to its stores yesterday advised that Plaid+ is ""no longer an option for ordering,"" due to ""long lead..."
Tesla's new yoke steering wheel looks super awkward to use in first drives,15 Jun 2021,Tesla's new yoke steering wheel looks super awkward to use in first drives ... We're starting to see more people get behind the wheel of Tesla's new Model S Plaid...
Tesla to take over Trafford Centre car park,15 Jun 2021,Tesla is to relocate its existing delivery hub at Manchester Airport to the Trafford Centre. The airport site is required for use as a car park once more as...
Elon Musk elaborates on Tesla's new electric motor,15 Jun 2021,"In a new series of tweets yesterday, the CEO elaborated on that machine: ""Fiber is wound over rotor at high tension load. Machine to do this was made by Tesla..."
"Tesla Cybertruck production pushed back to 2022, Australian future unclear",11 Aug 2021,"Production of the Tesla Cybertruck has been pushed back to 2022, according to the brand's online configurator."
"Tesla Only Recently Finalized The Cybertruck's Design, Dimensions",11 Aug 2021,"As it turns out, this delay may be have been caused by the fact that company engineers and designers have only recently finalized the electric truck's styling..."
Tesla Model S Plaid Vs Porsche Taycan Turbo S: Road Course Battle,11 Aug 2021,"Fast-forward to the present and now the Model S Plaid holds plenty of speed titles, and we know it can outrun the Taycan Turbo S at the drag strip. However, a..."
Victims of East Germany dictatorship slam $9.5 million Tesla subsidy,13 Aug 2021,"Victims said the funds allocated to Tesla's Berlin ""Gigafactory"" could instead be used to build schools, memorials, or elderly care homes."
Tesla Re-Enables Supercharging For Salvaged Vehicles,13 Aug 2021,"In an attempt to discourage people from buying salvaged Tesla models, repairing them, and returning them back to the roads, Tesla disabled all Supercharging..."
US: Tesla Model 3 Standard Range+ Sold Out For 2021,13 Aug 2021,"The estimated delivery time of the newly ordered Tesla Model 3 Standard Range Plus is now January 2022, according to Tesla's online configurator."
Older Tesla Cars Get Faster Performance Thanks To Legendary Video Game Designer John Carmack,25 Aug 2021,Now he is helping Tesla breathe new life in some of their older vehicles. Elon Musk actually tried to hire Carmack in the past and finally he managed to get the...
Hidden Costs People Should Know About The Tesla Model Y,25 Aug 2021,"$1,200 Or More On Tires Each Year ... Lee has only done 11,000 miles on the Tesla Model Y, and it's just under a year old. Of course, it came with brand-new tires..."
Find Out Why Ford's BlueCruise Is No Match For Tesla's Autopilot,25 Aug 2021,Bluecruise does not match up to Basic AP. Bluecruise is the hands-free feature on top of the standard equipment Co-Pilot360 Assist 2.0 which offers the same...
Tesla ordered to pay nearly $137M to Black former worker who claimed racial abuse,05 Oct 2021,Tesla Inc. must pay nearly $137 million to a Black former worker who said he suffered racial abuse at the electric carmaker's San Francisco Bay Area...
Tesla must pay $137 million in discrimination lawsuit,05 Oct 2021,Tesla has been ordered to pay $137 million in damages to a former Black worker who accused the company of ignoring discrimination and racial abuse.
Tesla told to pay $137M to ex-worker who said he faced racist abuse,05 Oct 2021,"Owen Diaz, who contracted at Tesla's Fremont, California, factory as an elevator operator, said colleagues told him to ""go back to Africa,"" per CNBC."
Tesla Auto Insurance Expanding into Texas This Week,11 Oct 2021,"Redpoint will underwrite Tesla's Texas insurance program, which will be distributed through the Tesla Insurance Services of Texas Inc. (Tesla), an MGA formerly..."
"Tesla's Spending on R&D and Marketing, Compared to Other Automakers",11 Oct 2021,"How much does Tesla spend on a per car basis on innovation and marketing, compared to more traditional automakers?"
"Tesla took 12 years to build 100,000 cars. China's Xpeng and Nio took about half that time",11 Oct 2021,"Tesla took 12 years to build 100,000 cars. China's Xpeng and Nio took about half that time · U.S.-listed start-up Xpeng said Monday it has produced 100,000 cars..."
Watch A Professional Car Detailer Explain How Teslas Are Poorly Built,12 Oct 2021,"From inconsistent build quality to skimping on the paint job, the video points out various instances that call the quality assurance of Tesla into question."
China: MIC Tesla Sales Surge To New Record In September 2021,12 Oct 2021,Tesla's has overall sales/export of Made-in-China (MIC) Model 3/Model Y in September once again surged to a new all-time high.
Tesla to expand presence in Palo Alto despite HQ move to Texas -source,12 Oct 2021,"Tesla Inc has agreed to lease office space from HP Inc near the electric carmaker's current headquarters in Palo Alto, California, a person familiar with..."
Longest-range electric vehicles (EVs) you can buy in 2021,15 Oct 2021,A breakdown of electric vehicles that will provide consumers the longest range per single charge based on what EVs are available in 2021.
"Volkswagen Group BEV delivery numbers still a year behind Tesla, but gaining fast at 138% YOY",15 Oct 2021,"Following the release of its Q3 results, Volkswagen Group's BEV deliveries are up 109% compared to last year, gaining ground on Tesla."
Tesla removes Cybertruck specs and prices from its website,15 Oct 2021,"Tesla removes Cybertruck specs and prices from its website · Single Motor RWD with 250+ miles of range, 0-60 moh in 6.5 seconds, top speed of 110 mph, and..."
Volkswagen CEO demands 'revolution' to tackle Tesla,04 Nov 2021,"Volkswagen CEO Herbert Diess told employees at the German carmaker on Thursday to prepare for the ""revolution"" needed to take on electric car pioneer Tesla..."
Volkswagen CEO faces German workers as Tesla tensions flare again,04 Nov 2021,Volkswagen CEO Herbert Diess sought to defuse a clash over the pace of reforms he thinks are needed to keep up with the likes of Tesla by addressing...
Tesla's Breakneck Rally Opens Biggest-Ever Chasm With Analysts,04 Nov 2021,The breathless rally in Tesla Inc. has now created the stock's biggest-ever spread over Wall Street analysts' average price target for the shares.
Why Tesla Stock Soared Even Higher This Week,05 Nov 2021,What happened. Shares of electric car maker Tesla (TSLA -1.43%) continued their sharp trend upward this week. The stock rose as much as 11.1% during the week...
Tesla (TSLA) Stumps US Regulators With Over-the-Air Software Updates,05 Nov 2021,"In September, Tesla beamed an over-the-air software update to its vehicles aimed at improving how its driver-assistance system Autopilot identifies stopped..."
"Tesla Stock Is Overvalued by $1 Trillion, Analyst Says. We Looked at the Math.",05 Nov 2021,"Tesla Stock Is Overvalued by $1 Trillion, Analyst Says. We Looked at the Math. ... Tesla 's market capitalization recently moved well past $1 trillion, but the..."
Tesla Adds $144 Billion to Market Value After Record Deliveries,03 Jan 2022,The $144 billion in market value that Tesla added on Monday is the equivalent of an entire Honeywell International Inc. or Starbucks Corp. It's also more than...
Tesla's bumper delivery numbers charge up shares,03 Jan 2022,"Tesla Inc's shares started the year with stellar gains after the electric carmaker reported record deliveries for the fourth quarter, allaying fears of..."
