Headlines,Dates,Descriptions
Tesla Roadster getting 400-mile battery upgrade,14 Aug 2014,Tesla CEO Elon Musk says the Roadster will get a new battery upgrade by the end of 2014.
Jan ”Flash” Nilson completes first test at Karlskoga,20 Aug 2014,The double STCC champion completed a full day of testing at Karlskoga behind the wheel of Team Tidö's third Saab 9-3. ”It was clear that Jan enjoyed driving...
2015 Honda Accord holds price on exceptional standard features value,20 Aug 2014,"With less than a $200 price increase over 2014, Honda takes America's best selling car to new heights for 2015. Torque News takes a closer look."
The zodiac is the key to unlocking tech's greatest feuds,20 Aug 2014,"Thomas Edison was an Aquarius, born in the Week of Acceptance; Nikola Tesla was a Cancer, born in the Week of the Unconventional — no wonder the two..."
"Saleen's Tesla Model S–based FourSixteen EV Makes Sounds—Good, High-Pitched, Jet-Like Ones [w/ Video!]",11 Sep 2014,"Recently, Saleen Automotive announced it is juicing Tesla's Model S EV to create the FourSixteen sport sedan. Although Saleen's charged-up Tesla doesn't get a..."
Tesla iOS & Android app updated ahead of car's 6.0 firmware,11 Sep 2014,Tesla iOS & Android app updated ahead of car's 6.0 firmware ... Good news and bad news for Tesla Model S owners: the iOS and Android apps have been updated to...
MACAU DAILY TIMES 澳門每日時報Nevada bets USD1.3b on Tesla to push economy beyond gaming,11 Sep 2014,"Nevada casinos, the state's largest industry, took in USD11.2 billion in the year that ended in July. Now lawmakers must decide whether to wager as much as..."
Interview with Brian Wheat (Bass) (Tesla)Interview with Brian Wheat (Bass) (Tesla) - Your Online Magazine for Hard ...,07 Nov 2014,"Your Online Magazine for Hard Rock and Heavy Metal – reviews of the latest albums, live performances, and music festivals and much more!!!"
Bay Area's Coal Mining History at the Black Diamond Mines Regional Preserve,07 Nov 2014,"One-third of the world's energy use relies on the greenhouse gas-producing coal, and the United Nations released a sobering report last week about its..."
"AFM 2014 Promo Posters for IRON SKY 2, LAVALANTULA, and More",07 Nov 2014,"With the 2014 American Film Market underway, new promo posters have been released for Iron Sky 2, Lavalantula, Everything Carries Me to You, and Tomorrow."
Analyst sees beginning of the end for oil,28 Nov 2014,"""OPEC, like Rockefeller, ultimately damned itself,"" writes Wolfe Research's Paul Sankey."
Toyota Owner Loves Van Halen so Much He Painted the Car Like the Guitar,28 Nov 2014,A Van Halen fan decided to refresh his newly bought Toyota truck through an unique paint job. He covered his car in the same scheme of Eddie's guitar for...
Dr. Teak expands from California to South Florida,28 Nov 2014,"Dr. Teak, a California company that refinishes high-end outdoor furniture, has expanded into South Florida. The 10-year-old business opened its first East..."
"See Tesla Motors' sleek new Lyndhurst service center, showroom (photo gallery)",04 Dec 2014,Tesla Motors opened its first dual showroom and service center in Ohio in Lyndhurst recently. Check out photos of the facility and the Model S electric car.
Commentary: Let's make Texas friendly for auto consumers,04 Dec 2014,"Since introducing its revolutionary electric cars several years ago, Tesla Motors has been fighting for the right to sell its cars directly to consumers."
Revozport ready for Tesla Model S with R-Zentric line of mods [w/video],04 Dec 2014,Revozport offers carbon customization kits for souped-up Tesla Model S sedans.
That Whole BMW-Tesla Technology Partnership Talk Was Vaporware,05 Dec 2014,"Late last month, a few hints were dropped by none other than Tesla CEO Elon Musk regarding the possibility of a technical partnership with BMW."
Tesla Model S leads the pack in customer satisfaction. Again.,05 Dec 2014,"Of the 280 models included in the survey, the average satisfaction rate was above 70 percent, and only four vehicles had less than 50 percent of owners say they..."
"Fuel Cells A Long Way From Mainstream, Despite Toyota Launch",05 Dec 2014,"You would think that when an automotive giant like Toyota declared its fuel cell car ready for prime time, questions about hydrogen technology had been laid..."
Tesla Gigafactory For Electric-Car Batteries: Site Work Continues (Photos),07 Jan 2015,"Last September, Nevada governor Brian Sandoval signed a bill granting various tax breaks and incentives to Tesla Motors for construction of its massive..."
Winter Quirks with Tesla’s Cruise Control System,07 Jan 2015,"Tesla Model S cruise control ineffective when regenerative braking is limited due to cold weather conditions. In the image above, I had cruise control set at..."
Los Gatos: Is Tesla coming to town?,07 Jan 2015,"The proposed project at 201-225 Los Gatos-Saratoga Road includes the property now occupied by the PostalMate store, a liquor store, the former SV Home real..."
Auto Mafia: State Bans On Tesla Sales Expose Monopolistic Nature Of Franchise Laws,21 Jan 2015,"Once seen as the wheels of choice for the environmentally conscious or the socially pretentious, Tesla Motors is shifting in major ways the conversation..."
"Low gas prices, incentives change math for electric cars",21 Jan 2015,Drivers trying to calculate whether it's practical to own an electric car are facing a new math.
Tesla Model S Charging Costs in Australia,21 Jan 2015,More than 2 years after the it first went on sale in the US the Model S arrived in Australia in late December 2014. As an early owner of the Model S the car...
"Tesla's Firmware 6.2 Increases Model S P85D Top Speed, Lowers 0-60 MPH Sprint Time",14 Apr 2015,"Besides slaying range anxiety, Tesla Motors Firmware 6.2 update comes with two Easter eggs, but only for those who own a Model S P85D."
Tesla plans to pay $25 an hour at Gigafactory,14 Apr 2015,"Tesla Motors plans to pay an average hourly wage of $25 at its huge battery factory under construction near Reno, Nev., the head of the Economic Development..."
Record-breaking Tesla coil lights up Differdange,14 Apr 2015,"A Tesla coil in Differdange is thought by scientists to be a record-breaking piece of machinery, generating voltages above 1.7MV, more than the Guinness..."
Tesla Model S Gets A New Tuned Look From Larte Design,16 Apr 2015,German tuners Larte Design unveiled their new Enigma styling kit for the Tesla Model S at the 2015 TOP Marques show in Monaco today. Available soon for.
"Funny SpaceX Parody Features Tesla Model S, Dancing Elon Musk",16 Apr 2015,"Funny SpaceX Parody Features Tesla Model S, Dancing Elon Musk ... We have to admit, from PayPal to Tesla and SpaceX, Elon Musk has a pretty effervescent life."
Tesla Motors opens charging station at Mobile's Bel Air Mall - al.com,16 Apr 2015,"Tesla Motors, the California-based electric car maker, plans to open one of its free charging stations in Mobile this week. Installing the machine is a part..."
Musk needed a Tesla saviour and his search led to Google,28 Apr 2015,"ON MAY 8 2013, Tesla Motors shocked just about everyone by posting its first quarterly profit, reporting higher-than-expected demand for its Model S..."
Cedric The Entertainer tells Conan about taking Stevie Wonder for a Tesla ride,28 Apr 2015,"What happens when you combine a comedian, a blind, piano-playing singer and a Tesla Model S? Well, watch this clip from Conan to find out."
2014 fuel price turbulence didn’t pull the plug on EVs,28 Apr 2015,"April 28, 2015 | By: Zifei Yang and Uwe Tietge. Among the biggest stories of 2014 was the crash in global oil prices. Just when it looked like the world had..."
Interview: Finn Peacock talks solar battery storage in Australia (and more),07 Jul 2015,It's been a big year for news on solar battery storage in Australia with the release of Tesla's Powerwall onto the market. Finn Peacock talks this and more.
Elon Musk Offers Ten Million Dollars to Keep AI Under Control,07 Jul 2015,"Elon Musk, the mastermind behind Tesla Motors, SpaceX and Hyperloop, will offer $10 million in grants to fund 37 research projects dedicated to keeping."
Volkswagen Promises Battery Breakthrough for Electric Cars (And a Weird Little Scooter),07 Jul 2015,"The next generation e-Golf won't outrange a Tesla Model S, but it may be so cheap that it won't matter."
Fully Charged Host Robert Llewellyn Buys a Tesla Model S,08 Jul 2015,"Fully Charged is an interesting show about Electric Vehicles on YouTube. The host, Robert Llewellyn, recently bought a Tesla Model S."
"Tesla, CarMax, and Harley Davidson Under Analysts' Watch",08 Jul 2015,"In Wednesday's Analysts' Actions, TheStreet highlights an upbeat note on CarMax (KMX) along with a couple of downgrades on Harley-Davidson (HOG) and Tesla..."
Elon Musk believes the Model X will double Tesla's sales,08 Jul 2015,Tesla CEO Elon Musk believes its upcoming Model X crossover will be able to double the...
Who Is Elon Musk Competing With?,10 Jul 2015,Who is Elon Musk competing with? This question was originally answered on Quora by Jonathan Weinberg.
Tesla Motors to offer test drive experience through wine country,10 Jul 2015,"Alta Colina is teaming-up with Tesla Motors for a unique driving experience on Saturday, July 18. From 10 a.m. to 4 p.m. guests who have pre-registered will..."
IBM SoftLayer Cloud Adds Supercomputing Power with NVIDIA Tesla K80 Accelerators,10 Jul 2015,IBM SoftLayer Cloud Adds Supercomputing Power with NVIDIA Tesla K80 Accelerators ... IBM began offering NVIDIA Tesla K80 dual-GPU accelerators on SoftLayer cloud...
"Texas isn’t open for Tesla’s direct auto sales, Abbott says",16 Jul 2015,Tesla has been working to roll back state laws across the U.S. to allow the company to sell its $100000 vehicle without a traditional dealership.
One in three new cars sold in Norway is an electric vehicle,16 Jul 2015,"Meanwhile, the US registered the greatest number of EVs in Q1 2015—almost 15000."
Tesla Gigafactory could be biggest building in the world,16 Jul 2015,Massive expansion plans for the Gigafactory that Tesla is still building in the Nevada desert could make it the largest building in the world by any metric.
2018 Audi Q6: C-BEV Concept previews Audi's Tesla Model X rival,30 Jul 2015,The Audi C-BEV Concept will debut at the 2015 Frankfurt Motor Show previewing an electric Audi Q6 with which Audi will take the fight to the Tesla Model X.
Is There Really a $1000 Discount on the Tesla Model S?,30 Jul 2015,Tesla is making waves with an unusual viral marketing campaign offering $1000 referral discounts on the Model S. The offers are an effort to generate.
How to be as successful as Elon Musk,30 Jul 2015,"Justine Musk, the first wife of billionaire Elon Musk, knows a lot about extreme success — her ex-husband is a founder of PayPal and the CEO of Tesla and..."
Battersea Power Station's chimneys may be turned into giant Tesla coils,03 Aug 2015,The largest Tesla coils in the world so far are about 100ft tall – these would be 300ft. They would be partly powered by visitors walking on a piezoelectric...
Tesla chooses Solera for collision software services,03 Aug 2015,Tesla chooses Solera for collision software services ... Solera's collision estimating and customer communication platforms are now the sole choice of Tesla...
Lionel Richie's Black on Black Tesla Model S by T Sportline,03 Aug 2015,"T Sportline is the world's first electric car accessory tuner, specifically focusing on the Tesla cars. The company is run by a group of automobile."
2016 Tesla Model S dual-motor range launches in Australia: P85D with 'Ludicrous Mode' headline,11 Aug 2015,"Starting from $157,000, the flagship four-wheel-drive variant splits the dual-motor's power, with 375kW going to the rear wheels and 192kW to the fronts. While..."
Mark Twain and his eccentric scientist friend,11 Aug 2015,"Clockwise from top left: Milutin Tesla was a mathematics professor and orthodox priest in Croatia. His son, Nikola Tesla, in Croatia."
One lucky Tesla owner is getting 10 grand and a very special free Model X,11 Aug 2015,"Bjorn Nyland, a Tesla Model S owner and YouTube personality from Norway, tweeted at Musk notifying him of the 10 referrals. Musk replied in a subsequent..."
Luxury carmaker Fisker revved up for revival,12 Aug 2015,Fisker Automotive is back in business. The luxury car company will establish Southern California's first new car manufacturing plant in more than two...
"With New E-Bikes, 112-Year-Old Ford Is Thinking Like A Startup",12 Aug 2015,The auto industry is changing quickly and Ford is taking a page out of Elon Musk's book and thinking like a startup so they can keep up.
"2016 Scion FR-S, Tesla In Virginia, Hyundai Vision G Concept: What’s New @ The Car",12 Aug 2015,"From The Car Connection: 2016 Scion FR-S Review The Scion FR-S has a nimble and fun to drive spirit, with just enough of the modern conveniences,..."
"Tesla Online Shop Opens for Japan, You Can Buy Anything from T-Shirts to Chargers",14 Aug 2015,"Tesla has a new online shop but this time, their merchandising efforts are directed to the Asian market, namely the Japanese one."
Tesla sets stock offering price at $242 per share,14 Aug 2015,Shares of Tesla are up $1.99 to $244.50 in premarket trading. Related for Subscribers. Analysts:...
Has Larte Design Made The Tesla Model S Look Like A True Supercar?,14 Aug 2015,The Tesla Model S has been a raving success. Everyone wants to try it out and experience what supercar-like acceleration feels like in an EV.
[Video] Deep Blue Model X Seen with Transport Plastic Wrap,18 Aug 2015,Video of latest Tesla Model X sighting shows never-before-seen deep blue color and protective plastic transportation wrap.
How Elon Musk (probably) spends his vacations,18 Aug 2015,"When your day job involves trying to send 1,000,000 people to Mars, even your downtime activities skew ludicrous. SpaceX and Tesla CEO Elon Musk knows how..."
Aston Martin to take on Tesla with electric supersedan,18 Aug 2015,"High tech Tesla will soon be facing competition from an unlikely source. Aston Martin, founded in 1913 and still specializing in handcrafted machines..."
"Driver blows past Tesla's mileage rating, cruising 452 miles on one charge",26 Aug 2015,"Bjørn Nyland nearly doubled the expected mileage for a Tesla Model S. Mr. Nyland used ""hypermiling"" techniques, such as driving at slow speeds and coasting..."
2015 Tesla Model S P85D Review - Drive,26 Aug 2015,"Tesla claims the Model S P85D can run up to 491km on a fill, but buyers can increase that range by six per cent (to about 520km) by opting for the P90D model."
You Can Now Buy a Pre-Owned Model S at Tesla's First Dedicated Facility,26 Aug 2015,"There are many ways you can buy a new Tesla Model S, but when it comes to the pre-owned EVs things are not that easy. That is about to change though."
Chevy Silverado Burnout Winner with a Mistake,09 Sep 2015,This is an amazing Chevy Silverado Burnout. It's like supercharged. Dylan Stapelton won this burnout competition in April of 2015 in Virginia.
Elon Musk's Net Worth Is More Than The GDP Of Nicaragua — & 54 Other Countries,09 Sep 2015,"Tesla Motors and SpaceX CEO Elon Musk is a 44-year-old, South-African-born Silicon Valley star who also co-founded Zip2 and PayPal, and is known for..."
Mansory Tesla Model S is Surprisingly Subtle,09 Sep 2015,Mansory has unveiled its version of the Tesla Model S and it's surprisingly not as extreme as previous Mansory products. See the Mansory Tesla Model S here.
Companies Elon Musk has invested in,22 Sep 2015,"Elon Musk is worth $13.1 billion as of September 2015, but allegedly doesn't believe in the word ""business."" Advertisement. The tech entrepreneur, born in..."
Renovo's coupe recently seen going through testings at the Mazda Raceway,22 Sep 2015,"It has been a while since we've heard of Renovo Motors, the all-electric supercar maker backed by the deep-pocket VC firm True Ventures, but we hear that..."
"Apple Electric Car Is ""Committed Project,"" To Ship In 2019: Report",22 Sep 2015,Apple is reportedly speeding up its electric-car project.
"Renault Zoe sales are up 132% in France, giving more weight to the battery pack leasing model",24 Sep 2015,"Renault's all-electric compact, the Zoe, is the best-selling EV in France and still growing. Based on registration data gathered in the past 2 years,..."
Gallery: Tesla's P90D acceleration moves from 'Insane' to 'Ludicrous',24 Sep 2015,"At 65 mph on a 70-degree day, the P85D with 19-inch wheels can travel up to 285 miles on a single charge. The mileage sinks to 271 with 21-inch wheels."
Top Tesla Twitter Accounts You Should Follow to Get Early Warning on Stock Movements,24 Sep 2015,Want to know who are some of the best financial Tweeters trading Tesla (TSLA)?
Porsche Mission E: All-electric sports car to go on sale by 2020,08 Dec 2015,Mission E concept will become an all-electric sports car ready for mass production by end of decade.
Careers at Tesla: The Ups and Downs of Making 'Sexy Zero-Emission Cars',08 Dec 2015,"Working at Tesla Motors, the electronic car company started by Elon Musk — a science icon who's been compared to Iron Man on more than one occasion — isn't..."
"Tesla Adding 1,656 Employees Worldwide",08 Dec 2015,"As of Monday, December 7, there are 1,656 job openings listed on the Tesla website. Some are for radar engineers, a manager for Tesla's newest service..."
Watch the World's First Mind-Controlled Car in Action,09 Dec 2015,"When automobiles giant like Nissan, Toyota and Tesla are focusing on self-driving smart cars, Chinese researchers have taken the future of automotive car..."
Tesla launches in Mexico and hires former Google communication manager to lead marketing in country,09 Dec 2015,Blanco recently updated his LinkedIn profile to “Communications and Marketing Manager” at Tesla in Mexico. He was “Brand & Communications Senior Manager” for...
Car Safety Tests Are in For a Major Upgrade,09 Dec 2015,Auto regulators are advocating for crash and pedestrian avoidance features and new tests in an overhaul of the car safety rating system.
"Elon Musk: We should head to Mars, just in case World War 3 happens",15 Dec 2015,"Elon Musk is – it's fair to say – one of life's optimists. The glass is not only half full, but it's half full of delicious, refreshing apple juice, and."
Why Self-driving Cars Can't Work in Kenya Just Yet,15 Dec 2015,Very many times when driving you feel like letting go of the steering wheel and just sitting there and seeing how far it can go well without losing...
Tesla: The Early Years to Today—and Tomorrow,15 Dec 2015,"In 2003, engineers Martin Eberhard and Marc Tarpenning set up a new company, Tesla. The name is an intentional reference to Nikola Tesla (1856—1943),..."
Travel down Tesla's Tilburg assembly line with the Model S [Video],18 Dec 2015,Travel down Tesla's Tilburg assembly line with the Model S [Video] ... Tesla published a new video on its Youtube channel of a Model S traveling down the assembly...
"Tesla CEO Elon Musk joins call for CARB to force VW to invest in electric vehicles as ""punishment"" for 'DieselGate'",18 Dec 2015,The letter suggests that CARB releases VW from its obligation to fix diesel cars already on the road in California and instead accelerate its rollout of zero...
Tesla Model X Emergency Response Guide takes us deep into inner workings of the car with schematics,18 Dec 2015,"The guide provides instructions on how to safely handle the electric vehicle in an emergency situation and avoid high voltage components, which are a risk for..."
"Jay Leno is ""restomodding"" a 1914 Detroit Electric car [Video]",29 Dec 2015,Notorious gear-head Jay Leno has been a long-time supporter of electric vehicles and his latest restoration is a great reminder of the history of the...
ExtremeTech's top 10 tech cars for 2016 and beyond,29 Dec 2015,Hyundai raises the bar on compact cars. Audi raises the bar for highway cruisers. Tesla puts Ludicrous on the speedometer. Cruze gives Chevy a real compact...
T Sportline took delivery of its Signature Model X [Gallery],29 Dec 2015,T Sportline is a car tuner exclusively focusing on Tesla vehicles. The company must be ecstatic to finally have a new vehicle to work on since 2012 and they...
2017 Chevy Bolt drive: This 200-mile EV could cure my range anxiety,08 Jan 2016,"For everyone who can't afford a Tesla Model S, the Chevy Bolt offers nearly as much range for about $30000, plus other future-y features that anyone could..."
Faraday Future SVP admits unveiling the FFZERO1 concept for attention - Interview with Nick Sampson [Video],08 Jan 2016,"In an interview with TechCrunch's Matt Burns, Faraday Future SVP Nick Sampson had an honest moment and admitted that unveiling the FFZERO1 concept instead..."
"Mercedes-Benz to take the fight to Tesla, others with EVA platform | LuxuryCarMagazine En",08 Jan 2016,"As Tesla continues to push the world's manufacturers to react quickly to the EV craze, it's no surprise to see daily announcements of said..."
Round up of Tesla Model 3 renderings - which one will be closest to the real thing?,21 Jan 2016,"Every single rendering has a “radiator” grille. The model 3, and the refreshed S certainly will not. It will have the same design language as the front end of..."
Tesla to sue supplier over faulty “falcon wing” doors on the Model X SUV,21 Jan 2016,"Tesla Motors is dropping a lawsuit on a German supplier over drooping ""falcon wing"" doors for the upcoming Model X sport-utility."
Kickstarter finally has an Android app,21 Jan 2016,"Amazingly, Kickstarter has not so far had an Android app. Yet starting today that's changed, with the crowdfunding service launching Kickstarter for Android..."
Elon Musk: Hydrogen cars are 'incredibly dumb',27 Jan 2016,"Hydrogen-powered cars have come back into focus as more automakers explore cleaner, more efficient alternatives to gas. Advertisement."
Audi USA boss believes fully autonomous cars are over 10 years away,27 Jan 2016,"In an interview with Car and Driver, Scott Keogh, the president of Audi USA, believes that it could be ""ten-plus years"" before fully autonomous vehicle..."
Advanced MRI facility at SVS Hospital,27 Jan 2016,"The SVS Hospital in Mahbubnagar has launched an advanced MRI scanner 'TESLA 1.5' on Tuesday. As part of the launch programme, Mahbubnagar MLA Srinivas Goud..."
You Can Now Test-Drive a Tesla in Red Hook,15 Mar 2016,"You Can Now Test-Drive a Tesla in Red Hook - Park Slope, NY - Tesla's new service and sales center on Van Brunt Street is another harbinger of a changing..."
Tesla Model 3: 650 Owners Invited To Unveil Via Lottery,15 Mar 2016,Tesla Motors invited 650 current Tesla owners to the official unveil of the Tesla Model 3 by lottery.
George Hotz promised to end capitalism in a manic sermon at SXSW,15 Mar 2016,"""I'm here to tell you a story."" George Hotz welcomed a packed room at SXSW yesterday for his panel ""I Built a Better Self-Driving Car Than Tesla"" with an..."
Tesla hacker retrofitted a classic Model S P85 with Autopilot hardware as a proof-of-concept [Video],13 May 2016,"Now a Tesla hacker proved the automaker's point by himself retrofitting a classic Model P85 with new and salvaged Autopilot parts and sensors, and actually..."
Nikola Motor Presents Electric Truck Concept With 1200 Miles Range,13 May 2016,"Nikola Motor and Tesla Motors don't have anything in common, except for their names inspired by the famous physicist. Yet the former might be on to."
"LAPD to Tesla: 'Thanks, But Maybe Some Other Time'",13 May 2016,"It was nice of Tesla founder Elon Musk to deliver a Model S P85D to the Los Angeles Police Department for testing last year, but they're kindly going to..."
Tesla's Fremont factory hosted the Model S for kids test drive event (Video),17 May 2016,"Watch as a child puts Radio Flyer's Model S for Kids to the test on the showroom floor of the Tesla factory in Fremont, CA."
Thief steals BMW i3 and is recorded praising it during his getaway [Video],17 May 2016,"It sounds like a car thief is moonlighting as a BMW marketing representative. An all-electric BMW i3 was recently stolen in Highgate, north London."
Billionaire George Soros discloses a new investment in Tesla (TSLA),17 May 2016,"Billionaire George Soros discloses a new investment in Tesla (TSLA) ... Billionaire investor George Soros invested in Tesla back in 2013, but he sold his position..."
Tesla owners in UAE ask the automaker & Elon Musk for services in the nation,07 Jun 2016,"Like in Portugal, Model S owners in UAE have to go through a third-party or Tesla in another country in order to import the car. Tesla also doesn't operate any..."
Tesla Crash Test: What Happened to This Model S in a Parking Lot Charging,07 Jun 2016,"Brand new Tesla Model S appears to be hit from the front, while parked in a Las Vegas Parking hotel charging station."
"Tesla logs exonerate Autopilot, show Model X driver accelerated into building",07 Jun 2016,"A new Tesla accident made the news over the weekend, with a driver's newly bought Model X car allegedly having driven itself right into a building – at..."
Tesla launches a pilot project to sell cars inside Nordstrom stores,14 Jun 2016,Tesla launches a pilot project to sell cars inside Nordstrom stores ... The new location will open on Saturday. Fast Company reports that it will take up a 400-sq...
"When Tesla Motors Faced The ""Shark Tank""",14 Jun 2016,"When Tesla Motors Faced The ""Shark Tank"" · Fuel cells needed debunkery right away. · Green customers have the green. · The mathematical case. · Rampant..."
Tesla Model X First Drive: Electric SUV's Futuristic Gadgetry Overshadows Performance,14 Jun 2016,Tesla Motors is an unconventional company that thrives on throwing normality out the window with its lineup of electric vehicles.
"Tesla to sell electric cars at Nordstrom department store, expanding retail footprint",15 Jun 2016,Tesla is now taking that concept even further in a new partnership with the Nordstrom department-store chain. DON'T MISS: Tesla wants to sell...
Bernard Tse,15 Jun 2016,Former Tesla Model S Chief Engineer is bringing a new all-electric luxury sedan to market · Avatar for Fred Lambert Fred Lambert Jun 15 2016 - 5:29 am PT.
Former Tesla Model S Chief Engineer is bringing a new all-electric luxury sedan to market,15 Jun 2016,"Rawlinson, who is now CTO at Atieva, was instrumental in the development of the Tesla Model S from 2009 to 2012 – when the automaker brought the first all-..."
"MACAU DAILY TIMES 澳門每日時報Corporate bits | Tesla, Studio City collaborate for supercharger station",11 Aug 2016,Automotive company Tesla has announced Studio City as the first supercharger location in the peninsula. Following the opening of Tesla's service center in...
Enthusiast builds all-electric speed boat using Tesla battery modules,11 Aug 2016,"More videos on YouTube · 32 kwh battery pack (total of 10 Tesla modules), and EV range of approximately 25 miles · 12 hour charge time at 120v, and 4 hour..."
Would You Say No If Tesla Offered This Pickup/SUV?,11 Aug 2016,"With the second part of his master plan out in the open, Elon Musk confirmed that Tesla is looking to offer a car in most major segments. This will see."
The First Car Tesla Sold Is Still Cool but Definitely Has Its Quirks,12 Aug 2016,"The Model S is the car that really made a name for Tesla. But before it sold sports sedans with Ludicrous Mode and Autopilot, Elon Musk's electric car..."
Tesla to open Flagship Store this Fall in Boston's solar/wind-powered Prudential Center,12 Aug 2016,"It looks like the store will be located right at the front door of the Prudential Center, which is powered by solar panels and wind turbines on the top of the..."
Tesla's Next Version of Autopilot Will Reportedly Have a Lot of New Hardware,12 Aug 2016,"Autopilot 2.0, as everyone is calling it, is said to be a vast improvement on the existing software Tesla uses. The automaker has reportedly started to add..."
Tesla Model 3: What will the spaceship-like steering wheel of the Model 3 look like?,22 Aug 2016,"First off, there will be manual controls in the Model 3 even if it features an advanced or fully autonomous driving system. The “steering system” might not be a..."
'I want my family back in a Tesla' says father after surviving severe crash in a Model X,22 Aug 2016,"Braman says that his only injury is actually from the impact of the airbag on his hand. He had it x-rayed at the hospital and while it is bruised, nothing is..."
"Elon Musk's SolarCity to Build ""Solar Shingles"" For Your House",22 Aug 2016,"Elon Musk's company SolarCity, recently purchased by Tesla, will be developing solar 'shingles,' small solar panels that would take the place of roof tiles."
Tesla Model S 60D 2016 review,02 Sep 2016,"Interestingly, the 60D actually uses the same 75kWh battery pack as the 75 and 75D variants, but pegs output at 60kWh. Entry point into Tesla ownership promises..."
"Elon Musk wants to 'throw a pie in the face of all naysayers on Wall Street', aims for positive cash flow in Q3",02 Sep 2016,"After publishing its second quarter 2016 financial results last month, Tesla said that it plans to deliver about 50,000 vehicles during the second half the..."
Musk's Net Worth Dives; Uber Tried to Buy Lyft -- Tech Roundup,02 Sep 2016,Tesla CEO Elon Musk saw his net worth plunge this week after a series of unfortunate events.
"Tesla driver dies in a Model S after hitting a tree, battery caught fire, Tesla launches an investigation",07 Sep 2016,"Tesla driver dies in a Model S after hitting a tree, battery caught fire, Tesla launches an investigation ... Early this morning in Baarn in the Netherlands, a 53..."
"Oh, the Wonderful Innocence of Kids and the Guilty Pleasure of Exploiting It",07 Sep 2016,"You'd think the game of ""can you do this inside my Tesla while it accelerates?"" would get old after all this time, but throw in some kids and it's fun..."
Best at-home battery options,07 Sep 2016,"There are a lot of perks to at-home batteries: they have your back during an outage, can help manage solar energy if you have panels, and can even top off..."
"VW unveils details of its all-electric & autonomous 'I.D. concept' car w/ 'over 250 miles range', says it will arrive in 2020",28 Sep 2016,"For the past months, Volkswagen has been teasing its all-electric 'I.D. concept' ahead of the Paris Motors Show. First with a video teaser and followed by..."
"2016 Kia Soul EV Review: Delivery, range, space and CHAdeMO charging",28 Sep 2016,It has been a few months since our last in depth EV review with the 2016 Chevy Volt so we're excited to jump into another in-depth review: The 2016 Kia Soul...
Elon Musk Has Revealed A Plan To Get Humans On Mars In Six Years,28 Sep 2016,"After developing electric cars with Tesla because ordinary cars caused too much pollution, and creating a solar energy company because fossil fuels would..."
Here's a better look at Tesla's new Model 3-like all-glass roof for Model S [pictures + video],30 Nov 2016,"Here's a better look at Tesla's new Model 3-like all-glass roof for Model S [pictures + video] ... Earlier this month, Tesla announced a new all-glass roof option..."
Tesla wins battle with Virginia over the right to open a second store,30 Nov 2016,Tesla's long battle with franchise automobile dealers in Virginia over the right to open a second store within the state is finally coming to an end.
"2018 Ford Fiesta revealed, Audi high performance gets new name, and a Tesla rival takes big steps",30 Nov 2016,"They say big things come in small packages. That could be true for the redesigned Ford Fiesta, which Ford of Europe revealed recently."
Brand new Tesla Model S P100D with tuning by DRM Motorworx,05 Dec 2016,"Some carbon, a few new Vossen Wheels alloy wheels and a lowering and finished is an elegantly tuned Tesla Model S P100D."
"'Car Guys' can love electric cars too. In fact, true innovators seem to flock to the new tech",05 Dec 2016,Some car enthusiasts worry that EVs represent the death of something in the automotive spirit. Let me try to convince you why that won't happen.
Terry Guyer,05 Dec 2016,California-based Northern Imagination to contribute portion of Tesla statue sales to the Wardenclyffe site. Replicas of the Nikola Tesla statue in Silicon...
"Tesla's battery strategy is inspiring new electric vehicle startups, but not legacy automakers",08 Dec 2016,"Tesla's strategy also differs since they are not only partnering with a cell manufacturer but also investing over $2 billion in a cell manufacturing facility,..."
30 Years Ago: Tesla Debut With 'Mechanical Resonance',08 Dec 2016,"Played start to finish, Mechanical Resonance's track listing was an eye-opening experience -- the best of both worlds, and it caught the attention of critics..."
Faraday Future car will have cameras instead of mirrors,08 Dec 2016,The two images of the yet-to-be-named electric car also show that Faraday Future is going for an unconventional design.
"Consumer Reports' Owner Satisfaction Survey reveals people are slightly less happy with the Model X than S, but not ...",29 Dec 2016,"Consumer Reports' recently released 2016 Owner Satisfaction survey was, as usual, a big win for Tesla. The electric automaker came in as the top brand once..."
Self-driving cars are already deciding who to kill,29 Dec 2016,"Autonomous vehicles are already making profound choices about whose lives matter, according to experts, so we might want to pay attention."
First U.S. 350-kW Charging Station Will Allow Speedy L.A.–Vegas EV Road Trips,29 Dec 2016,The EVgo charging network has broken ground on a 350-kW fast-charging station—which will eventually permit longer-distance travel by electric car.
Chargepoint to Roll Out Insanely Fast 400 kW Electric Car Chargers This Year,05 Jan 2017,The new charging stations will make even Tesla's Superchargers seem wimpy.
"Chargepoint announces 400 kW charging, adds 100 miles of electric vehicle range in less than 15 minutes",05 Jan 2017,"Chargepoint, an independent EV charging station manufacturer and charging network operator, announced today that it is introducing a new 400 kW DC..."
How much will Faraday Future’s FF 91 cost? A lot,05 Jan 2017,"At Tuesday's official unveiling of Faraday Future's FF 91 first production prototype, the company was anxious to talk about everything except price."
