Headlines,Dates,Descriptions
Tesla boss sees bumpy road ahead for electric cars,26 Jan 2016,"Electric car manufacturers will have to design futuristic vehicles to entice buyers in order to ride out the challenge of plunging oil prices, Tesla..."
"Tesla Model 3 announced: release set for 2017, price starts at $35000",31 Mar 2016,"The Model 3 isn't expected to begin production until late 2017, more than 18 months from now. Tesla will happily take your preorder for a modest $1,000 down..."
7 Reasons Why Tesla Insists on Selling its Own Cars,19 Jan 2016,"4). Different business model: Tesla makes a profit from selling its electric cars. But traditional dealers make more money from selling services, tuneups and..."
Tesla chief Elon Musk says Apple is making an electric car,11 Jan 2016,"Tesla chief Elon Musk says Apple is making an electric car · Tesla's owner, Elon Musk, has said it is an ""open secret"" that Apple is making a rival electric car..."
Elon Musk - the driven dreamer,11 Jan 2016,It is when our interview is over and we are filming some introductory shots around a Tesla Model S that Elon Musk drops into conversation a prediction that...
Tesla Model S Can Now Drive Without You,9 Jan 2016,"Tesla complied. That doesn't mean the company isn't moving forward at full speed, though. Today, it released version 7.1 of its software for the Model S and X..."
Why Tesla events are a blast — even if you aren't there,31 Mar 2016,"Tesla events tend to be some of the most exciting in not just the automotive world, but the worlds of business and technology."
Tesla Gears Up for 'Part One' of Model 3 Reveal,31 Mar 2016,"The world is set to get is first look at Tesla's mass market Model 3 tonight, but CEO Elon Musk teased not everything about the vehicle will be revealed at..."
Tesla Is No Longer the Auto Tech Supplier It Once Was,8 Mar 2016,"Announced in early 2012, Tesla (TSLA) had been supplying electric powertrains to Mercedes-Benz, a division of German auto giant Daimler, for its B-Class..."
Tesla Who? Faraday Reveals Futuristic Electric Car,5 Jan 2016,"The concept car isn't ready for the road yet, but that didn't stop the company from creating a set of ""projected specifications"" that include a 1,000-horsepower..."
Elon Musk has a lot riding on his new Tesla,30 Mar 2016,"Elon Musk has a lot riding on his new Tesla ... Tesla chief executive Elon Musk is poised to reveal his newest creation, the Model 3, at an event on Thursday."
"Tesla, SpaceX just poached Apple's alloy expert",25 Feb 2016,"Tesla has poached a key Apple engineer to head up one of its most important divisions ... Elon Musk poached Charles Kuehmann, who served as director of product..."
Tesla CEO Elon Musk talked directly with Singapore Prime Minister to investigate government red tape blocking Tesla ...,6 Mar 2016,Tesla CEO Elon Musk spoke directly with Singapore Prime Minister Lee Hsien Loong who assured him that he would investigate the issue. All cars...
Elon Musk says the Tesla Model X is the best car ever made—unless you prefer the Model S,10 Feb 2016,"Elon Musk says the Tesla Model X is the best car ever made—unless you prefer the Model S. The best car ever made, apart from the other car he made."
The Tesla Dividend: Better Internet Access,25 Mar 2016,Elon Musk's newest car doesn't just run on electricity — it needs a world class fiber network.
Tesla Model 3 event: what to expect from Elon Musk's most important car yet,31 Mar 2016,"This is it: after years of hype, Tesla Motors is scheduled to pull the covers off of its Model 3 electric car at the company's facility in Hawthorne,..."
Building Tesla: inside Elon Musk's car factory of the future,12 Jan 2016,"Tesla is in the business of inspiring competition. The more electric vehicles, the better. Diarmuid O'Connell, Tesla. At one end of Tesla's 500,000 square..."
Tesla supplied just 208 Model X cars in 2015,4 Jan 2016,"To wit: The headline states Tesla produced only 208 Model X's in 2015, yet the body of the story clearly states that ""Tesla says it had only managed to build..."
Living With Tesla: A Car Guy's First Six Months With The Model S,28 Jan 2016,Living With Tesla: A Car Guy's First Six Months With The Model S · Service. Sales and service are separate. · Small Delights: Tesla's polished chrome handles...
"Tesla buyers who put $40000 down for a Model X are still waiting, three years later",4 Jan 2016,"Tesla buyers who put $40,000 down for a Model X are still waiting, three years later ... When Jay Arbetter put down $40,000 in 2013 to reserve Tesla's newest..."
Tesla Isn't Actually Disrupting the Transportation Industry,9 Mar 2016,Plenty of sophisticated and well-heeled consumers are preoccupied with Teslas because the vehicles are futuristic. But their buying patterns aren't moving the...
Tesla Set for Biggest Risk Yet as it Reveals New Model 3,31 Mar 2016,Carmaker Tesla Motors is set to make the biggest bet in its short life Thursday night with the official unveiling of the all-new Model 3.
Building Tesla: inside Elon Musk's car factory of the future,12 Jan 2016,"Inside it is a Schuler SMG hydraulic stamping press, and it happens to be the largest in North America; this one machine can stamp out a new car panel once..."
"From Tesla, a New Car Smell That Vegans Can Get Behind (Published 2016)",14 Jan 2016,"“Tesla revolutionized the electric car and now it's redefined luxury interiors by using these vegan materials, which are both animal- and environmentally..."
You can now summon your Tesla from the curb,9 Jan 2016,"It's best for parking in your tight, one-car garage. Just line up the car behind your garage door and press and hold the center button on the key fob. Once the..."
Tesla cars can now self-park at your command,11 Jan 2016,The electric vehicle maker is offering new autonomous-driving features while simultaneously placing restrictions on others already in use.
Tesla's mini-Model S for kids launches in May,16 Feb 2016,Tesla partnered with an iconic toymaker to create a driveable Model S for kids ... The coolest kids on the block will be cruising around in a mini Tesla Model S...
Tesla: This Is Our Most Significant Step Towards Safe Self-Driving Cars,9 Feb 2016,Tesla Motors says its remote parking feature called Summon is the most significant step to date towards safe autonomous driving.
Live Blog: Tesla Unveils the Model 3,31 Mar 2016,"Follow along as Fortune live blogs the event in Hawthorne, Calif., just outside Los Angeles, starting at around 10 pm ET (7 pm PST). Tesla CEO Elon Musk will be..."
Tesla’s Elon Musk Says Apple Electric Car Is an ‘Open Secret’,12 Jan 2016,Apple is rumored to be working on an Apple car—an electric vehicle—that will rival Tesla's own.
Tesla Takes on the Dealerships—and GM,3 Mar 2016,"Tesla Takes on the Dealerships—and GM. The electric-car company wins a legislative fight in Indiana. ... This article is for subscribers only. “We need your help,..."
"For the first time in its history, Tesla delivered more than 50,000 cars in one year",3 Jan 2016,"In 2015, total deliveries were 50580, the most ever for Elon Musk's electric-car startup."
Tesla Sues German Supplier Over Model X Doors,19 Jan 2016,Tesla Sues German Supplier Over Model X Doors ... Tesla Motors is suing German auto parts maker Hoerbiger Automotive Comfort Systems after the supplier allegedly...
Tesla software update lets cars park themselves,10 Jan 2016,"Tesla Model S cars can now leave the garage, greet their owners at the front door and even reverse park, after a software update launched ahead of the..."
Elon Musk admits the Tesla Model X was overly ambitious — but still 'the best car ever',10 Feb 2016,Elon Musk admits the Tesla Model X was overly ambitious — but still 'the best car ever' ... Billionaire Elon Musk conceded Wednesday that the first versions of...
Seat Of Power: Tesla And SpaceX Investor Steve Jurvetson,23 Mar 2016,He didn't see anything good until Elon Musk's SpaceX. Jurvetson was already close to Musk as an early investor and board member of his then fledgling electric...
Here’s All We Know about Tesla’s Model 3,27 Mar 2016,"We're now just days away from the March 31 unveiling of the Model 3, Tesla Motors' bid to build a more affordable electric vehicle. The degree of secrecy..."
Tesla’s Model X Poised to Enter China,2 Feb 2016,"Tesla Motors is now allowing customers in China to order the Model X, an all-electric sports-utility vehicle."
Tesla owners can 'Summon' car for pickup or drop-off,11 Jan 2016,Tesla owners have a new superpower: A feature called Summon can command the Model S or Model X car to drive itself for parking or pickup.
Tesla Motors' net loss more than doubles in fourth quarter,10 Feb 2016,Tesla Motors Inc. reported an unexpectedly large fourth-quarter loss of $320 million on Wednesday as the maker of luxury electric cars incurred heavy costs...
"Tesla Delivers 17,400 Vehicles in Fourth Quarter - WSJ",3 Jan 2016,"Tesla Motors Inc. delivered 17,400 vehicles in the last three months of 2015, the most in a quarter by a wide margin and 75% more than a year earlier as the..."
Tesla’s Model 3 Will Go To These People First,21 Mar 2016,"To get to the front of the queue, they can reserve in person at a Tesla store on March 31. Online reservations will begin that night at 8:30 p.m. PT, the same..."
The Extraordinary Raw Materials in a Tesla Model S,7 Mar 2016,"Bauxite: The Tesla Model S body and chassis are built almost entirely from aluminum, which comes from bauxite ore. Aluminum is lightweight, which helps to..."
Elon Musk says Tesla's autopilot is already 'probably' better than human drivers,11 Jan 2016,Elon Musk says Tesla's autopilot is already 'probably' better than human drivers ... Tesla on Sunday unveiled new software updates to improve the self-driving...
Tesla Model X first impressions: This could be the best SUV we've driven,17 Mar 2016,"Later this month, Tesla is going to unveil its long-awaited Model 3 electric vehicle. We're all eager to see the new EV, which will retail for half the cost..."
"AES, Tesla's Battery Competitor, Hedges Its Bets On Energy Storage",24 Feb 2016,Earlier this month The AES Corporation announced partnerships designed to sell its Advancion utility-scale battery system around the globe.
Tesla Feature Lets Cars Come When Called,12 Jan 2016,"The company says it ""would like"" owners to use of Summon only on private property, which means it will come or go a few hundred meters at the most. It's just..."
"Elon Musk: In Two Years, Your Tesla Could 'Summon' Itself Cross-Country",10 Jan 2016,"As of Saturday, your Tesla can autonomously exit your garage. In two years, Elon Musk thinks it could summon itself across the country."
Tesla Model S with new sensors: PHOTOS,18 Mar 2016,It's unclear if Tesla is testing the sensors or if a third-party has decked out the car.
"This ""Leaked Tesla Model 3"" Image Is Almost Definitely a Bad Photoshop",16 Mar 2016,"Update: AutoGuide, which originally published this alleged leaked image, has since amended its post to note that a Tesla spokesperson confirmed that the image..."
"Elon Musk Announces the Tesla Model 3, the Company's New $35000 Car",11 Feb 2016,The company promises their new car will be able deliver a range of 200 miles on a single charge while retaining many other specifications customers will...
Tesla vegan-car options expanded,14 Jan 2016,"It's an issue that came up with Tesla last June, when PETA lobbied for nonanimal-based materials, but Tesla has offered vegan options for a while."
Nobody is talking about Tesla's new car,21 Feb 2016,"Even if you think Tesla should be building no-nonsense electric vehicles for the everyman, you have to admire the company's dedication to its roots."
Getting Amped for a Nikola Tesla Museum,5 Jan 2016,"A community group has been working for decades to preserve the site, known as Wardenclyffe — named after the owner of the potato farm. With help from an..."
Wall Street lesson about Tesla,6 Feb 2016,Wall Street has finally learned an important lesson about Tesla ... The past month has been horrific for Tesla's shareholders. Advertisement. After hitting $240...
Tesla solves biggest problem,13 Mar 2016,"Generally speaking, Tesla makes impressive vehicles. Advertisement. The Roadster redefined what an electric car could be, the Model S redefined what an..."
Radio Flyer Rolling Out a Tesla Model S for Kids,16 Feb 2016,Radio Flyer Rolling Out a Tesla Model S for Kids. Kids can cruise down the sidewalk in their own mini Tesla. ... Radio Flyer has created a miniature Tesla Model S...
Elon Musk predicts a Tesla will be able to drive itself across the country in 2018,10 Jan 2016,"your car can get to you."" The sometimes-fantastical CEO added, ""I think that within two years, you'll be able to summon your car from across the country,""..."
How GM Beat Tesla to the First True Mass-Market Electric Car,13 Jan 2016,This dark monolith is the thing I've come to Detroit to see. It's the technological heart of what promises to be the most significant vehicle General Motors has...
Cruising the Continent in a Tesla: How we drove 1000 miles on electricity,18 Mar 2016,"It wasn't an easy trip, but our second attempt at an all-electric drive was a success. We drove 1,000 miles in the Tesla Model S, clean across the continent..."
How Tesla Cars Have Evolved Throughout the Years,16 Feb 2016,"The Model S was unveiled on June 30, 2008. This is the car that Tesla is known for, and it is more of a family vehicle, with seating for seven and a starting..."
Tesla tease: Here's a peek at $35000 Model 3's design,16 Mar 2016,"Tesla tease: Here's a peek at $35,000 Model 3's design. The automaker confirms it will reveal the new sedan at a March 31 media event, and the car will be..."
This is Tesla’s Model 3,31 Mar 2016,"And there it is. After years of speculation, the Tesla Model 3 has been unveiled. We're live in Hawthorne, CA, where the company has just shown the car."
Electric Cars Aren't Enough. Tesla Is Now Going Vegan,15 Jan 2016,"Tesla, the all-electric-car company, has just unveiled an SUV model that's not only environmentally friendly, it's also vegan."
What it feels like to drive a Tesla on autopilot,1 Feb 2016,"That comes from the 12 ultrasonic sensors circling the Tesla Model S P90D, plus a front-facing radar and a camera mounted by the rearview mirror. These are the..."
Why The Model 3 Is Such A Big Deal To Tesla,30 Mar 2016,"Over a decade ago, Tesla CEO Elon Musk had a vision to create an electric car for the masses, but the technology just wasn't good enough or cheap enough yet..."
Tesla's bold approach to advertising: Don't do it,19 Feb 2016,Tesla Motors doesn't do traditional advertising but...
"More Bold Talk From Elon Musk, But Can Tesla Motors Deliver?",11 Feb 2016,"Instead, he was focused on the big picture. “Tesla is doubling its cumulative sales every year. I'm not sure this has happened in the car industry in a century."
Tesla bulks up on IT talent for 'car of the future' fight,13 Jan 2016,"To hold that lead to the next plateau—the self-driving, mass-market electric car widely seen as the future of the auto industry—founder Elon Musk is rapidly..."
Tesla’s Model S Is the Best-Selling Luxury Sedan in America,11 Feb 2016,"The surprising takeaway reflects a huge shift in the auto industry: The Model S is now the top-selling luxury sedan in the U.S, beating out cars from..."
Tesla’s Model X Lags But Big Plans Still On Track,10 Feb 2016,"Electric car maker Tesla Motors revealed in its earnings on Wednesday afternoon that it has been struggling to ramp up production of its new electric SUV,..."
Why Are Thousands Lining Up For The Tesla Model 3? Donald Trump Knows.,31 Mar 2016,They're often dismissed as a short-term disrupter and there are plenty of people waiting for them to fail. But Tesla believers – and Donald Trump's campaign –...
Thousands queue around the world for a Tesla Model 3 they haven’t seen,31 Mar 2016,"Thursday is the first day to preorder Tesla's most affordable electric-car model, and thousands have lined up. The Model 3 starts at $35000."
Radio Flyer to sell Tesla Model S for kids,16 Feb 2016,"Radio Flyer, the company behind the iconic red wagon, is producing another cherry-red ride for children: the Tesla Model S."
Takeaway from the Tesla Model 3 reveal,31 Mar 2016,There will surely be some automotive hotness on display when Tesla finally pulls the cover off of the Model 3. But hotness isn't the game plan. And that's cool.
Tesla cars will be fully driverless in two years says Elon Musk,11 Jan 2016,Tesla founder Elon Musk has claimed the electric car company is just two years away from launching fully autonomous vehicles.
Tesla fans are waiting in line to buy a car that they haven't even seen yet,31 Mar 2016,"Tesla fans are waiting in line to buy a car that they haven't even seen yet ... Would you put down a $1,000 deposit to buy something you haven't even seen? For..."
Tesla CEO Elon Musk exercises $100M in stock options,29 Jan 2016,"Elon Musk has acquired a lot more shares of electric car maker Tesla Motors, where he is CEO and a co-founder."
A Tesla in Every Garage? Not So Fast,28 Jan 2016,"Because the large-battery Model S and Model X are so long-legged, this network is located primarily along intra- and interstate corridors in the United States (..."
"Susanne Klatten Isn't As Famous As Tesla's Elon Musk, But In An Industry Ruled By Men, She's Richer",3 Mar 2016,"Susanne Klatten keeps a lower profile than the Tesla Motors founder. But with an estimated net worth of $18.5 billion, the BMW heiress is the richest person..."
The riff: Electric car maker Tesla aims to plug in young drivers,2 Mar 2016,Elon Musk has a reputation as a big thinker. The Tesla and SpaceX founder wants to use electric cars to wean humanity off fossil fuels and establish a...
What we learned driving a Tesla Model S to the south of France,18 Feb 2016,"Taking a Tesla Model S on a 1,200 mile round-trip to the middle of rural France is not only possible, thanks to the company's network of supercharger stations,..."
Elon Musk reinvests in Tesla,29 Jan 2016,"Tesla Motors CEO Elon Musk has converted 532000 stock options into stock, the company said late Friday."
Tesla Model S Unbranded in China,26 Jan 2016,"Tesla Motors Inc started offering its poplar Model S sedans in China, but the U.S. premium electric carmaker has yet to give its brand a Chinese name due to..."
Elon Musk Says Some Tesla Cars Will Be Built In China,26 Jan 2016,Tesla CEO Elon Musk says his company will eventually start making some of its electric cars in China.
Elon Musk Believes Competition against Tesla Means a Better Future for the Rest of Us,14 Jan 2016,Elon Musk Believes Competition against Tesla Means a Better Future for the Rest of Us. Tesla may have been the spark necessary to ignite the electric car...
Tesla Model S review: the Model S P90D Reviews 2024,5 Feb 2016,"So, the bad stuff. Rear headroom is poor, the rear bench is flat, the brakes are a bit weedy for a 2,106kg car, rear visibility isn't much cop, there's no..."
Ather Energy mimics Tesla's model to sell its smart electric scooters,23 Feb 2016,"It is setting up its own charging infrastructure and experience zones, where users can test and order a scooter. ... Ather Energy, a Bengaluru-electric scooter..."
Tesla Model S catches fire at supercharger station in Norway,4 Jan 2016,"Tesla Model S catches fire at supercharger station in Norway. An NRK report said (via Google Translate) that no one was in the car when it caught fire, and that..."
7 incredible Tesla Autopilot features,11 Jan 2016,"All Tesla vehicles built since October of 2014 are equipped with the hardware for Autopilot, which offers safety features like automatic braking, lane switching..."
Tesla Model S Was World’s Best Selling EV in November,1 Jan 2016,"The Tesla Model S was the world's best selling plug-in electric car in November. But worldwide, China's BYD sold more electric vehicles than any other..."
Tesla Motors acquires premium domain name 'Tesla.com',18 Feb 2016,Tesla Motors acquires premium domain name 'Tesla.com' ... Tesla Motors recently acquired premium domain name 'Tesla.com' and it now forwards traffic to '...
Tesla Model 3 Teased Ahead of Launch,16 Mar 2016,More Stories by Michael Walker ... Tesla Motors has revealed for the first time what its highly anticipated entry-level sedan might look like. A silhouette of the...
Affordable Model 3 Electric Car Is Tesla's Biggest Test Yet,31 Mar 2016,"At a starting price of $35000, the Model 3 is less than half the cost of Tesla's previous models."
"Now your children can drive a Tesla, too",16 Feb 2016,Kids can easily switch between a top speed of 6 mph (9.6 kph) or a parent mode that limits speed to 3 mph (4.8 kph) with the flip of a switch located in the...
Tesla Model 3 knocked it out of the park,31 Mar 2016,"After years of anticipation, Tesla on Thursday evening finally unveiled its Model 3 electric car, the first affordable high-tech Tesla car for the masses."
Elon Musk: Tesla and SpaceX Had Only 10 Percent Chance of Success,15 Jan 2016,"Elon Musk: Tesla and SpaceX Had Only 10 Percent Chance of Success · Innovation is key. You can build a business that is like others, but it's unlikely to be..."
Tesla Model 3 Unveiled,31 Mar 2016,"Tesla Model 3 Unveiled. The mass-market electric sedan will have range starting at 215 miles and cost $35,000. ""You will not be able to buy a better car,"" said..."
Tesla Model 3 unveiling March 31: Everything you need to know,4 Mar 2016,Tesla Model 3 unveiling March 31: Everything you need to know. Tesla has confirmed it will unveil its next all-electric vehicle later this month. We have...
"Meet the Model 3, Tesla's Most Important Car",31 Mar 2016,"The $35000 TESLA Model 3 is finally here. It is sleek, quick, more affordable and it's the most important car that Tesla has built."
Tesla Model X imagined as an electrifying pick-up - paultan.org,25 Feb 2016,"Tesla Model X imagined as an electrifying pick-up ... It wasn't until recently that Tesla brought to the public its very first SUV – the Model X. Now, Theophilus..."
"Tesla delivered 17400 vehicles in Q4 for a total of 50580 in 2015, Model X production at ""238 units per week""",3 Jan 2016,"The fourth quarter brings Tesla's total deliveries in 2015 to 50,580 vehicles. During Q4, the company delivered 208 Model X's, but it produced 507 units with..."
Here's the 'affordable' Tesla you've been waiting for*,16 Feb 2016,Kinda. American toy builder partners with Tesla to create mini Model S.
"Tesla's Model 3 will be shown on March 31st, 'on schedule' for 2017 production",10 Feb 2016,"GM is preparing for another major expansion of its hands-free Super Cruise system. The Tesla logo on a red, black, and white background."
Tesla Car Can Be Summoned And Park Itself,13 Jan 2016,"Tesla Car Can Be Summoned And Park Itself ... Tesla Motors continue to add self-driving capabilities to its Model S electric car at a breathtaking pace, and the..."
Tesla's Ludicrous Mode is now available as a retrofit upgrade for the P90D,24 Mar 2016,"Previously, Ludicrous Mode was only available as an option when customers first purchased the P90D, but the retrofit lets anyone who ignored the upgrade first..."
Elon Musk Says Tesla’s Next Home Battery Is Coming This Year,2 Feb 2016,Tesla CEO Elon Musk said at a talk in Paris that version two of the Tesla Powerwall home battery pack is due in July or August 2016.
"If you can't afford a Tesla, now your kid can -- at $499",16 Feb 2016,"For people who dream of owning a Tesla electric sedan, but can't afford the real things comes the kiddie version."
"Sorry, But Don't Expect Your Tesla Model 3 to Cost Under $30K",31 Mar 2016,"The sub-$30,000 price point is based on a $7,500 federal tax credit (some states offer additional incentives, but nothing nearly so generous). That discount is..."
Now There's a Tesla Model S for Kids,17 Feb 2016,"The little red wagon from your childhood just got a major upgrade. Radio Flyer, the company behind the iconic red wagon, is producing another cherry-red..."
5 Things You Should Know Before Tonight's Tesla Model 3 Reveal,31 Mar 2016,"A year and a half after Tesla Motors confirmed it would build a smaller, cheaper electric car, the cover comes off tonight. We'll be there at the Tesla..."
This Tesla toy car for kids is real. But the Tesla mobile home is not.,18 Feb 2016,"The $499 toy is a scaled-down version of the Tesla Model S sedan. It is made by Radio Flyer, the manufacturer best known for its iconic red wagons. The single-..."
"Buyers line up for Tesla Model 3 car, sight unseen",31 Mar 2016,"The process went quickly for the first buyers in Bellevue. Bharadwaj used his credit card to put down one deposit for himself, and another for a co-worker who..."
Tesla's Summon Feature Is Like Knight Rider. Kinda,9 Mar 2016,Tesla's Summon Feature Is Like Knight Rider. Kinda. About. Summon is fundamental to Tesla's goal...
A better look at Will.i.am's completely modded Tesla Model S [Video],22 Mar 2016,"A better look at Will.i.am's completely modded Tesla Model S [Video] ... In our 'Tesla Model S tuning gone too far?' post last week, we featured a strange and..."
2016's Top Ten Tech Cars: Tesla Model X,28 Mar 2016,"Tesla figures the Model X's rollover risk is half that of typical large SUVs, because its under-floor battery delivers a limbo-low center of gravity. With no..."
Tesla Model 3 details leak ahead Thursday unveiling,30 Mar 2016,New details surrounding the Tesla Model 3 have leaked out one day before the company plans to unveil the car at a special event tomorrow.
Tesla Autopilot,23 Feb 2016,Tesla Autopilot. The electric-vehicle maker sent its cars a software update that suddenly made autonomous driving a reality. ... Like many other features in the...
Brabus modified Tesla Model S looks awesome,4 Mar 2016,"This modified Tesla Model S looks incredibly mean · With the Brabus Model S, more aggressive styling means some extra carbon fiber-y bits. · The mean-looking..."
Faraday: “We're not taking on Tesla”,14 Jan 2016,"A beat, and then a small chuckle. “Tesla and us are taking on the gasoline engine producers, along with anyone else. Why would we fight over the current one..."
We tried 'Bioweapon Defense Mode' on the Tesla Model X,24 Feb 2016,We tried 'Bioweapon Defense Mode' on the Tesla Model X ... One of the cooler features for the Tesla Model X SUV that was announced when the vehicle launched last...
Tesla's 4Q Net Loss Doubles To $320 Million,10 Feb 2016,"Tesla Motors posted its 11th straight quarterly loss Wednesday, and its results badly missed Wall Street's forecasts. But the electric car maker's shares..."
Elon Musk: You'll be able to summon your Tesla from anywhere in 2018,10 Jan 2016,"Yesterday, Tesla Motors released software update 7.1 for the Model S and Model X, an update that allows the electric cars to park themselves while you stand..."
Inside Nevada's $1.3 billion gamble on Tesla,8 Feb 2016,"Over the next 20 years, Tesla could take in nearly $1.3 billion in tax benefits for building its Gigafactory in Nevada, according to projections from the state,..."
The Game-Changing Model 3 Will Drive Tesla to New Heights,27 Feb 2016,"Tesla's stock has endured its share of punishment lately, but its latest model should boost the company."
Elon Musk says this week's Tesla Model 3 unveiling is just 'Part 1' of 2,30 Mar 2016,Tesla CEO Elon Musk has a reputation for dribbling little hints about the company's plans on Twitter — and on the eve of the unveiling of the mass-market...
"Tesla Model X Enters Used Car Market With $80,000 Markup",26 Jan 2016,"Just a few months after its debut, the first Tesla Model X electric SUV has hit the used car market. Those who are interested should be ready to pay a steep..."
How George Hotz Plans To Beat Tesla And Google With His Robocar Startup,8 Mar 2016,"Hotz initially attracted notoriety in the tech world when he became the first person to jailbreak an iPhone. At the time, he was a scrawny, 17-year-old. Since..."
Tesla's electric car production breaks 50000 mark,3 Jan 2016,"Tesla's electric car production breaks 50,000 mark ... Tesla Motors said Sunday it broke the 50,000 mark in deliveries of its luxury electric vehicles last year."
How Tesla Powerwall battery works,3 Feb 2016,The Powerwall stores electricity that is generated by solar panels. ... The Powerwall can store electricity generated by solar panels during the day so that the...
Musk on Model X: Not sure Tesla will make a car like this again,11 Feb 2016,"According to the Tesla CEO, everything from the seals around the windows to the construction of the second-row seats proved to be complicated hurdles."
Tesla Doesn't Need Advertising When It Has Famous Customers,5 Jan 2016,"Tesla started delivering the Model X late last year. The first customers happen to be famous people, like Google's Bradley Horowitz. Who needs advertising?"
"Tesla Model S with new sensors, emergency button",21 Mar 2016,"This mysterious Tesla Model S has strange sensors and a giant 'emergency' button ... Images of a Tesla outfitted with new sensors and with what appears to be an ""..."
Water Heaters: As Sexy as a Tesla?,24 Feb 2016,"Of all the new tech emerging on the energy landscape, water heaters seem an unlikely contender. Alongside battery players like Tesla, with its Model X and..."
That 'leaked' photo of Tesla's Model 3 is a fake,31 Mar 2016,That 'leaked' photo of Tesla's Model 3 is a fake ... There's a photo going viral claiming to be the first glimpse at Tesla's much-awaited Model 3 — but it's a...
Why it's crazy to expect Tesla to grow like a tech stock,24 Jan 2016,Tesla is also hitting a point at which its hoped-for financial destiny and the reality of its ambition to be a mass-market disrutptor of mobility are...
"Tesla Model 3 mania starts with tweet, owner contest (1 day only)",16 Mar 2016,"Two weeks from tomorrow, Tesla Motors will unveil a prototype for the Model 3 electric car at its design studio in Hawthorne, California."
Tesla Model S Recycles Waste Heat to Warm the Battery,30 Jan 2016,"As it turns out, the production model S uses a similar but subtly different approach. Waste heat from the drive motor and power electronics is still used to..."
"Tesla Model S to arrive in Malaysia soon, limited to 100 units!",19 Feb 2016,"The import of Tesla Model S is said to be conducted by Malaysian Green Technology Corporation (GreenTech Malaysia). Thus, it is sad to report that the car will..."
Tesla Restricts Autopilot on Residential Streets - WSJ,10 Jan 2016,"Under the new update, Tesla's vehicles won't be able to go into autopilot on residential streets or roads without a center divider. The autopilot also won't be..."
New Tesla Powerwall coming in summer,2 Feb 2016,"Tesla will be introducing a new version of its rechargeable battery system, the Powerwall, this year — but what improvements we will see is still unclear."
"At Tesla's gigafactory, a larger battle over worker pay",2 Mar 2016,"That's half true. Tesla and Panasonic, its partner in building the $11 billion ""gigafactory,"" only have to satisfy a 50 percent local hiring requirement in..."
"Tesla Fans Get Psyched, Model 3 Ordering Opens Early Online",31 Mar 2016,"Tesla will open online ordering for its new Model 3 electric car ahead of schedule amid signs of heavy demand, CEO Elon Musk said on Thursday."
Video: Tesla Model 3 – Time for the 3-series to be worried by an electric car?,31 Mar 2016,"Has the most compelling all-electric BMW 3-series rival arrived? Tesla would like to think so, and with in excess of 115,000 worldwide orders placed for the..."
Tesla is implementing a new custom end-to-end platform called 'Tesla 3DX' to ramp up for the Model 3 and Tesla Energy,15 Feb 2016,Tesla is implementing a new custom end-to-end platform called 'Tesla 3DX' to ramp up for the Model 3 and Tesla Energy ... The new system is called 'Tesla 3DX' and...
Silicon Valley May Have Underestimated How Hard It Is for Tesla to Scale,5 Jan 2016,"Over the weekend, Tesla reported deliveries for the fourth quarter of 2015 and the full year. The number--50,580--was on the low end of the company's..."
Tesla finally owns Tesla.com,22 Feb 2016,Silicon Valley engineer and Nikola Tesla super fan (such people apparently exist) Stu Grossman bought up the Tesla domain back in 1992 with the hopes of making...
Best guesses about the new Tesla Model 3 people's car,31 Mar 2016,"The rumor mill spins up as the clock spools down to the Tesla Model 3 introduction. Expect to wait a year and a half to take delivery: late 2017,..."
4 Ways Tesla Screwed Up With The Model X,24 Feb 2016,"2. It's far too complicated ... The Model X could have been a quick and easy extra model for the Tesla range, but Musk got carried away. While the Model X doesn't..."
The most important things you need to know before driving a Tesla for the first time,22 Jan 2016,The most important things you need to know before driving a Tesla for the first time · “The car weighs over 2 tonnes. · “The rear camera is your best friend...
The Cost of Selling Your Tesla and Buying a Newer Model,24 Jan 2016,"This is a heck of a lot better than the original formula, but I've still used 48% of the original value in less than 2 years. At this trade in value, the..."
Tesla says it won't announce two vehicles in March [Updated],28 Jan 2016,A slide from a Tesla presentation in Hong Kong shows two designs.
The Truth about Tesla Motors | Lawrence J. McQuillan,28 Jan 2016,"During a January 19th panel discussion at the Federal Trade Commission (FTC), Tesla Motors general counsel Todd Maron said: “We make money from one thing:..."
"Tesla is now ~80% vertically integrated, says Goldman Sachs after a Tesla Factory visit",26 Feb 2016,"Most notably, Archambault writes in his report that they see Tesla as now being about 80% vertically integrated, which is rare in the automotive industry where..."
No 3-peat for Tesla Model S,23 Feb 2016,"WASHINGTON - German luxury automaker Audi on Tuesday topped the annual ranking of new vehicles by influential U.S. magazine Consumer Reports, which dropped..."
"Tesla Model 3 deposit is $1,000",11 Feb 2016,"You will be able to reserve Tesla's next car for just $1,000 ... You will be able to claim Tesla's next car for a deposit of just $1,000. Advertisement. CEO Elon..."
"With Model 3, it's make or break for Tesla",31 Mar 2016,"On Thursday night, at an invitation-only, Hollywood-style premiere on his SpaceX campus in Hawthorne, Elon Musk and his Tesla team will unveil their latest."
"Tesla unveils Model 3 to fanfare; 115,000 pre-orders",31 Mar 2016,"CEO Elon Musk says Model 3 to start at $35,000; go into production late 2017 ... Tesla Motors Inc. is looking to bring the best characteristics of its critically..."
