Headlines,Dates,Descriptions
Nvidia targets enterprise supercomputing - Hardware,16 Mar 2011,"Graphics card vendor Nvidia has set its sights on enterprise IT with GPU-based 'desktop supercomputers' costing upwards of $3,000. Nvidia targets enterprise..."
"Tesla Roadster Embarks On 3000km ""Oz Goes Electric"" Tour Of Australia",17 Mar 2011,"Electric carmaker Tesla is striking out for warmer climes this week as it drives from Melbourne's Sofitel Hotel to the 'sunshine state', Queensland."
8 Reasons Why Gearheads Shouldn't Hate Electric Cars,4 Mar 2011,"Of all those that electric cars have to impress, the toughest crowd to crack has to be gearheads. Brought up on a diet of power, speed, noise and passion,..."
Video: Tesla Model S Alpha Road Testing,19 Jan 2011,The Tesla Model S is running the first stage of development. Before it enters production it will have been thoroughly tested using both computer...
Fisker Charges Up With $150M for Luxury EV,22 Feb 2011,"With pioneering EV maker Tesla at a $2.07 billion market cap and a strong market reception for the Nissan Leaf and Chevy Volt, other EV aspirants and..."
Daimler's Herbert Kohler Optimistic About Fuel Cell Cars Getting Diesel-Cheap in the Next 2 Years,1 Feb 2011,The German automobile producer Daimler (the owner of the Mercedes brand) seems to be quite optimistic about the development of fuel cell cars in the near...
Mitsubishi Lancer Evolution May Take Different Form After 2013—If It Isn't Discontinued,4 Mar 2011,Rumors spread with the fervor and itchiness of an STD on a reality dating show this week after a high-ranking Mitsubishi official told a British journalist...
Tesla FSD Beta 11.4.1 Rolls Out to Public Testers: Here's What to Expect,11 Mar 2011,"Tesla's FSD Beta 11.4.1 update, boasting major architectural improvements, has now started to roll out to public testers."
Tesla Roadster On Sale In Australia,14 Jan 2011,Tesla Roadster 2.5 Approved For Sale In Australia ... Nearly a year on from American dynamo Tesla announcing that it would expand its reach into the Australian...
'Divorce Wars': Justine Musk Talks Split From Elon Musk,29 Mar 2011,Justine Musk On Ex Elon Musk: 'I Really Trusted My Husband'
Bringing life to inventor Nikola Tesla,9 Mar 2011,"With metal coils, Nikola Tesla made electricity dance through the air in wild, hyperactive arcs, which led many in the late 19th and early 20th centuries to..."
"OK for P-platers, but as fast as a Ferrari",27 Mar 2011,"P-PLATERS who drive smaller and economical cars are being charged a fee that does not apply to high-powered performance vehicles, including a new electric..."
Mar 2011: He'll get a charge out of it,2 Mar 2011,"Hey there, time traveller! This article was published 01/03/2011 (4747 days ago), so information in it may no longer be current."
Tesla to build 5 Series rival,11 Mar 2011,"The Tesla Roadster is a great idea, but its high price and limited range have restricted its appeal. It has put the Tesla name to the forefront of electric..."
"Tesla sue Top Gear over ""faked"" electric car race",30 Mar 2011,THE BBC's Top Gear programme is being sued by electric car manufacturer Tesla over claims that the show faked a race.
Family members speak out about missing mother,27 Feb 2011,By Holly Brantley - bio...
"BMW Plans to Manufacture At Least 30,000 i3 Electric Cars",28 Feb 2011,German car maker BMW has recently announced that it plans to sell around 30000 units of its i3 electric car in order to serve the growing market.
"Spy Shots: 2012 Mercedes ML Nearly Camo-Free, Interior Spotted Too",18 Mar 2011,"Just a few days ago, one of our readers grabbed snaps of the next-gen Mercedes Benz ML (and if you click over to that article, you can read the details on..."
What are the safest cars for 2011?,23 Jan 2011,The Tesla Model S is a four-door electric sedan set for sale in 2012. It'll go 300 zero-emission miles (482.8 km) on one charge and get to 96.5 km/h in 5.6...
New technology making nonsense of VicRoads' P-plater car restrictions,28 Mar 2011,VicRoads is recommending P-platers jump behind the wheel of a race-ready Lotus or an electric supercar that's as fast as a $900000 Ferrari.
Fisker begins Karma production in Finland,21 Mar 2011,"Fisker Automotive Inc. has begun making the $88000 Karma plug-in car, aiming to get its first production vehicles to U.S. and European dealers by nex."
"BMW Announces i Brand, i3 and i8 Models – News &ndash",22 Feb 2011,The BMW i brand will focus on efficiency and next-generation communications technology. Read about the i brand and the new i3 and i8 models at Car and...
Watts up: A stampede of new electric cars,6 Mar 2011,You can count the number of electric vehicle and plug-in hybrid models being sold to consumers today on two hands--and have several fingers left over.
FAIL: U.K. Meter Maid Tickets Electric Car While it Charged,24 Mar 2011,Police traffic and parking control officers have an important job: they help keep traffic flowing in major cities and also ensure that cars are parked...
Dave Rude Has No Problem With His Band Being a 'Power Trio',23 Jan 2011,"Guitarist Dave Rude juggles three jobs these days. He fronts the Dave Rude Band, he's the youngest member of Tesla and he is also a guitar teacher."
