Headlines,Dates,Descriptions
Tesla is disrupting the car battery industry,4 Apr 2023,Tesla has ramped up battery production in the US in recent months. Its $2.9bn order to South Korea's L&F to supply it with battery materials — instead of fully...
"Tesla Models S, X unavailable in some Asia-Pacific countries including Singapore",30 Apr 2023,"TESLA'S Model S and Model X were not available for order in some Asia-Pacific countries, including Australia, Thailand, Singapore and New Zealand,..."
"Tesla cuts prices of Model 3, Model Y vehicles in Singapore",14 Apr 2023,"TESLA has cut prices of its Model 3 and Model Y vehicles in Singapore between 4.3 per cent and 5 per cent, its website showed on Friday (Apr 14)."
"Tesla's China-made EV sales rose 2.4% in May from April, CPCA says",5 Jun 2023,"U.S. automaker Tesla Inc delivered 77695 China-made electric vehicles (EVs) in May, a 2.4% jump from April, data from the China Passenger Car Association..."
"Tesla reports 422,875 deliveries for first quarter of 2023",2 Apr 2023,"Tesla reports 422,875 deliveries for first quarter of 2023 · Tesla posted its first-quarter vehicle production and deliveries report for 2023 on Sunday."
"Tesla cuts prices of Model 3, Model Y vehicles in Singapore",14 Apr 2023,"SINGAPORE: Tesla Inc has cut prices of its Model 3 and Model Y vehicles in Singapore by between 4.3 per cent and 5 per cent, its website showed on Friday..."
"Tesla set to report record quarterly vehicle deliveries, fueled by incentives",30 Jun 2023,"Tesla is set to report record vehicle deliveries, after the top electric vehicle maker increased discounts and other incentives to boost sales in the face..."
"Report: ‘massive’ Tesla leak reveals data breaches, thousands of safety complaints",26 May 2023,"Tesla has failed to adequately protect data from customers, employees and business partners and has received thousands of customer complaints regarding the..."
Is Tesla Stock A Buy As It Regains Traction?,17 Apr 2023,"According to the IBD Stock Checkup tool, Tesla has a Composite Rating of 84 out of 99. When choosing growth stocks with the biggest potential gains, based on..."
[UPDATED] Tesla announces price reductions across its range in Singapore - Online Car Marketplace for Used & New ...,14 Apr 2023,"Tesla Singapore has announced a price update for its models in Singapore, with prices being reduced by up to 5 percent. The most affordable Tesla is now the..."
Elon Musk and Texas Gov. Greg Abbott break ground on Tesla lithium refinery,8 May 2023,"Elon Musk and Texas Gov. Greg Abbott break ground on Tesla lithium refinery · Tesla broke ground on a lithium refinery it plans to build in Corpus Christi,..."
Elon Musk warns shareholders next 12 months will be challenging for Tesla as U.S. banks ‘on their way to the cemetery’ pull car loan financing,17 May 2023,Elon Musk warns shareholders next 12 months will be challenging for Tesla as U.S. banks 'on their way to the cemetery' pull car loan financing ... Tesla CEO Elon...
"Tesla resumes US orders for a Model 3 version at lower price, range",3 May 2023,"Tesla Inc has resumed taking orders for its Model 3 long-range vehicle in the United States, the company's website showed late on Tuesday, after a temporary..."
Tesla's new car-making process stokes debate among industry experts,15 May 2023,"Tesla's new vehicle-assembly system ignited a debate on whether CEO Elon Musk's so-called unboxed process is radical, revisionist or derivative - or all of..."
How Much Will It Cost To Buy And Own The Tesla Model 3 In Singapore?,24 Apr 2023,"Based on information from Tesla's sales portal, we can see that the Standard Range Plus Model 3 will cost $104,754 (before COE). The Model 3 Performance variant..."
Elon Musk: Tesla boss on first China trip in over three years,30 May 2023,"Elon Musk: Tesla boss on first China trip in over three years ... Reuters Elon Musk gets in a Tesla car as he leaves a hotel in Beijing, ... Tesla chief executive..."
Elon Musk: Tesla to build new battery factory in Shanghai,9 Apr 2023,Elon Musk: Tesla to build new battery factory in Shanghai ... Elon Musk's electric car company Tesla says it is expanding in China as it builds a new factory to...
Tesla shares finally snap record 13-day win streak that added $200 billion in value,14 Jun 2023,"Tesla's record 13-day streak of gains finally came to an end on Wednesday, as the stock closed down just a smidgen after a stretch that saw the U.S...."
Elon Musk's embrace of advertising at Tesla grabs marketers' attention,18 May 2023,"With Elon Musk outlining plans for Tesla Inc to use traditional advertising for the first time, viewers might see the electric-vehicle maker's Model Y..."
The Tesla Model Y is now the world's bestselling car,26 May 2023,"The Tesla Model Y is the world's bestselling car, the first-ever EV to do so after defeating the Toyota RAV4 and Corolla in global sales rankings in the..."
Tesla to use iron-based batteries in Semi electric trucks and affordable electric car,6 Apr 2023,"Tesla Inc said it plans to expand the use of cheaper, iron-based batteries to a version of its Semi heavy electric trucks and an affordable electric..."
Tesla's China expansion hits speed bump amid industry overcapacity,16 Jun 2023,"Tesla's ambitious plan to boost auto production in Shanghai, its most valuable plant globally, hinges on China's approvals to develop 70 hectares (172..."
Tesla Stops Short of Committing to India Plant in Renewed Talks,19 May 2023,A delegation of Tesla Inc. executives to India discussed the possible local sourcing of components and incentives but stopped short of proposing to build...
GM tries to catch Tesla by following its supply chain playbook,18 Jun 2023,"GM tries to catch Tesla by following its supply chain playbook ... Roula Khalaf, Editor of the FT, selects her favourite stories in this weekly newsletter."
Tesla to feel commodity cost pain until second half of 2023,20 Apr 2023,"A recent pullback in commodity prices will aid Tesla Inc's bruised margins only in the second half of the year, signalling more near-term pain for the..."
Tesla nominates co-founder JB Straubel to board,6 Apr 2023,Tesla Inc on Thursday nominated co-founder and former Chief Technology Officer JB Straubel to the board at a time when some investors have expressed concern...
Elon Musk wrapped up his first visit to China in years. Here's what the Tesla CEO was up to,1 Jun 2023,Elon Musk last visited China in 2020...
Tesla says prices will continue to 'evolve',19 Apr 2023,"Tesla says prices will continue to 'evolve' ... Tesla says it has no plans to stabilise the prices of its popular electric vehicles, despite repeated price cuts..."
"Tesla 'serious' on establishing India production, innovation base, minister says",19 May 2023,"Tesla Inc is ""serious"" about its plans to establish a manufacturing base in India, the country's deputy minister for technology told Reuters in an interview..."
"China was top market for Tesla Model Y, world's best-selling car in Q1",30 May 2023,"China was the biggest market for Tesla's Model Y electric sport utility vehicles, helping it become the world's top selling vehicle in the first quarter of..."
"Confessions of an EV/Tesla Fanboy: Who’s Dumber, Me or My Tesla?",13 Apr 2023,"Using Tesla's Traffic Aware Cruise Control, I observe that my Tesla slows down for slower moving cars and automatically stops behind the car in front of me at..."
"Elon Musk teases two new EVs, says Tesla is already building one",16 May 2023,"Tesla CEO Elon Musk teased two new electric vehicles at its annual shareholder meeting and said the automaker is ""building a new product."""
Tesla sales again fall short of production,3 Apr 2023,"Tesla reported a modest 4% rise in sales in the first quarter compared to the final three months of last year, despite a series of price cuts on its lower..."
"Tesla Stock Vs. BYD Stock As Of May 3, 2023",3 May 2023,"Tesla Vs. BYD Market Cap. In terms of market cap, Tesla stock vs. BYD stock is still lopsided. Tesla is worth $509 billion as of May 3, off its peak valuation..."
"Price Cuts Boost Tesla Revenue in Q1, Profit Slumps Compared to 2022 - Counterpoint",21 Apr 2023,"Tesla's Q1 2023 deliveries stood at 422,875 vehicles globally and registered a total revenue of $23.3 billion, a YoY increase of almost 25%. With Tesla..."
Tesla’s humanoid robot can pick things up and put them down,16 May 2023,"Tesla's revealed a new video of its humanoid robot, Optimus, and it shows a bunch of them walking together slowly but with less stumbling."
"Tesla's carbon footprint is finally coming into focus, and it's bigger than the company let on in the past",26 Apr 2023,"Last year, the company only disclosed how much greenhouse gas pollution it generated from its direct operations and from customers charging their EVs."
Rivian to adopt Tesla's charging standard in EVs and chargers,20 Jun 2023,"Electric vehicle maker Rivian said on Tuesday it will adopt Tesla's charging standard, giving Rivian customers access to the biggest U.S. charging network..."
Why are other automakers chasing Tesla's 'Gigacasting'?,14 Jun 2023,"Toyota Motor said this week it will adopt a technology Tesla pioneered known as ""Gigacasting"" as part of a strategy by the Japanese automaker to improve the..."
Dutch watchdog looking into alleged Tesla data breach,26 May 2023,"Germany's Handelsblatt reported on Thursday that Elon Musk's Tesla (TSLA.O) , opens new tab had allegedly failed to adequately protect data from customers,..."
"Tesla held talks with India on auto incentives, battery making",18 May 2023,"Tesla Inc has held discussions with officials about incentives being offered by India for car and battery manufacturing, said a person with direct knowledge..."
Tesla CEO Elon Musk Is Betting the Farm on a Product That Doesn't Work Yet,1 May 2023,"Musk has said FSD has value worth paying for because, one day, it will take over all driving tasks in certain situations. The most bullish Tesla investors, such..."
Elon Musk’s brother Kimbal dumps $17 million worth of Tesla shares on the market,6 Apr 2023,"Elon Musk's brother Kimbal dumps $17 million worth of Tesla shares on the market ... Elon Musk's younger brother Kimbal, a director on Tesla's board, sold 100,000..."
Tesla returns to S&P 500 ESG index with more environmental disclosures,21 Jun 2023,"Tesla Inc has returned to the S&P 500 ESG index, the sustainable investing-focused market index, after the electric car maker added environmental..."
Tesla cuts more prices in a bid to spur demand,14 Apr 2023,Tesla cut the prices of its Model 3 and Model Y cars by about 10% each in Japan for the first time since 2021. The price for the Model 3 rear-wheel drive...
Hyundai Ioniq 6 review: a Tesla Model 3 fighter with art deco style,2 May 2023,"The 2023 Hyundai Ioniq 6 is a sleek, stylish electric sedan that is likely the best direct competitor to the Tesla Model 3. And with a range of up to 361..."
Tesla increases prices of expensive models as fears rise over profits,21 Apr 2023,Tesla increases prices of expensive models as fears rise over profits ... Simply sign up to the Automobiles myFT Digest -- delivered directly to your inbox. Tesla...
"The $25,000 electric vehicle is coming, with big implications for the auto market and car buyers",16 Apr 2023,The $7500 tax credit for electric vehicles isn't the only way EV prices are coming down for auto buyers.
Tesla employees reportedly passed around personal videos from owners' cars,6 Apr 2023,"The videos, which were reportedly shared via Tesla's internal messaging systems from 2019 through 2022, were recorded on the cameras that come mounted on Tesla..."
Tesla will have to fix almost every car it’s ever sold in China because of a braking defect,12 May 2023,Tesla will have to fix almost every car it's ever sold in China because of a braking defect ... Customers learn about the Tesla Model Y at a Tesla store in Yantai...
The Subtle Strategy Behind Elon Musk's Price Cuts at Tesla,29 Apr 2023,"Mr. Musk is betting that his race to develop driverless car technology will allow him to upend the fundamentals of the car business, saying that losses in..."
Elon Musk has gotten over his aversion to advertising Tesla’s cars and plans to finally dabble ‘and see how it goes’,16 May 2023,Elon Musk has gotten over his aversion to advertising Tesla's cars and plans to finally dabble 'and see how it goes' ... Elon Musk. ... Tesla Inc. Chief Executive...
How Tesla Accidentally Made A Profitable Charging Business,15 Jun 2023,"Nevertheless, charging could become a significant source of revenue for the company. A recent analysis from investment bank Piper Sandler & Co. found that a..."
"Tech, Tesla Problematic In J.D. Power Initial Quality Study, Stellantis Shines",22 Jun 2023,"Overall vehicle initial quality declined, technology continued to rankle new car owners, several EV brands did poorly in the 2023 J.D. Power Initial Quality..."
Hyundai to consider joining Tesla's North American charging standard alliance,20 Jun 2023,"Hyundai Motor will consider making its vehicles more readily compatible with the charging standard Tesla is pushing for in North America, the South Korean..."
Tesla cuts U.S. prices for sixth time this year ahead of first-quarter results,19 Apr 2023,"Tesla cut the prices of its Model Y ""long range"" and ""performance"" vehicles by $3000 each and that of its Model 3 ""rear-wheel drive"" by $2000 to $39990."
"GM to use Tesla charging network, joining Ford in leveraging the EV leader's tech",8 Jun 2023,"GM to use Tesla charging network, joining Ford in leveraging the EV leader's tech ... DETROIT — General Motors will follow crosstown rival Ford Motor in..."
Tesla shareholder group complains Elon Musk is too distracted to run company,21 Apr 2023,"A group of progressive Tesla shareholders want the company's board of directors to make CEO Elon Musk concentrate more on one of his many jobs,..."
Elon Musk cutting the price of your Tesla might have worked. First-quarter vehicle sales were up 36%.,2 Apr 2023,Elon Musk cutting the price of your Tesla might have worked. First-quarter vehicle sales were up 36%. ... Tesla CEO Elon Musk. ... Tesla's first-quarter vehicle...
"GM embraces Tesla's EV charging system, Wall Street cheers",9 Jun 2023,General Motors will join Ford in adopting Tesla's North American charging plug standard and give GM electric-vehicle buyers access to the Tesla Supercharger...
Hyundai Accelerates From Budget Brand to Tesla Competitor - WSJ,22 May 2023,"That the Hyundai Ioniq 6 took inspiration from the Stout Scarab is one example of how the company is leaning on design to set it apart from rivals. Lee, the..."
21 Tesla features that make it unlike any other car,16 Jun 2023,21 Tesla features that make them unlike any other electric cars · 1. Autopilot · 2. Caraoke · 3. Bioweapon defense mode · 4. Touchscreen · 5. Streaming and...
Excess Supply Shows That Tesla Is Just Another Car Company,26 Apr 2023,"And in fact, for much of the past few years, demand for Tesla vehicles was so high that the company couldn't produce enough vehicles to fill orders. But without..."
Tesla (TSLA) Resumes Orders for Model 3 Long Range After Backlog,3 May 2023,"Tesla Inc. has resumed taking orders for its Model 3 Long Range edition with a starting price of $47240, according to its website."
Elon Musk’s swelling inventories of unsold Tesla cars have Wall Street worried,3 Apr 2023,"Even by Tesla's own count, the number of cars in stock is reaching levels not seen since 2020—despite the generous use of rebates to entice buyers."
Tesla lawyers claim Elon Musk's past statements about self-driving safety could just be deepfakes,27 Apr 2023,Tesla's lawyers have attempted to use the 'deepfake defense' to discount past statements by Elon Musk about the safety of the automaker's driver assist...
How Tesla Accidentally Made A Profitable Charging Business,15 Jun 2023,"Nevertheless, charging could become a significant source of revenue for the company. A recent analysis from investment bank Piper Sandler & Co. found that a..."
Tesla offers China-made electric vehicles for sale in Canada,22 May 2023,"Tesla is listing China-made Model 3 and Model Y models for sale in Canada, the company's website showed on Tuesday, confirming the electric car maker has..."
Elon Musk and Tesla break ground on massive Texas lithium refinery,9 May 2023,Tesla Inc on Monday broke ground on a Texas lithium refinery that CEO Elon Musk said should produce enough of the battery metal to build about 1 million...
"Soros Fund Management cut Tesla stake, added Netflix in 1st quarter",12 May 2023,"Soros Fund Management, the family office of billionaire George Soros, slashed its stakes in electric vehicle makers Tesla Inc and Rivian Automotive in the..."
"Tech, Tesla Problematic In J.D. Power Initial Quality Study, Stellantis Shines",22 Jun 2023,"Overall vehicle initial quality declined, technology continued to rankle new car owners, several EV brands did poorly in the 2023 J.D. Power Initial Quality..."
Hyundai to consider joining Tesla's North American charging standard alliance,20 Jun 2023,"Hyundai Motor will consider making its vehicles more readily compatible with the charging standard Tesla is pushing for in North America, the South Korean..."
Tesla cuts U.S. prices for sixth time this year ahead of first-quarter results,19 Apr 2023,"Tesla cut the prices of its Model Y ""long range"" and ""performance"" vehicles by $3000 each and that of its Model 3 ""rear-wheel drive"" by $2000 to $39990."
Elon Musk says he'll likely pick a new Tesla factory location by the end of the year—and confirms India is 'absolutely' an ...,24 May 2023,Elon Musk says he'll likely pick a new Tesla factory location by the end of the year—and confirms India is 'absolutely' an interesting option ... Tesla may...
"GM to use Tesla charging network, joining Ford in leveraging the EV leader's tech",8 Jun 2023,"GM to use Tesla charging network, joining Ford in leveraging the EV leader's tech ... DETROIT — General Motors will follow crosstown rival Ford Motor in..."
Tesla shareholder group complains Elon Musk is too distracted to run company,21 Apr 2023,"A group of progressive Tesla shareholders want the company's board of directors to make CEO Elon Musk concentrate more on one of his many jobs,..."
Elon Musk cutting the price of your Tesla might have worked. First-quarter vehicle sales were up 36%.,2 Apr 2023,Elon Musk cutting the price of your Tesla might have worked. First-quarter vehicle sales were up 36%. ... Tesla CEO Elon Musk. ... Tesla's first-quarter vehicle...
"GM embraces Tesla's EV charging system, Wall Street cheers",9 Jun 2023,General Motors will join Ford in adopting Tesla's North American charging plug standard and give GM electric-vehicle buyers access to the Tesla Supercharger...
21 Tesla features that make it unlike any other car,16 Jun 2023,21 Tesla features that make them unlike any other electric cars · 1. Autopilot · 2. Caraoke · 3. Bioweapon defense mode · 4. Touchscreen · 5. Streaming and...
EV maker Rivian to adopt Tesla's charging standard,20 Jun 2023,"Electric vehicle maker Rivian said it has agreed to adopt Tesla's charging standard, giving customers access to the biggest U.S. charging network."
Tesla Drops Model Y Starting Price Below the Average US Vehicle,25 Apr 2023,"At $46,990, the base Model Y now costs $759 less than the average amount paid for a car or truck in the US. The differential between these figures has changed..."
"Why I Quit My Job and Condo, Moved Into a Tesla to Travel the Country",24 Jun 2023,Stephanie Virovec moved into her Tesla in the summer of 2022. She's been using TikTok to share the truth behind her alternative lifestyle.
"Huge Tesla leak reveals thousands of safety concerns, privacy problems",26 May 2023,"A Tesla employee gave more than 100GB of data to Germany's Handelsblatt. ... The German publication Handelsblatt is in possession of more than 23,000 internal..."
"Elon Musk warns of tough economy, says Tesla not immune",16 May 2023,"“Tesla is not immune to the global economic environment. I expect things to be just at a macroeconomic level difficult for at least the next 12 months,” said..."
A Leaked Tesla Report Shows the Cybertruck Had Basic Design Flaws,8 Jun 2023,"A Leaked Tesla Report Shows the Cybertruck Had Basic Design Flaws. The “alpha” version of the EV company's first pickup had problems with braking, handling,..."
"Tesla history: founders, when and how it started, timeline",22 Jun 2023,"2003 ... In July, Tesla Motors is founded by a group of Silicon Valley engineers. While Elon Musk, Tesla's current CEO, has led Tesla for the majority of its..."
Modi in US: Elon Musk says Tesla to come to India 'as soon as possible',20 Jun 2023,The Indian prime minister met Mr Musk on Tuesday during his three-day state visit to the US.
Elon Musk Teases Consumers with Three New Tesla Models,6 Apr 2023,"A little over a month after the investor day, Tesla has just suggested that it has three new vehicles on the works. The first appears to be a compact car, while..."
Why Tesla keeps making the Model S and X even as sales dwindle,3 May 2023,"Production ramped up slowly, but by 2017, Tesla was selling more than 100,000 a year of the Model S and its SUV sibling, the Model X. But once the Model 3 and..."
My First EV — Part IV: 2023 Chevy Bolt EUV or 2020 Tesla Model 3?,6 May 2023,"So, if you are in the market for an EV, what should you choose? The Model 3 starts at $40,000. The Bolt EUV starts at $27,000. So, probably in the end, the..."
Have we reached peak Tesla?,5 Jun 2023,Tesla ranks No. 50 on the 2023 Fortune 500 list. The company brought in $81.5 billion in revenues last year.
Billionaire Brings Tesla Autopilot Rebuke,25 Jun 2023,"The real challenge came after their talk, when the two men got into a Tesla Model S and tested its Full Self-Driving (FSD) software—a purportedly autonomous or..."
Tesla's Magnet Mystery Shows Elon Musk Is Willing to Compromise,1 May 2023,"Colin Campbell, an executive in Tesla's powertrain division, announced that his team was expunging rare-earth magnets from its motors, citing supply chain..."
What Tesla charging partnerships with Ford and GM mean for the EV industry,9 Jun 2023,"Tesla struck agreements with GM and Ford to grant their EV owners access to Tesla Superchargers, and to eventually integrate Tesla's charging tech into GM and..."
Elon Musk likens billionaire George Soros to X-Men supervillain Magneto after he dumps Tesla stock,16 May 2023,"Elon Musk likens billionaire George Soros to X-Men supervillain Magneto after he dumps Tesla stock ... Elon Musk attacked billionaire philanthropist George Soros,..."
"Tesla future models coming out: The Roadster, Cybertruck, Semi",14 Jun 2023,"Tesla future models include the Roadster, Semi, and Cybertruck. Here's what's coming in 2023. ... By clicking “Sign Up”, you accept our Terms of Service and..."
"Eat Your Heart Out, Tesla. Mercedes-Benz May Have the Fastest EV Yet.",16 Jun 2023,"If so, it will be ultra-fast, and feature three or four of the super-thin electric motors from Yasa, the British company acquired by Mercedes-Benz in 2021. An..."
"Tesla workers shared images from car cameras, including “scenes of intimacy”",6 Apr 2023,"Employees who label data for Tesla ""shared screenshots, sometimes marked up using Adobe Photoshop, in private group chats on Mattermost, Tesla's internal..."
"Huge Tesla leak reveals thousands of safety concerns, privacy problems",26 May 2023,"A Tesla employee gave more than 100GB of data to Germany's Handelsblatt. ... The German publication Handelsblatt is in possession of more than 23,000 internal..."
"Elon Musk warns of tough economy, says Tesla not immune",16 May 2023,"“Tesla is not immune to the global economic environment. I expect things to be just at a macroeconomic level difficult for at least the next 12 months,” said..."
A Leaked Tesla Report Shows the Cybertruck Had Basic Design Flaws,8 Jun 2023,"A Leaked Tesla Report Shows the Cybertruck Had Basic Design Flaws. The “alpha” version of the EV company's first pickup had problems with braking, handling,..."
"Tesla history: founders, when and how it started, timeline",22 Jun 2023,"2003 ... In July, Tesla Motors is founded by a group of Silicon Valley engineers. While Elon Musk, Tesla's current CEO, has led Tesla for the majority of its..."
Modi in US: Elon Musk says Tesla to come to India 'as soon as possible',20 Jun 2023,The Indian prime minister met Mr Musk on Tuesday during his three-day state visit to the US.
Elon Musk Teases Consumers with Three New Tesla Models,6 Apr 2023,"A little over a month after the investor day, Tesla has just suggested that it has three new vehicles on the works. The first appears to be a compact car, while..."
"Tesla, Dominant in US Charging, Invites Ford, GM EVs to Power Up",11 Jun 2023,"— announced they will partner with Tesla on charging. In both cases, Ford and GM customers can buy a Tesla-made adapter that will allow them to access more than..."
Why Tesla keeps making the Model S and X even as sales dwindle,3 May 2023,"Production ramped up slowly, but by 2017, Tesla was selling more than 100,000 a year of the Model S and its SUV sibling, the Model X. But once the Model 3 and..."
My First EV — Part IV: 2023 Chevy Bolt EUV or 2020 Tesla Model 3?,6 May 2023,"So, if you are in the market for an EV, what should you choose? The Model 3 starts at $40,000. The Bolt EUV starts at $27,000. So, probably in the end, the..."
Have we reached peak Tesla?,5 Jun 2023,Tesla ranks No. 50 on the 2023 Fortune 500 list. The company brought in $81.5 billion in revenues last year.
How a chance encounter with Tesla employees saved my 9-hour road trip,11 May 2023,How a chance encounter with Tesla employees saved my 9-hour road trip · Power down the car (there is a power down option under the “service” menu) · Open the...
5 Electric Cars You Can Buy In Singapore Cheaper Than The Model 3,9 May 2023,"Electric Cars You Can Buy In Singapore (That Are Cheaper Than The Tesla Model 3) · #1 MG ZS Electric – $82,888 (W/O COE). · #2 Nissan Leaf – $184,800 · #3 BYD..."
White House welcomes Tesla to take advantage of federal dollars for chargers,9 Jun 2023,The White House on Friday said electric-vehicle charging stations using Tesla standard plugs would be eligible for billions of dollars in federal subsidies...
Tesla models compared: How to tell the electric vehicles apart,26 Jun 2023,"Tesla models comparison: Each model side-by-side and what sets the EVs apart · From least to most expensive, the Tesla models are Model 3, Model Y, Model S, and..."
"Tesla's U.S. electric vehicle market share will drop to 18% by 2026, BofA estimates",15 Jun 2023,"Tesla's U.S. electric vehicle market share will drop to 18% by 2026, BofA estimates · Tesla's share of the U.S. electric vehicles market will drop to 18% by..."
Tesla’s camera spying scandal isn’t just a Tesla problem,6 Apr 2023,"Tesla's cameras are reportedly spying on customers, but it's not just a Tesla problem. Tesla employees watching drivers through their cameras is a glimpse of..."
Tesla Sales Rose in the First Quarter,2 Apr 2023,"The company delivered 310,000 vehicles in the first quarter of 2022. The 36 percent increase from a year ago “indicates that demand for E.V.s remains strong,..."
Chinese EV giant BYD surpasses Tesla but struggles to enter U.S.,14 Jun 2023,"Chinese EV giant BYD overtakes Tesla, but can it crack the U.S. market? ... Thai YouTube star Jo Chirawatt recently took two of the best-selling electric cars in..."
Tesla hacker discovers secret “Elon Mode” for hands-free Full Self-Driving,20 Jun 2023,Tesla software hacker @greentheonly has found an “Elon Mode” driving feature that allows Full Self-Driving to work without requiring that the driver's hands...
This Futuristic Tesla Competitor Is Vrooming for Attention,2 Jun 2023,"The Lucid Air has huge interior space ... There are, of course, many parallels between Lucid and Tesla. Both build attractively styled high-performance sedans..."
Tesla Is About to Rule Our EV Future,15 Jun 2023,"Tesla's Magic Has Been Reduced to Its Chargers. Ford and GM are turning to Tesla's charging connectors, giving the company more influence over our EV future."
"Ford's CEO Sees Car Prices Dropping 5%, Putting Pressure on Tesla",22 May 2023,"Ford Motor Co. expects auto prices to fall by more than 5% this year and next as dealer inventories grow, and the competitive pressure will take a toll on..."
Tesla's Profit Dropped Sharply in First Quarter as It Cut Prices,19 Apr 2023,Tesla's Profit Dropped Sharply in First Quarter as It Cut Prices. The electric carmaker has reduced prices by thousands of dollars this year to bolster demand...
Tesla Inside: How Elon Musk could control more of the EV industry,23 Jun 2023,Tesla Inside: How Elon Musk could control more of the EV industry ... The auto industry's quick adoption of Tesla's electric vehicle (EV) charging standard has...
Tesla wins lawsuit that blamed Autopilot for crash,21 Apr 2023,"Tesla has won a lawsuit that tried to blame the company's Autopilot driver assist software for a 2019 crash, Reuters reports. The jurors in the case found..."
Tesla's dominance fades as EV adoption grows,5 Apr 2023,"Since January 2022, for example, Tesla's share of the EV market fell from 72% to 54% — and it will likely slide below 50% in the next month or two, says Tom..."
Elon Musk says Tesla will focus on LFP batteries to cut EV costs,7 Apr 2023,"Elon Musk says Tesla will use less-expensive lithium iron phosphate batteries in a coming low-cost small EV, a short-range version of the Semi truck,..."
BYD nears Tesla gross profit margin as it launches cheap Seagull mass market EV,29 Apr 2023,Tesla's main competitor BYD reported 400% rise in profits compared to the same quarter last year and a gross margin very near to what Tesla reported for Q1.
Elon Musk says Tesla's market cap is directly tied to whether it solves autonomous driving,16 Jun 2023,Tesla CEO Elon Musk thinks the automaker's market capitalization is directly tied to whether the automaker is able to solve autonomous driving.
"Tesla employees shared private footage from customers' cars, lawsuit says",8 Apr 2023,"Tesla workers shared, mocked drivers' car camera footage, lawsuit says ... Tesla employees internally shared private, sometimes embarrassing photos and videos..."
Tesla might have just released its first-ever ad,23 May 2023,"Tesla has released what is possibly its first-ever commercial, a week after Elon Musk announced the company was going to “try a little advertising and see..."
Tesla Model Y Was The World's Best-Selling Car In Q1 2023,25 May 2023,The numbers show the Tesla Model Y was the best-selling car in the world for the first quarter of 2023.
Global EV Production: BYD Surpasses Tesla,20 Apr 2023,"This graphic explores the latest EV production data for 2022, which shows BYD taking a massive step forward to surpass Tesla."
Mercedes-Benz's message for Tesla: 'We want to be most desirable electric vehicle luxury brand',28 May 2023,Mercedes-Benz's message for Tesla: 'We want to be most desirable electric vehicle luxury brand'. The German automaker is transitioning to an all-electric fleet...
Tesla Stock Forecast – Forbes Advisor - Investing,8 Jun 2023,"In a Nasdaq analysis of recommendations from 30 analysts, Tesla had a “buy” recommendation. Those analysts gave Tesla an average 12-month price target of..."
"Twitter has suspended the accounts of a prominent Tesla and Elon Musk critic, PlainSite founder Aaron Greenspan",15 Jun 2023,"Twitter suspended the accounts of PlainSite and its founder Aaron Greenspan, a prolific Tesla and Elon Musk critic, Tuesday afternoon."
Tesla May Have Already Won the Charging Wars,27 Jun 2023,"The combined clout of Tesla, G.M. and Ford effectively compels operators of charging networks to install Tesla plugs and may effectively render the C.C.S. plug..."
Renault criticises Tesla for cutting electric-vehicle prices,20 Apr 2023,Renault criticises Tesla for cutting electric-vehicle prices ... Simply sign up to the Electric vehicles myFT Digest -- delivered directly to your inbox. Renault...
"German authorities looking into possible data protection violations by Tesla, newspaper reports",25 May 2023,"Handelsblatt's report said the U.S. electric car manufacturer has failed to adequately protect data from customers, employees and business partners, citing 100..."
"Teslas are cheaper than ever, challenging the whole industry",14 Jun 2023,"You can get a Tesla Model Y for less than the average car. The company is sacrificing profits to sell more EVs at lower prices. So far, it's working."
"Tesla's Optimus robot is learning to navigate, sense and pick things up",18 May 2023,"Tesla's Optimus robot is learning to navigate, sense and pick things up."
Don't want a Tesla? Here are your top 5 EV options,17 Apr 2023,"Don't want a Tesla? Here are your top 5 EV options · The cheap EV - Chevrolet Bolt EUV · The trusty sedan - Polestar 2 · America's choice, the SUV - Ford..."
Ford EVs will use Tesla's charging plug starting next year,25 May 2023,"Ford and Tesla's deal for electric vehicle charging means upcoming Fords will use Tesla's NACS charging plug and that soon, Ford EVs will be able to..."
Two Of The World's Richest Men Loaded Up On The Exact Same Stock,21 Jun 2023,What do two of the world's richest billionaires have in common? They both own huge stakes in the same S&P 500 stock: Tesla (TSLA).
"Tesla Model 3 After 3 Years: Costs, Battery Degradation, Pros & Cons",21 May 2023,"He also says the wind noise at higher speeds is pretty bad, but newer models are better insulated. Aside from one recall and a 12-volt battery replacement, his..."
Tesla to start advertising more,17 May 2023,"What to watch: In an interview with CNBC following the shareholders meeting, Musk said his advertising strategy is not ""fully formed,"" because it was something..."
Ford to bring Tesla’s charging tech into its future EVs,25 May 2023,Ford to bring Tesla's charging tech into its future EVs ... Ford has reached an agreement with rival Tesla that will give owners of Ford EVs access to more than...
Tesla Model Y is the first electric vehicle to be the world’s best-selling car,27 May 2023,"For the first time ever, an all-electric vehicle — the Tesla Model Y — is now the world's bestselling car."
Tesla Sold $4.2 Billion in Model 3's to Hertz. The Strategy Behind It Is Worth Many Times More,25 May 2023,"When Hertz bought 100,000 Model 3's, Tesla's problems became Hertz's problems. In turn, Tesla effectively acquired a major stakeholder whose business depended..."
Lawsuit: Tesla must be punished for “tasteless” sharing of car-camera images,10 Apr 2023,"The lawsuit seeks compensatory and punitive damages in an amount to be determined at trial, and injunctions ""compelling Tesla's cessation of recording, viewing,..."
