Headlines,Dates,Descriptions
Tesla still won't tell us how many cars it's selling every month,3 Apr 2015,"There may be small changes to this delivery count (usually well under 1%), as Tesla only counts a delivery if it is transferred to the end customer and all..."
"Tesla says delivered record 10,030 cars in first quarter",3 Apr 2015,"(Reuters) - Tesla Motors Inc said it delivered a record 10030 cars in the first quarter, a 55 percent increase compared with the number of deliveries in the..."
How Elon Musk Could Make Tesla Animal Cruelty-Free,10 Jun 2015,"After reading that two shareholders have proposed that Tesla become the first animal cruelty-free automaker, my first thought was to scoff, but given the..."
Google almost bought Tesla when it had just two weeks of cash left,21 Apr 2015,"A deal was written. Musk demanded Google buy Tesla for $6bn with a $5bn sum for factory expansions, with guarantees that Google wouldn't simply break up the..."
The Philosophy Behind Elon Musk's Bid to Turn Tesla Into a Home Battery Maker,1 May 2015,"Musk certainly did not invent this approach, but the Tesla chief executive officer is perhaps the world's most devoted follower of this line of thinking. Case..."
Tesla's Model 3 will actually be two different cars,15 Jun 2015,"Tesla's third car, after the Model S sedan and the soon-to-arrive Model X SUV, is slated to hit in 2017 and be a mass-market electric vehicle priced around..."
Move Over Tesla: Samsung Jumps Into Driver's Seat On Electric Car Development,16 Jun 2015,"While we've yet to hear any rumors about a Samsung Galaxy car, the company has far and away the largest and broadest collection of patents in the automotive..."
Tesla Shareholders Want a Vegan Car | TIME,10 Jun 2015,Tesla Shareholders Want a Vegan Car ... Some owners of Tesla Motors shares want the electric car company to make its cars more ethical — by taking out the leather...
Tesla announces low-cost batteries for homes,1 May 2015,"The batteries, which will retail at $3,500 in the US, were launched on Thursday at a Tesla facility in California by the company's ambitious founder, Elon Musk,..."
How Tesla Plans To Lead The Connected Car Experience,18 May 2015,"Unlike other manufacturers' systems, the Tesla operating system is updated remotely with no need for the driver to visit a dealership. Instead new features and..."
Tesla Ventures Into Solar Power Storage for Home and Business (Published 2015),1 May 2015,"Tesla Motors says it is making a foray into the challenge of how to use the sun's energy when it isn't shining, with a fleet of battery systems for..."
Tesla Model S wins Australian Good Design Award,2 Jun 2015,The all-electric Tesla Model S produced by Tesla Motors has won this year's prestigious Good Design Awards.
Tesla's April Fools' joke got the stock to move,1 Apr 2015,Tesla's stock traded higher after the company announced a new product line. But it wasn't real.
What Tesla and Apple Both Know About Entering New Markets,12 May 2015,Tesla has the ability to leverage what I call ecosystem carryover: using existing positions in existing market spaces to jump-start a winning position in a new...
Musk approached Google on Tesla sale in 2013: book,20 Apr 2015,"Technology billionaire Elon Musk pursued a sale of struggling electric-car company Tesla to Google in 2013, according to an excerpt of a book published..."
Tesla's New Strategy Is Over 100 Years Old,19 May 2015,Elon Musk is taking a page from Thomas Edison's book.
Hong Kong Ex-Convict Becomes Billionaire With Tesla Dreams,30 Apr 2015,Hong Kong businessman Stephen Wong was once jailed for theft and fraud. He's now staging a comeback.
Why Tesla Won't Be Able to Scale,23 Apr 2015,"As Tesla attempts to scale, it's likely to discover that its internal impediments, combined with competitor responses, make it much harder than anticipated. The..."
Tesla's Elon Musk Lights Up Social Media With A TED Style Keynote,4 May 2015,Elon Musk introduces Tesla Energy in a format that resembles more of a TED talk than a traditional product launch. Musk's keynote offers leaders a blueprint for...
"Tesla-related stock shoots up 10,000% in hours",8 May 2015,"Some traders thought they could make some serious money Thursday on a Tesla-related penny stock, driving it up 10000% in a matter of hours."
Tesla Q1 Model S deliveries,3 Apr 2015,Tesla Model S sales rise 55% in Q1.
"Tesla Announces New $76,000 All-Wheel Drive Model S 70D",9 Apr 2015,"Tesla Motors is upgrading its entry-level Model S electric sedan with better performance, a longer range and all-wheel drive, among other features."
Elon Musk's growing empire is fueled by $4.9 billion in government subsidies,30 May 2015,"Los Angeles entrepreneur Elon Musk has built a multibillion-dollar fortune running companies that make electric cars, sell solar panels and launch rockets..."
Tesla hack targets Illinois family,29 Apr 2015,"The Strater family believes that they've been targeted by a teenage Finnish hacker, Julius Kivimaki, who has a history of hackings and cybermischief documented..."
Elon Musk almost sold Tesla to Google two years ago,20 Apr 2015,"As Tesla was on the downward slope, Elon Musk turned to his friend Larry Page, suggesting Google buy the company, plus $5 billion in factory expenses. It's..."
Tesla's battery-swapping plan isn't working out,27 Jun 2015,"Tesla's battery-swapping plan has a mere shadow of the promise it once showed ... In 2013, Elon Musk showed off Tesla's battery-swapping technology, which can..."
GM might actually be trying to put Tesla out of business,1 Jul 2015,"GM might actually be trying to put Tesla out of business ... In January, there was a lot of chatter at the Detroit Auto Show about how General Motors had unveiled..."
Why Tesla employees fear Elon Musk,15 May 2015,"Elon is incredibly difficult to work for, but it's mostly because he's so passionate. He can be impatient and say, 'God damn it! This is what we have to do!'"
Tesla's New Battery Doesn't Work That Well With Solar,6 May 2015,One of the reasons Tesla's Powerwall batteries don't make sense for many U.S. customers is the policy called net metering. These laws require utilities to buy...
"That time Tesla nearly failed, and investors had no idea",18 May 2015,"The 2013 cash crunch developed just a few months after Tesla's Model S sedan went on sale. Customers who put down a $5,000 deposit for the car were holding back..."
Tesla First-Quarter Car Deliveries Rise Above 10000,3 Apr 2015,"Deliveries over the first three months of 2015 came in 500 vehicles above Tesla's initial forecast, and represent a 55% rise over the same period a year earlier..."
Tesla's Powerpack proposes battery power for data centers,18 May 2015,"Scale from kWh to GWh. Larger organizations such as data centers will be more interested in the larger-capacity Tesla Powerpack, a 100 kWh battery storage..."
Should You Get a Tesla Home Battery? Let Physics Explain,1 May 2015,"However, maybe this is due to extra space in the Tesla battery. There is also a mass energy density (energy per unit mass). The Powerwall has a mass of 100 kg..."
Elon Musk's Space Dream Almost Killed Tesla,14 May 2015,"What stunned Robert Zubrin, the head of the group, was the reply from someone named Elon Musk, whom no one could remember inviting. “He gave us a check for..."
Tesla Model S review: the Model S P85D Reviews 2024,10 May 2015,"The P85D is, in effect, the performance version of Tesla's Model S. It's a four-wheel drive, all-electric saloon making - ready for this? - 691bhp, with a 0-..."
Why Tesla's Powerwall Is Just Another Toy For Rich Green People,1 May 2015,"Tesla says its 7 kwh Powerwall can cycle daily, while the 10 kwh system would cycle weekly. The cost of the battery is amortized over the total amount of..."
Top five takeaways from Elon Musk’s Tesla Energy reveal,1 May 2015,“Tesla's policy of open sourcing its patents will continue even with Powerwall and Powerpack and the gigafactory. And so we are hopeful that many others will...
'Consumer Reports': New Tesla has 'underwater mode',2 Jun 2015,"'Consumer Reports': New Tesla has 'underwater mode' ... A guest test drives Tesla Motors' new version of its Model S sedan, the. For a car known for its ""insane..."
"Review: Tesla's new Model S P85D—double your engines, double your fun",24 May 2015,"But at $130000 loaded, it's hard to overlook flaws—even if the car is McLaren F1-fast."
How Elon Musk decides who gets to be first to buy a new Tesla,15 May 2015,"Entrepreneur Konstantin Othmer told Vance that when he spotted a story in Wired that mentioned how Tesla planned to release a second version of its super-car,..."
Mattel Rolls Out Hot Wheels Tesla Model S for Fans Big and Small,18 Jun 2015,"Mattel Inc., the world's largest toymaker, has begun selling a miniature version of a Tesla Motors Inc. Model S as part of its Hot Wheels brand."
Elon Musk had an $11 billion deal in place to sell Tesla to Google in 2013,20 Apr 2015,"Elon Musk had an $11 billion deal in place to sell Tesla to Google in 2013 · From an excerpt published on Bloomberg: · In the first week of March 2013, Musk..."
Tesla's new batteries may be harder on the environment than you think,10 Jun 2015,"But even as Tesla's batteries promise to reduce tailpipe emissions, more direct environmental concerns surround the current boom in lithium-ion batteries. As..."
"Gigafactory, Engine For Tesla Model 3 Growth, 'Operational' Within A Year: Report",30 Jun 2015,"Tesla Gigafactory will supply batteries for the $35000 Model 3. (Credit: Tesla Motors) Progress on the Gigafactory is reportedly going according to plan,..."
Will Tesla's battery change the energy market?,1 May 2015,"When utilities need to manage loads on the grid, it is still cheaper for them to fire up gas turbines. The US Department of Energy estimates that for energy..."
Three Days In The Absolutely Insane Tesla Model S P85D,8 Apr 2015,"The short version: the P85D is a monster in disguise. It's insanely fast with power for days, yet quiet, comfortable, and spacious enough to be a daily driver."
Tesla upgrades the Model S,8 Apr 2015,Tesla upgrades the Model S ... Tesla is upgrading its Model S in the latest move to make the high-end sedan stand out in an increasingly competitive luxury car...
Why Tesla’s grid batteries will use two different chemistries,18 May 2015,"In contrast, Musk said that Tesla will use a lithium-ion battery with a nickel, manganese, cobalt oxide cathode for its grid battery. Called an NMC battery,..."
Tesla is now selling used electric cars for lower prices,4 May 2015,"Share this story ... Elon Musk now sells used cars. The billionaire's electric car company, Tesla Motors, quietly launched a pre-owned vehicle program at the end..."
How Tesla's Batteries Will Power Your Home,1 May 2015,"And the battery is source-agnostic, which means you can also store energy from the grid, charging up during (cheaper) off-peak hours. And like Tesla's cars, the..."
Car Wars: Why GM’s Volt slogs while Tesla’s Model S soars,12 May 2015,"The Volt suffered from the same ills that sent GM spiraling into bankruptcy. In attempting to accommodate every constituency, the committee- engineered car..."
Tesla plugs into new market with home battery system,30 Apr 2015,Tesla CEO Elon Musk is trying to steer his electric-car company's battery technology into homes and businesses as part of an elaborate plan to reshape the...
Elon Musk almost had to choose between saving SpaceX or Tesla,14 May 2015,"""I could either pick SpaceX or Tesla or split the money I had left between them,"" says Musk, founder of both companies. ""That was a tough decision. If I split..."
"No, Nikola Tesla's Remains Aren't Sparking Devil Worship In Belgrade",9 Jun 2015,"The late Serbian-American inventor Nikola Tesla just can't catch a break in Belgrade, with bizarre comments by a city councilor reigniting a devilish debate..."
This is Tesla’s most popular car color,10 Apr 2015,"Ocean Blue, Obsidian Black, and Warm Silver have a shot at dethroning the most popular color at Tesla. Solid black. Turns..."
Tesla CEO plugs into new market with home battery system,30 Apr 2015,"The CEO of electric car maker Tesla Motors hopes to park hundreds of millions of large, solar panel-connected batteries in homes and businesses so the world can..."
Tesla Battery Pilot Supplements Amazon Data Center Power Supply,1 May 2015,Amazon Piloting Tesla Batteries to Power Cloud Data Center ... Amazon Web Services is piloting Tesla's new stackable battery units to supplement data center power...
Some Tesla Owners Pimp Their Rides with Code,7 May 2015,Pasqua has created a free app called Visible Tesla that uses the official app's protocols to track the status of systems in a Model S over time and can be used...
"Tesla sets delivery record, but still lags Elon Musk's goal",3 Apr 2015,"Tesla Motors said it set a new company record for the most cars delivered in a quarter, with 10030 vehicles in the first three months of 2015."
Here comes Tesla's 'missing piece' battery announcement,30 Apr 2015,"Elon Musk's big announcement: It's called 'Tesla Energy' ... Late Thursday night in Los Angeles, Tesla announced ""Tesla Energy,"" described by the company in a..."
The Tesla battery heralds the beginning of the end for fossil fuels,4 May 2015,Tesla's new home battery could help halve the costs of electricity for typical American households - all using existing technology. The fossil fuel industry...
"Meet Tesla’s new weapon, a battery scientist",17 Jun 2015,If Dahn can crack this problem—a technically difficult task that requires improving or changing the materials of a lithium-ion cell—he could help Tesla produce...
"Tesla's $13,000 battery could keep your home online in a blackout",25 Apr 2015,"Built to work in concert with residential solar power setups, the Tesla battery system is basically an uninterruptible power supply (UPS) that is large enough..."
"Tesla is putting a lot of pressure on itself to deliver 55,000 cars in 2015",6 May 2015,"Tesla just reported first-quarter 2015 earnings, and they were a beat: an adjusted loss per share of $0.36 on adjusted revenue of $1.1 billion."
Elon Musk says Tesla's newest Model X is aimed at an underserved market: women,19 Jun 2015,"But the biggest difference for Tesla's new Model X might not be how it looks, but who it was designed for: women. Musk has called the Model S ""a little too guy-..."
Can Tesla Tame the Duck Curve?,1 May 2015,"Bottom line, Tesla's new batteries will help, but they won't do the job on their own, and certainly not in the time period envisioned in CAISO's duck curve."
Tesla is finally building the Model X and they want it to appeal to women,20 Jun 2015,"With the Model X, Tesla will finally have the right car to satisfy the consumer's craving crossover and SUVs."
Elon Musk: Tesla Model X gullwing doors aren’t a gimmick,10 Jun 2015,"In less than 90 minutes, Tesla Motors CEO Elon Musk squeezed more than a half dozen notable announcements and updates into the company's annual shareholder..."
Here’s everything we know about Tesla Model X,1 Jul 2015,"Tesla's (TSLA) hotly anticipated, long-delayed third model — not to be confused with the upcoming Model 3 — is expected to ship this fall."
Quantifying Tesla's impact on falling battery prices,16 Jun 2015,"In our modeling for both The Economics of Load Defection from April 2015 and its predecessor, ""The Economics of Grid Defection"" from February 2014, our average..."
Tesla’s pop-up stores bring the Model S to where the wealthy play,22 May 2015,Tesla is bringing its Model S to its customer base with a mobile store that fits on a single flatbed truck.
"Tesla Revs up Price, Power, Range of Model S",8 Apr 2015,"Everything is getting a boost in Tesla's latest update of its Model S sedan, including the electric car's range, power and yes -- its price."
Tesla puts a spark to energy storage – The New Economy,1 May 2015,Tesla puts a spark to energy storage | The electric automaker has announced that it is producing a series of batteries to power homes and businesses.
Elon Musk hails 'crazy' response to Tesla battery launch,6 May 2015,"Elon Musk hails 'crazy' response to Tesla battery launch · Tesla stock up 2% as company makes 1,000 cars a week · CEO admits Powerpack and Powerwall are still..."
Tesla's new bet: A home battery to slash energy costs,7 May 2015,"Musk is also the founder of SolarCity, so a home energy-storage system can be linked to a rootfop solar array. It also plays a part in Musk's bold plan to..."
Watch Elon Musk announce Tesla Energy in the best tech keynote I've ever seen,30 Apr 2015,"There are lots of ways to save the world and cut down on fossil fuels, and Tesla's plan isn't the first. I'm just happy to see a presentation that was genuinely..."
Used Teslas Are More About Saving You Time Than Money,5 May 2015,Tesla says it sets the price based mostly on how much it had to pay the original owner for the trade-in. Its residual value guarantee program promises a Model S...
Tesla announces commercial and home battery systems,1 May 2015,"Tesla Energy's new commercial-grade battery is called the Powerpack, and will sell in 100kWh modules for $25,000 each. Musk said the Powerpack can scale..."
Elon Musk email to Tesla employee about missing an event to witness the birth of his child,11 May 2015,"Elon Musk reportedly scolded a Tesla employee for missing a work event to witness the birth of his child ... A new book about Elon Musk, written by Bloomberg..."
This startup is gearing up to be the Tesla of electric buses,30 Jun 2015,Investors pour $55 million into the electric bus maker as it scales up and readies a new factory as lithium-ion battery prices plummet.
Remember Solyndra? Tesla just leased the defunct solar panel maker’s old space,11 Jun 2015,"Tesla is snapping up Slyndra's old manufacturing facility, possibly for use with its alt energy Powerwall batteries or Model S production."
Elon Musk Nearly Sold Tesla to Google for $11 Billion,20 Apr 2015,"Considering his straits, Musk drove a hard bargain. He proposed that Google buy Tesla outright--with a healthy premium, the company would have cost about $6..."
Did Tesla nearly go bankrupt without investors knowing?,4 May 2015,"Musk is unusually open about discussing them. He often tells interviewers and audiences that he initially didn't think Tesla would survive, because most new..."
Tesla Model 3: When to Expect a First Look at Tesla's Most Affordable Car,7 May 2015,"The more affordable Tesla Model 3 is in the works. ByABC News. May 7, 2015, 7:08 AM. 6:04. Tesla's Big News Overshadows Earnings."
Highest-paying jobs at Tesla ranked by salary,19 May 2015,"The highest-paying jobs at Tesla, ranked · Mechanical engineer: $97,220 · QA Engineer: $97,938 · Design engineer: $99,664 · Electrical engineer: $100,325."
How Tesla's Powerwall Will Shift Control to the Consumer,6 May 2015,Lobel explained that storage battery innovations can help make for smarter customers as they can respond to grid outages or help make choices in consumption...
Tesla's vegan interior options are ahead of many competitors,23 Jun 2015,"Tesla can deliver something many of its competitors can't · Lexus: ""Lexus does not currently have vegan car interiors available."" · Audi: ""While Audi..."
Tesla Twitter hacked: RIPPRGANG,25 Apr 2015,"While a group called ""Autismsquad"" claims responsibility for the website hack, Tesla's Twitter was apparently hacked by a group called ""RIPPRGANG."
Tesla knows how far you've driven,24 Jun 2015,"Teslas and many other cars are constantly collecting information about the way we drive, and sending that data back to their manufacturers."
You can now get a Tesla Model S for less than $2,18 Jun 2015,"A Tesla Model S sedan can cost more than $100,000. But if you only have about $1 on hand, you can still get the car. Advertisement."
Tesla Model S: The Future Is Here,3 Apr 2015,"The all-electric Tesla Model S is a daring public experiment in automotive vision that makes the finest, fastest luxury cars feel like Edwardian antiques."
"Before Elon Musk talked to Google about buying Tesla, the car maker admitted that it was running out of money",20 Apr 2015,"Tesla was heading into its second stock offering at that juncture, after it's 2010 IPO. The critical problem was a $465-million loan that the company had..."
Crunching the economics of Tesla's energy storage solution,12 May 2015,"Personal and utility sizes. Tesla's Powerwall for the home is a flat wall-mounted package that provides 10 kWh of storage and will sell for $3,500. It will..."
Tesla vs. Edison: A Mythical Rivalry | OpenMind,18 May 2015,"Tesla told O'Neill that Edison promised him $50,000 if he could redesign some machines which he had in his business which were extremely inefficient. Tesla..."
Tesla's New Battery Will Make Lithium Ion the Next AA,1 May 2015,"If Tesla really becomes the energy storage powerhouse it hopes to be, large-scale batteries could become as interchangeable as everyday AA batteries.."
Tesla CEO Elon Musk Unveils Home Battery; Is $3000 Cheap Enough?,1 May 2015,"The Powerwall's price ranges from $3,000 for a 7 kilowatt-hour model and $3,500 for the 10 kwh version. Those prices don't include an DC-to-AC power inverter or..."
Who's Responsible when a Driverless Car Crashes? Tesla's Got an Idea,13 May 2015,"By hitting a turn-signal stalk, a driver theoretically acknowledges road conditions are appropriate for a passing maneuver and therefore takes responsibility..."
Satellite images show Tesla's Gigafactory ambitions - MINING.COM,27 Apr 2015,"Tesla will need to purchase at least 7000 tonnes of spherical graphite, 5000 tonnes of lithium hydroxide, and 1500 tonnes of cobalt in 2015 ready to begin..."
Crunching the economics of Tesla's energy storage solution,12 May 2015,"Personal and utility sizes. Tesla's Powerwall for the home is a flat wall-mounted package that provides 10 kWh of storage and will sell for $3,500. It will..."
Tesla vs. Edison: A Mythical Rivalry | OpenMind,18 May 2015,"Tesla told O'Neill that Edison promised him $50,000 if he could redesign some machines which he had in his business which were extremely inefficient. Tesla..."
Tesla's New Battery Will Make Lithium Ion the Next AA,1 May 2015,"If Tesla really becomes the energy storage powerhouse it hopes to be, large-scale batteries could become as interchangeable as everyday AA batteries.."
Tesla CEO Elon Musk Unveils Home Battery; Is $3000 Cheap Enough?,1 May 2015,"The Powerwall's price ranges from $3,000 for a 7 kilowatt-hour model and $3,500 for the 10 kwh version. Those prices don't include an DC-to-AC power inverter or..."
"Elon Musk is not Mr. Tesla, in case there was any confusion",22 May 2015,"Elon Musk is not Mr. Tesla, in case there was any confusion. Published: May 22, 2015 at 2:38 p.m. ET."
How Tesla’s Energy Storage Play Could Take Flight—or Flop,1 May 2015,"That's bad isn't it? Your technology choices are increasing GHGs. That makes you a Hypocrite, doesn't it?"
Climate Change: 2014 Tesla Model S P85D,22 Jun 2015,"The P85D boots right up, although the battery display, now adorned with a snowflake, shows the pack has lost five percent of its charge overnight, presumably in..."
Teslas in Victoria aren't greener than diesels,30 Apr 2015,The Tesla Model S is only as green as its electricity source - which is not very in brown-coal powered Victoria.
Elon Musk's favorite car that isn't a Tesla,8 Jun 2015,"The Tesla D is in the same league as its inspiration, the legendary McLaren F1 supercar."
Tesla’s Site And Twitter Account Hacked,25 Apr 2015,"The first signs of the hijacking popped up around 1:52 P.M. pacific, when a tweet from the account declared that it was now under the control of its attackers,..."
"'Tesla is our friend,' says Renault and Nissan boss Ghosn",30 Jun 2015,"Renault-Nissan CEO Carlos Ghosn promises more electric cars, and hits back at Red Bull's criticism of his F1 engines."
all-wheel drive tesla model S 90D electric car races to 60mph in 2.8s (Update),8 Apr 2015,tesla model S 90D developed an advanced electric management system that boosts the cars acceleration performance from 0 to 60 mph in 2.8 seconds.
Full production of Tesla's supercheap Model 3 won't happen until 2018,22 Jun 2015,"(Jason Merritt / Getty). Full production of Tesla's long-awaited Model 3 will not happen until 2018, according to a presentation by the company's chief..."
Tesla launches Powerwall battery to replace fossil fuels,1 May 2015,Tesla founder Elon Musk has launched two solar-powered batteries for homes and businesses to reduce the world's reliance on fossil fuels.
Tesla or Bentley: Which Is Faster? - WSJ,3 Apr 2015,"But unlike the point-and-shoot Tesla, the Bentley requires some delicate torque braking of the automatic-equipped car, holding it on the line with the brake..."
Master of electrons and photons,28 May 2015,"Nikola Tesla is known for his work on alternating current power systems, induction motors and wireless transmission but he is also an unsung hero of..."
Tesla Model S Gets an Upgrade | Inc.com,8 Apr 2015,Electric car maker Tesla Motors is going after mainstream luxury car buyers by adding all-wheel-drive and more range and power to the base version of its...
What's fast and green? Tesla Model S is tops in the 2015 AAA Green Car Guide,20 Apr 2015,"The 2015 Tesla Model S P85D topped the 2015 AAA Green Car Guide, which was released today. The Tesla earned the top score in a field of more than 80 other “..."
The gamble on Tesla's gigafactory in the Nevada desert,10 Apr 2015,"It triumphed by providing 980 acres of rocky, barren land — donated by a private landowner — access to lithium deposits, tax breaks and proximity to Tesla's..."
Here's How Long Tesla's Powerwall Could Power Every Appliance in Your Home,1 May 2015,"Here's How Long Tesla's Powerwall Could Run Each Appliance in Your Home · charge your iPhone 952 times* · run your laptop for 200 hours · blend 4,000 margaritas..."
Update available: Is Tesla’s Elon Musk the new Steve Jobs?,2 Jun 2015,"On the making of the Model S, Tesla Motors's flagship four-door sedan, the electric carmaker's CEO and product architect Elon Reeve Musk, is reported to..."
Tesla's low-cost renewable battery could revolutionise Africa's energy supply,11 May 2015,Tesla's low-cost renewable battery could revolutionise Africa's energy supply ... Batteries that can store renewable energy for longer and at half the current...
Tesla website hacked: Autismsquad,25 Apr 2015,"Its Twitter account was hacked, too."
"Tesla Battery Bottom Line: $3,500 for a 10-Kilowatt-Hour Storage System",1 May 2015,Can Tesla and Elon Musk bring consumer cachet to the lowly battery?
Tesla unveils revolutionary home battery pack | WIRED UK,1 May 2015,"The Tesla Powerwall is essentially a giant lithium-ion battery pack, designed to store solar energy, and provide a back-up power system for blackouts or..."
"Tesla sales banned by West Virginia, whose Senate president is also an auto dealer",3 Apr 2015,"Unfortunately for Musk, auto dealers are often a powerful political constituency, and have managed to get legislation passed in numerous states banning direct..."
"Watch out Tesla! Aston Martin is building a 1,000 hp electric Rapide sedan",7 Apr 2015,Aston Martin could be giving the world a true Tesla Model S challenger in the form of a 1000 horsepower electric super sedan based on the Rapide S.
SolarEdge Powers Tesla's Solar Battery,5 Jun 2015,Israeli SolarEdge has teamed up with leading electric vehicle company Tesla Motors to develop a new type of solar energy solution that will power our homes.
"With Battery Announcement, Tesla Is No Longer Just a Car Company",30 Apr 2015,It's no secret that Tesla is getting ready to unveil some kind of battery that will change the way homes and businesses get their energy.
Tesla's Elon Musk and his big ideas: A brief history,1 May 2015,Story So Far: Tesla's Elon Musk and his big ideas: A brief history · PayPal: Where Musk made his fortune · SpaceX: Because he wants to change the world · Tesla...
PETA pressures Tesla to drop leather seats,10 Jun 2015,"In its proxy statement, Tesla's board of directors asked shareholders to reject the two proposals related to ""cruelty-free materials."" The board says ""exploring..."
How Tesla developed the in-car audio system for the Model S saloon,25 Jun 2015,"There is no Pro-Logic or other surround sound processing used in the system, the rear speakers - like those in the front - playing in stereo. It's clear Fabry..."
Review: Tesla Model S CHAdeMO Adapter,24 Apr 2015,"Tesla's CHAdeMO adapter should work with all CHAdeMO chargers. The Tesla battery is 400V and the CHAdeMO spec limits current to 100A, so the maximum you should..."
"Tesla's mass-market Model 3 will be available as a crossover, too",16 Jun 2015,"For about $35,000, Tesla is hoping the Model 3 will be the first mass-market EV. ... Tesla's chief technical officer, JB Straubel, has revealed the next few steps..."
Tesla's new low-cost battery: 'the missing piece' in sustainable energy?,1 May 2015,"On Thursday night, Musk unveiled what he called “the missing piece” in sustainable energy: a range of batteries that can be used in homes and businesses to..."
Tesla Gets Struck by Lightning,10 Jun 2015,"This Tesla vehicle was struck by lightning during a storm in Ohio. Owner Sarah Day later wrote online, ""I heard the crash, and just a second or two after about..."
Next up for Tesla: Vegan Cars?,12 Jun 2015,"When space entrepreneur Elon Musk talks about colonizing Mars, one of his ideas is to establish an environmentally-conscious vegetarian planet."
"Tesla almost sold to Google in 2013, new book reveals",20 Apr 2015,"Google could have been in the electric car business two years ago, had a deal with Elon Musk gone through. According to a forthcoming book by Bloomberg."
"Dear Tesla and Prius owners, enough with the sanctimonious license plates",27 Apr 2015,"I am fretful that yet more people, on buying a musky Tesla, Toyota's Prius or Mirai, or the greenly named Nissan Leaf, will create a license plate that reminds..."
"Hackers temporarily take control of Tesla's website, Elon Musk's Twitter account",25 Apr 2015,The tweets largely suggested this was just an unsophisticated prank. The hackers posted a phone number saying those who called it could get a free car. The rest...
Tesla’s Elon Musk just had the worst birthday ever,29 Jun 2015,"Tesla's Elon Musk just had the worst birthday ever ... Elon Musk turned 44 on Sunday, but the entrepreneur probably wished he could just crawl back into bed and..."
Analyst: Tesla owners are willing to pay way more for the Model S than a traditional car,25 Jun 2015,Analyst: Tesla owners are willing to pay way more for the Model S than a traditional car ... Jefferies auto analyst Dan Dolev released a Tesla research note on...
Tesla unveils new $75000 Model S 70D with all-wheel-drive,8 Apr 2015,"""Customers wanted something that had more range and they really wanted all-wheel drive."" Fewer than 10 percent of customers had purchased the base 60, so now..."
Tesla Tests Pop-Up Store Model To Bypass Dealerships,27 May 2015,"Not one for traditional sales models, Tesla rolls the stores in on flatbed trucks, and then assembles them into a store that's only twenty feet deep and 34-feet..."
BMW i8 vs. Tesla Model S: Which electric car is best?,27 Apr 2015,"The big difference is that Tesla's S is a tank of a car—Tesla's forthcoming SUV the Model X will not be much larger. Like Tesla's S, the i8 has an extremely low..."
Tesla share price,6 Apr 2015,"Tesla shares are surging. Advertisement. On Monday, shares of the electric carmaker were up as much as 8% near noon. The rally in Tesla shares follows news..."
Why Tesla and Toyota’s Patent-Sharing Strategies Are Not for Everyone,26 Jun 2015,Tesla CEO Elon Musk and Toyota CEO Akio Toyoda at least have agreed on one way to achieve their widely varying visions of the future of the automobile: open...
tesla powerwall wants to power every home with advanced energy storage,4 May 2015,"the nonprofit organization promotes the application of design and processes that improve vital areas of people's lives worldwide by inspiring, educating and..."
Tesla’s April Fools joke pokes fun at Apple,1 Apr 2015,"Tesla joins Amazon.com Inc in launching an April Fools' joke on its website, making fun of Apple Inc."
Elon Musk's Grand Plan to Power the World With Batteries,1 May 2015,"Tesla's Elon Musk has revealed his plan to sell huge batteries for homes and businesses, and it could change how we consume energy."
Tesla's Twitter back after hackers hijack feed,25 Apr 2015,"The group or person that briefly took over the account identified itself as Ripprgang. Twitter has suspended that account, which belonged to an individual or..."
Tesla's wonder cars tripped up by dumb door handles,18 May 2015,"Tesla Motor CEO Elon Musk, known for being finicky when it comes to details on the car like seat comfort, apparently doesn't have a fix in the works for balky..."
There’s finally a Tesla you can afford,18 Jun 2015,"Hot Wheels, the die-cast toymaker brand owned by Mattel (MAT), is producing a 1/64th scale model of Tesla's luxury all-electric flagship vehicle at a suggested..."
Hot Wheels unveils miniature Tesla Model S,19 Jun 2015,"Hot Wheels, the car brand of toy maker Mattel, unveiled its new miniature Tesla Model S with a retail price at just a fraction of the real thing."
Tesla loses fight with dealers to sell its cars in Texas,31 May 2015,"The company handles sales directly, meaning there are no dealerships. And as you might expect, powerful auto dealers across the United States are not a fan of..."
"Facebook, Tesla CEOs examples of 'productive narcissism'",6 Jun 2015,The CEOs of Tesla and Facebook are examples of men possessed with large enough doses of ego that they've carved out their own category of leadership.
Tesla starts selling used cars on its website,6 May 2015,"When the Model S went on sale in 2012, prices ranged from $57,400 to $105,400, and those asking prices indicate that Tesla doesn't think its cars have seen the..."
"What Advanced Microgrid Solutions Plans to Do With 5,000 Tesla Powerpack Batteries",8 Jun 2015,"What's a startup with just under $7 million in venture capital going to do with $125 million worth of Tesla's grid batteries? Last week, Advanced Microgrid..."
Is your Tesla's Web Application Fairly Slow?,6 May 2015,"But it appears that ""the network is only a small part of the problem. Moving to 4G/LTE via tether doesn't solve the problem of the browser using an old Web..."
Tesla Model 3 is behind schedule & unlikely to ship in 2017,27 Apr 2015,"Following the Model S timetable, to deliver the first Tesla Model 3 by December 2017–just 30 months hence–Tesla wouldn't have to have its engineering prototype..."
Stray Cat Found In Tesla Model S Motor Compartment | Video,3 Jun 2015,"A Tesla Model S owner in Austin, Texas, found an unexpected companion when he looked under his car one day -- a feral cat."
